LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1733303848.933213,313626.000,49077,2,AY,1,100,0.075
1733303848.973213,313666.000,49096,3,AY,1,100,0.083
1733303849.013213,313706.000,49096,3,AY,1,100,0.087
1733303849.053213,313746.000,49096,3,AY,1,100,0.075
1733303849.093213,313786.000,49113,2,AY,1,100,0.063
1733303849.133214,313826.000,49113,2,AY,1,100,0.083
1733303849.173213,313866.000,49130,3,AY,1,100,0.104
1733303849.213214,313906.000,49130,3,AY,1,100,0.079
1733303849.253214,313946.000,49130,3,AY,1,100,0.063
1733303849.289964,313982.750,49152,4,AY,1,100,0.071
1733303849.326714,314019.500,49152,4,AY,1,100,0.089
1733303849.363464,314056.250,49152,4,AY,1,100,0.076
1733303849.400214,314093.000,49152,4,AY,1,100,0.063
1733303849.439881,314132.667,49169,3,AY,1,100,0.080
1733303849.479548,314172.333,49169,3,AY,1,100,0.079
1733303849.519215,314212.000,49169,3,AY,1,100,0.078
1733303849.559215,314252.000,49184,2,AY,1,100,0.084
1733303849.599215,314292.000,49184,2,AY,1,100,0.080
1733303849.639215,314332.000,49200,3,AY,1,100,0.082
1733303849.679215,314372.000,49200,3,AY,1,100,0.081
1733303849.719215,314412.000,49200,3,AY,1,100,0.074
1733303849.759215,314452.000,49220,2,AY,1,100,0.081
1733303849.799215,314492.000,49220,2,AY,1,100,0.084
1733303849.839216,314532.000,49236,3,AY,1,100,0.080
1733303849.879216,314572.000,49236,3,AY,1,100,0.075
1733303849.919216,314612.000,49236,3,AY,1,100,0.088
1733303849.959216,314652.000,49251,2,AY,1,100,0.081
1733303849.999216,314692.000,49251,2,AY,1,100,0.077
1733303850.039216,314732.000,49268,3,AY,1,100,0.084
1733303850.079216,314772.000,49268,3,AY,1,100,0.086
1733303850.119216,314812.000,49268,3,AY,1,100,0.083
1733303850.159216,314852.000,49285,2,AY,1,100,0.070
1733303850.199217,314892.000,49285,2,AY,1,100,0.091
1733303850.239217,314932.000,49301,3,AY,1,100,0.080
1733303850.279217,314972.000,49301,3,AY,1,100,0.078
1733303850.319217,315012.000,49301,3,AY,1,100,0.073
1733303850.359217,315052.000,49316,2,AY,1,100,0.075
1733303850.399217,315092.000,49316,2,AY,1,100,0.083
1733303850.439217,315132.000,49333,3,AY,1,100,0.083
1733303850.479217,315172.000,49333,3,AY,1,100,0.084
1733303850.519217,315212.000,49333,3,AY,1,100,0.083
1733303850.559218,315252.000,49350,2,AY,1,100,0.080
1733303850.599218,315292.000,49350,2,AY,1,100,0.082
1733303850.639218,315332.000,49368,3,AY,1,100,0.078
1733303850.679218,315372.000,49368,3,AY,1,100,0.088
1733303850.719218,315412.000,49368,3,AY,1,100,0.076
1733303850.759218,315452.000,49384,2,AY,1,100,0.085
1733303850.799218,315492.000,49384,2,AY,1,100,0.096
1733303850.839218,315532.000,49400,3,AY,1,100,0.080
1733303850.879219,315572.000,49400,3,AY,1,100,0.081
1733303850.919219,315612.000,49400,3,AY,1,100,0.080
1733303850.954885,315647.667,49417,3,AY,1,100,0.086
1733303850.990552,315683.333,49417,3,AY,1,100,0.081
1733303851.026219,315719.000,49417,3,AY,1,100,0.086
1733303851.066219,315759.000,49434,2,AY,1,100,0.082
1733303851.106219,315799.000,49434,2,AY,1,100,0.076
1733303851.146219,315839.000,49449,3,AY,1,100,0.076
1733303851.186219,315879.000,49449,3,AY,1,100,0.088
1733303851.226220,315919.000,49449,3,AY,1,100,0.087
1733303851.266220,315959.000,49465,2,AY,1,100,0.085
1733303851.306220,315999.000,49465,2,AY,1,100,0.083
1733303851.346220,316039.000,49482,3,AY,1,100,0.087
1733303851.386220,316079.000,49482,3,AY,1,100,0.080
1733303851.426220,316119.000,49482,3,AY,1,100,0.087
1733303851.466220,316159.000,49503,3,AY,1,100,0.078
1733303851.506220,316199.000,49503,3,AY,1,100,0.087
1733303851.546221,316239.000,49503,3,AY,1,100,0.083
1733303851.586221,316279.000,49519,2,AY,1,100,0.086
1733303851.626221,316319.000,49519,2,AY,1,100,0.080
1733303851.666221,316359.000,49534,3,AY,1,100,0.076
1733303851.706221,316399.000,49534,3,AY,1,100,0.085
1733303851.746221,316439.000,49534,3,AY,1,100,0.085
1733303851.786221,316479.000,49552,2,AY,1,100,0.083
1733303851.826221,316519.000,49552,2,AY,1,100,0.076
1733303851.866221,316559.000,49568,3,AY,1,100,0.078
1733303851.906222,316599.000,49568,3,AY,1,100,0.097
1733303851.946222,316639.000,49568,3,AY,1,100,0.079
1733303851.986222,316679.000,49585,2,AY,1,100,0.072
1733303852.026222,316719.000,49585,2,AY,1,100,0.086
1733303852.066222,316759.000,49600,3,AY,1,100,0.090
1733303852.106222,316799.000,49600,3,AY,1,100,0.069
1733303852.146222,316839.000,49600,3,AY,1,100,0.079
1733303852.186222,316879.000,49617,2,AY,1,100,0.100
1733303852.226223,316919.000,49617,2,AY,1,100,0.094
1733303852.266223,316959.000,49633,3,AY,1,100,0.075
1733303852.306223,316999.000,49633,3,AY,1,100,0.080
1733303852.346223,317039.000,49633,3,AY,1,100,0.092
1733303852.381890,317074.667,49653,3,AY,1,100,0.085
1733303852.417556,317110.333,49653,3,AY,1,100,0.078
1733303852.453223,317146.000,49653,3,AY,1,100,0.087
1733303852.493223,317186.000,49667,2,AY,1,100,0.086
1733303852.533223,317226.000,49667,2,AY,1,100,0.085
1733303852.573224,317266.000,49684,3,AY,1,100,0.078
1733303852.613224,317306.000,49684,3,AY,1,100,0.088
1733303852.653224,317346.000,49684,3,AY,1,100,0.082
1733303852.693224,317386.000,49700,2,AY,1,100,0.090
1733303852.733224,317426.000,49700,2,AY,1,100,0.085
1733303852.773224,317466.000,49718,3,AY,1,100,0.081
1733303852.813224,317506.000,49718,3,AY,1,100,0.085
1733303852.853224,317546.000,49718,3,AY,1,100,0.082
1733303852.893224,317586.000,49732,2,AY,1,100,0.083
1733303852.933225,317626.000,49732,2,AY,1,100,0.081
1733303852.973225,317666.000,49749,3,AY,1,100,0.079
1733303853.013225,317706.000,49749,3,AY,1,100,0.089
1733303853.053225,317746.000,49749,3,AY,1,100,0.089
1733303853.093225,317786.000,49766,2,AY,1,100,0.114
1733303853.133225,317826.000,49766,2,AY,1,100,0.070
1733303853.173225,317866.000,49783,3,AY,1,100,0.054
1733303853.213225,317906.000,49783,3,AY,1,100,0.095
1733303853.253226,317946.000,49783,3,AY,1,100,0.095
1733303853.292726,317985.500,49799,2,AY,1,100,0.072
1733303853.332226,318025.000,49799,2,AY,1,100,0.082
1733303853.372559,318065.333,49817,3,AY,1,100,0.080
1733303853.412893,318105.667,49817,3,AY,1,100,0.081
1733303853.453226,318146.000,49817,3,AY,1,100,0.082
1733303853.492893,318185.667,49833,3,AY,1,100,0.083
1733303853.532560,318225.333,49833,3,AY,1,100,0.084
1733303853.572227,318265.000,49833,3,AY,1,100,0.089
1733303853.612226,318305.000,49850,2,AY,1,100,0.080
1733303853.652227,318345.000,49850,2,AY,1,100,0.087
1733303853.692227,318385.000,49864,3,AY,1,100,0.092
1733303853.732227,318425.000,49864,3,AY,1,100,0.081
1733303853.772227,318465.000,49864,3,AY,1,100,0.087
1733303853.812227,318505.000,49882,2,AY,1,100,0.075
1733303853.852227,318545.000,49882,2,AY,1,100,0.082
1733303853.892227,318585.000,49898,3,AY,1,100,0.096
1733303853.932228,318625.000,49898,3,AY,1,100,0.091
1733303853.972228,318665.000,49898,3,AY,1,100,0.081
1733303854.007895,318700.667,49915,3,AY,1,100,0.083
1733303854.043561,318736.333,49915,3,AY,1,100,0.091
1733303854.079228,318772.000,49915,3,AY,1,100,0.088
1733303854.119228,318812.000,49933,2,AY,1,100,0.085
1733303854.159228,318852.000,49933,2,AY,1,100,0.087
1733303854.199228,318892.000,49949,3,AY,1,100,0.088
1733303854.239228,318932.000,49949,3,AY,1,100,0.087
1733303854.279228,318972.000,49949,3,AY,1,100,0.087
1733303854.319229,319012.000,49965,2,AY,1,100,0.088
1733303854.359229,319052.000,49965,2,AY,1,100,0.091
1733303854.399229,319092.000,49988,4,AY,1,100,0.081
1733303854.439229,319132.000,49988,4,AY,1,100,0.087
1733303854.479229,319172.000,49988,4,AY,1,100,0.094
1733303854.519229,319212.000,49988,4,AY,1,100,0.083
1733303854.559229,319252.000,50004,3,AY,1,100,0.087
1733303854.599230,319292.000,50004,3,AY,1,100,0.080
1733303854.639230,319332.000,50004,3,AY,1,100,0.092
1733303854.679230,319372.000,50021,2,AY,1,100,0.097
1733303854.719230,319412.000,50021,2,AY,1,100,0.087
1733303854.759230,319452.000,50036,3,AY,1,100,0.086
1733303854.799230,319492.000,50036,3,AY,1,100,0.092
1733303854.839230,319532.000,50036,3,AY,1,100,0.087
1733303854.879230,319572.000,50053,2,AY,1,100,0.089
1733303854.919230,319612.000,50053,2,AY,1,100,0.083
1733303854.959230,319652.000,50069,3,AY,1,100,0.088
1733303854.999231,319692.000,50069,3,AY,1,100,0.092
1733303855.039231,319732.000,50069,3,AY,1,100,0.085
1733303855.079231,319772.000,50089,2,AY,1,100,0.088
1733303855.119231,319812.000,50089,2,AY,1,100,0.084
1733303855.159231,319852.000,50104,3,AY,1,100,0.091
1733303855.199231,319892.000,50104,3,AY,1,100,0.089
1733303855.239231,319932.000,50104,3,AY,1,100,0.084
1733303855.279232,319972.000,50120,2,AY,1,100,0.083
1733303855.319232,320012.000,50120,2,AY,1,100,0.098
1733303855.359232,320052.000,50136,3,AY,1,100,0.086
1733303855.399232,320092.000,50136,3,AY,1,100,0.080
1733303855.439232,320132.000,50136,3,AY,1,100,0.087
1733303855.474899,320167.667,50154,3,AY,1,100,0.093
1733303855.510566,320203.333,50154,3,AY,1,100,0.088
1733303855.546232,320239.000,50154,3,AY,1,100,0.093
1733303855.586232,320279.000,50170,2,AY,1,100,0.090
1733303855.626232,320319.000,50170,2,AY,1,100,0.088
1733303855.666233,320359.000,50185,3,AY,1,100,0.094
1733303855.706233,320399.000,50185,3,AY,1,100,0.079
1733303855.746233,320439.000,50185,3,AY,1,100,0.083
1733303855.786233,320479.000,50202,2,AY,1,100,0.088
1733303855.826233,320519.000,50202,2,AY,1,100,0.088
1733303855.866233,320559.000,50219,3,AY,1,100,0.080
1733303855.906233,320599.000,50219,3,AY,1,100,0.091
1733303855.946234,320639.000,50219,3,AY,1,100,0.097
1733303855.986233,320679.000,50237,2,AY,1,100,0.074
1733303856.026234,320719.000,50237,2,AY,1,100,0.088
1733303856.066234,320759.000,50253,3,AY,1,100,0.085
1733303856.106234,320799.000,50253,3,AY,1,100,0.077
1733303856.146234,320839.000,50253,3,AY,1,100,0.068
1733303856.186234,320879.000,50269,3,AY,1,100,0.085
1733303856.226234,320919.000,50269,3,AY,1,100,0.079
1733303856.266234,320959.000,50269,3,AY,1,100,0.074
1733303856.306235,320999.000,50286,2,AY,1,100,0.085
1733303856.346235,321039.000,50286,2,AY,1,100,0.082
1733303856.386235,321079.000,50303,3,AY,1,100,0.075
1733303856.426235,321119.000,50303,3,AY,1,100,0.083
1733303856.466235,321159.000,50303,3,AY,1,100,0.083
1733303856.506235,321199.000,50320,2,AY,1,100,0.080
1733303856.546235,321239.000,50320,2,AY,1,100,0.072
1733303856.586235,321279.000,50336,3,AY,1,100,0.089
1733303856.626235,321319.000,50336,3,AY,1,100,0.080
1733303856.666235,321359.000,50336,3,AY,1,100,0.086
1733303856.706236,321399.000,50355,2,AY,1,100,0.085
1733303856.746236,321439.000,50355,2,AY,1,100,0.083
1733303856.786236,321479.000,50372,3,AY,1,100,0.084
1733303856.826236,321519.000,50372,3,AY,1,100,0.083
1733303856.866236,321559.000,50372,3,AY,1,100,0.086
1733303856.906236,321599.000,50387,2,AY,1,100,0.083
1733303856.946236,321639.000,50387,2,AY,1,100,0.091
1733303856.985903,321678.667,50403,3,AY,1,100,0.101
1733303857.025570,321718.333,50403,3,AY,1,100,0.083
1733303857.065237,321758.000,50403,3,AY,1,100,0.080
1733303857.100904,321793.667,50421,3,AY,1,100,0.094
1733303857.136570,321829.333,50421,3,AY,1,100,0.100
1733303857.172237,321865.000,50421,3,AY,1,100,0.086
1733303857.212237,321905.000,50437,2,AY,1,100,0.094
1733303857.252237,321945.000,50437,2,AY,1,100,0.095
1733303857.292237,321985.000,50453,3,AY,1,100,0.088
1733303857.332237,322025.000,50453,3,AY,1,100,0.086
1733303857.372238,322065.000,50453,3,AY,1,100,0.094
1733303857.412238,322105.000,50469,2,AY,1,100,0.088
1733303857.452238,322145.000,50469,2,AY,1,100,0.090
1733303857.492238,322185.000,50486,3,AY,1,100,0.076
1733303857.532238,322225.000,50486,3,AY,1,100,0.088
1733303857.572238,322265.000,50486,3,AY,1,100,0.088
1733303857.612238,322305.000,50504,2,AY,1,100,0.082
1733303857.652238,322345.000,50504,2,AY,1,100,0.089
1733303857.692239,322385.000,50522,3,AY,1,100,0.086
1733303857.732239,322425.000,50522,3,AY,1,100,0.083
1733303857.772239,322465.000,50522,3,AY,1,100,0.088
1733303857.812239,322505.000,50536,2,AY,1,100,0.086
1733303857.852239,322545.000,50536,2,AY,1,100,0.091
1733303857.892239,322585.000,50553,3,AY,1,100,0.082
1733303857.932239,322625.000,50553,3,AY,1,100,0.093
1733303857.972239,322665.000,50553,3,AY,1,100,0.084
1733303858.012239,322705.000,50569,2,AY,1,100,0.099
1733303858.052240,322745.000,50569,2,AY,1,100,0.089
1733303858.092240,322785.000,50587,3,AY,1,100,0.087
1733303858.132240,322825.000,50587,3,AY,1,100,0.093
1733303858.172240,322865.000,50587,3,AY,1,100,0.085
1733303858.212240,322905.000,50601,3,AY,1,100,0.084
1733303858.252240,322945.000,50601,3,AY,1,100,0.083
1733303858.292240,322985.000,50601,3,AY,1,100,0.097
1733303858.332240,323025.000,50618,2,AY,1,100,0.103
1733303858.372241,323065.000,50618,2,AY,1,100,0.100
1733303858.412241,323105.000,50637,3,AY,1,100,0.094
1733303858.452241,323145.000,50637,3,AY,1,100,0.097
1733303858.492241,323185.000,50637,3,AY,1,100,0.084
1733303858.527908,323220.667,50654,3,AY,1,100,0.034
1733303858.563575,323256.333,50654,3,AY,1,100,0.037
1733303858.599241,323292.000,50654,3,AY,1,100,0.069
1733303858.639241,323332.000,50668,2,AY,1,100,0.056
1733303858.679241,323372.000,50668,2,AY,1,100,0.061
1733303858.719242,323412.000,50686,3,AY,1,100,0.052
1733303858.759242,323452.000,50686,3,AY,1,100,0.057
1733303858.799242,323492.000,50686,3,AY,1,100,0.065
1733303858.839242,323532.000,50702,2,AY,1,100,0.054
1733303858.879242,323572.000,50702,2,AY,1,100,0.055
1733303858.919242,323612.000,50719,3,AY,1,100,0.058
1733303858.959242,323652.000,50719,3,AY,1,100,0.063
1733303858.999242,323692.000,50719,3,AY,1,100,0.062
1733303859.039243,323732.000,50733,2,AY,1,100,0.062
1733303859.079243,323772.000,50733,2,AY,1,100,0.062
1733303859.119243,323812.000,50751,3,AY,1,100,0.062
1733303859.159243,323852.000,50751,3,AY,1,100,0.058
1733303859.199243,323892.000,50751,3,AY,1,100,0.069
1733303859.239243,323932.000,50769,2,AY,1,100,0.062
1733303859.279243,323972.000,50769,2,AY,1,100,0.066
1733303859.319243,324012.000,50786,3,AY,1,100,0.055
1733303859.359243,324052.000,50786,3,AY,1,100,0.068
1733303859.399244,324092.000,50786,3,AY,1,100,0.053
1733303859.439244,324132.000,50802,2,AY,1,100,0.064
1733303859.479244,324172.000,50802,2,AY,1,100,0.072
1733303859.519244,324212.000,50824,4,AY,1,100,0.064
1733303859.559244,324252.000,50824,4,AY,1,100,0.065
1733303859.599244,324292.000,50824,4,AY,1,100,0.072
1733303859.639244,324332.000,50824,4,AY,1,100,0.068
1733303859.679244,324372.000,50838,2,AY,1,100,0.071
1733303859.719244,324412.000,50838,2,AY,1,100,0.068
1733303859.759245,324452.000,50856,3,AY,1,100,0.067
1733303859.799245,324492.000,50856,3,AY,1,100,0.077
1733303859.839245,324532.000,50856,3,AY,1,100,0.077
1733303859.879245,324572.000,50872,3,AY,1,100,0.065
1733303859.919245,324612.000,50872,3,AY,1,100,0.077
1733303859.959245,324652.000,50872,3,AY,1,100,0.086
1733303859.999245,324692.000,50891,2,AY,1,100,0.070
1733303860.039245,324732.000,50891,2,AY,1,100,0.067
1733303860.079246,324772.000,50906,3,AY,1,100,0.071
1733303860.119246,324812.000,50906,3,AY,1,100,0.077
1733303860.159246,324852.000,50906,3,AY,1,100,0.074
1733303860.194579,324887.333,50923,3,AY,1,100,0.077
1733303860.229913,324922.667,50923,3,AY,1,100,0.083
1733303860.265246,324958.000,50923,3,AY,1,100,0.081
1733303860.305246,324998.000,50939,2,AY,1,100,0.074
1733303860.345246,325038.000,50939,2,AY,1,100,0.087
1733303860.385247,325078.000,50957,3,AY,1,100,0.078
1733303860.425246,325118.000,50957,3,AY,1,100,0.065
1733303860.465247,325158.000,50957,3,AY,1,100,0.088
1733303860.505247,325198.000,50971,2,AY,1,100,0.087
1733303860.545247,325238.000,50971,2,AY,1,100,0.069
1733303860.585247,325278.000,50988,3,AY,1,100,0.075
1733303860.625247,325318.000,50988,3,AY,1,100,0.085
1733303860.665247,325358.000,50988,3,AY,1,100,0.074
1733303860.705247,325398.000,51004,2,AY,1,100,0.080
1733303860.745248,325438.000,51004,2,AY,1,100,0.074
1733303860.785248,325478.000,51022,3,AY,1,100,0.085
1733303860.825248,325518.000,51022,3,AY,1,100,0.086
1733303860.865248,325558.000,51022,3,AY,1,100,0.075
1733303860.905248,325598.000,51038,2,AY,1,100,0.085
1733303860.945248,325638.000,51038,2,AY,1,100,0.076
1733303860.985248,325678.000,51055,3,AY,1,100,0.079
1733303861.025248,325718.000,51055,3,AY,1,100,0.079
1733303861.065248,325758.000,51055,3,AY,1,100,0.076
1733303861.105249,325798.000,51072,2,AY,1,100,0.082
1733303861.145249,325838.000,51072,2,AY,1,100,0.076
1733303861.185249,325878.000,51089,3,AY,1,100,0.079
1733303861.225249,325918.000,51089,3,AY,1,100,0.075
1733303861.265249,325958.000,51089,3,AY,1,100,0.083
1733303861.305249,325998.000,51105,3,AY,1,100,0.078
1733303861.345249,326038.000,51105,3,AY,1,100,0.081
1733303861.385249,326078.000,51105,3,AY,1,100,0.070
1733303861.425250,326118.000,51121,2,AY,1,100,0.081
1733303861.465250,326158.000,51121,2,AY,1,100,0.080
1733303861.505250,326198.000,51139,3,AY,1,100,0.097
1733303861.545250,326238.000,51139,3,AY,1,100,0.078
1733303861.585250,326278.000,51139,3,AY,1,100,0.071
1733303861.620917,326313.667,51156,3,AY,1,100,0.081
1733303861.656584,326349.333,51156,3,AY,1,100,0.101
1733303861.692250,326385.000,51156,3,AY,1,100,0.073
1733303861.732250,326425.000,51175,2,AY,1,100,0.082
1733303861.772250,326465.000,51175,2,AY,1,100,0.081
1733303861.812251,326505.000,51190,3,AY,1,100,0.067
1733303861.852251,326545.000,51190,3,AY,1,100,0.070
1733303861.892251,326585.000,51190,3,AY,1,100,0.074
1733303861.932251,326625.000,51206,2,AY,1,100,0.070
1733303861.972251,326665.000,51206,2,AY,1,100,0.076
1733303862.012251,326705.000,51223,3,AY,1,100,0.080
1733303862.052251,326745.000,51223,3,AY,1,100,0.083
1733303862.092252,326785.000,51223,3,AY,1,100,0.083
1733303862.132252,326825.000,51240,2,AY,1,100,0.083
