308003,48156,1,RB,1,100,2024-12-04_16-17-23-034388
308005,48157,4,EM,1,100,RS,RB,2024-12-04_16-17-23-034388.csv,PS,MN
308000,48158,1,PI,1,100,168510
308000,48159,1,PR,1,100,156457
308000,48160,1,PG,1,100,12142
307986,48161,1,AX,1,100,-0.601
307986,48162,1,AY,1,100,0.102
307986,48163,1,AZ,1,100,0.827
307986,48164,1,GX,1,100,-3.143
307986,48165,1,GY,1,100,-4.272
307986,48166,1,GZ,1,100,-0.610
307986,48167,1,MX,1,100,78
307986,48168,1,MY,1,100,-1
307986,48169,1,MZ,1,100,-4
308080,48170,2,PI,1,100,168526,168537
308080,48171,2,PR,1,100,156487,156543
308080,48172,2,PG,1,100,12158,12169
308079,48173,2,EA,1,100,0.030204,0.030204
308079,48174,2,EL,1,100,26402.000000,26402.000000
308072,48175,1,T1,1,100,32.319
308087,48176,1,TH,1,100,30.035
308106,48177,3,AX,1,100,-0.583,-0.564,-0.556
308106,48178,3,AY,1,100,0.111,0.107,0.104
308106,48179,3,AZ,1,100,0.833,0.799,0.794
308106,48180,3,GX,1,100,-1.953,2.808,2.380
308106,48181,3,GY,1,100,-6.683,-12.054,-30.975
308106,48182,3,GZ,1,100,-1.831,0.000,-3.479
308106,48183,3,MX,1,100,77,77,77
308106,48184,3,MY,1,100,-1,-1,-1
308106,48185,3,MZ,1,100,-4,-5,-5
308207,48186,4,EM,1,100,RS,RB,2024-12-04_16-17-23-034388.csv,PS,MN
308212,48187,1,SF,1,100,14.8117
308200,48188,3,PI,1,100,168559,168751,168890
308200,48189,3,PR,1,100,156666,156957,157255
308200,48190,3,PG,1,100,12174,12219,12273
308212,48191,2,EA,1,100,0.030204,0.030204
308212,48192,2,EL,1,100,26402.000000,26402.000000
308206,48193,1,T1,1,100,32.386
308221,48194,1,TH,1,100,30.035
308186,48195,2,AX,1,100,-0.509,-0.517
308186,48196,2,AY,1,100,0.103,0.083
308186,48197,2,AZ,1,100,0.832,0.854
308186,48198,2,GX,1,100,-7.629,-7.782
308186,48199,2,GY,1,100,-39.459,-32.471
308186,48200,2,GZ,1,100,-8.850,-5.371
308186,48201,2,MX,1,100,76,77
308186,48202,2,MY,1,100,-1,-1
308186,48203,2,MZ,1,100,-5,-5
308280,48204,2,PI,1,100,169018,169110
308280,48205,2,PR,1,100,157450,157703
308280,48206,2,PG,1,100,12298,12348
308279,48207,1,EA,1,100,0.030204
308279,48208,1,EL,1,100,26402.000000
308306,48209,3,AX,1,100,-0.496,-0.364,-0.428
308306,48210,3,AY,1,100,0.066,0.068,0.076
308306,48211,3,AZ,1,100,0.888,0.874,0.977
308306,48212,3,GX,1,100,-8.728,-4.974,-7.263
308306,48213,3,GY,1,100,-31.677,-35.431,-34.790
308306,48214,3,GZ,1,100,-6.470,-2.045,-3.784
308306,48215,3,MX,1,100,78,77,77
308306,48216,3,MY,1,100, 0,-2,-3
308306,48217,3,MZ,1,100,-5,-5,-6
308407,48218,4,EM,1,100,RS,RB,2024-12-04_16-17-23-034388.csv,PS,MN
308400,48219,3,PI,1,100,169191,169326,169359
308400,48220,3,PR,1,100,157889,158251,158420
308400,48221,3,PG,1,100,12397,12480,12534
308412,48222,2,EA,1,100,0.030204,0.030204
308412,48223,2,EL,1,100,26402.000000,26402.199219
308339,48224,1,T1,1,100,32.451
308354,48225,1,TH,1,100,30.083
308386,48226,2,AX,1,100,-0.419,-0.439
308386,48227,2,AY,1,100,0.125,0.105
308386,48228,2,AZ,1,100,0.872,0.864
308386,48229,2,GX,1,100,0.946,14.893
308386,48230,2,GY,1,100,-21.179,-9.705
308386,48231,2,GZ,1,100,-5.646,-0.519
308386,48232,2,MX,1,100,78,78
308386,48233,2,MY,1,100,-2,-4
308386,48234,2,MZ,1,100,-7,-8
308479,48235,1,SF,1,100,14.6404
308480,48236,2,PI,1,100,169419,169446
308480,48237,2,PR,1,100,158571,158608
308480,48238,2,PG,1,100,12567,12569
308479,48239,1,EA,1,100,0.030204
308479,48240,1,EL,1,100,26402.199219
308472,48241,1,T1,1,100,32.408
308487,48242,1,TH,1,100,30.083
308506,48243,3,AX,1,100,-0.410,-0.433,-0.410
308506,48244,3,AY,1,100,0.082,0.085,0.109
308506,48245,3,AZ,1,100,0.878,0.914,0.843
308506,48246,3,GX,1,100,6.592,0.305,2.716
308506,48247,3,GY,1,100,-5.310,-2.411,0.061
308506,48248,3,GZ,1,100,0.275,-0.031,-1.129
308506,48249,3,MX,1,100,78,77,79
308506,48250,3,MY,1,100,-3,-3,-2
308506,48251,3,MZ,1,100,-6,-7,-7
308608,48252,4,EM,1,100,RS,RB,2024-12-04_16-17-23-034388.csv,PS,MN
308600,48253,3,PI,1,100,169418,169412,169390
308600,48254,3,PR,1,100,158613,158562,158523
308600,48255,3,PG,1,100,12580,12577,12571
308612,48256,2,EA,1,100,0.030204,0.030204
308612,48257,2,EL,1,100,26402.199219,26402.199219
308605,48258,1,T1,1,100,32.496
308620,48259,1,TH,1,100,30.155
308586,48260,2,AX,1,100,-0.451,-0.438
308586,48261,2,AY,1,100,0.087,0.083
308586,48262,2,AZ,1,100,0.896,0.890
308586,48263,2,GX,1,100,-1.007,-6.226
308586,48264,2,GY,1,100,3.021,7.965
308586,48265,2,GZ,1,100,-1.038,-2.258
308586,48266,2,MX,1,100,78,78
308586,48267,2,MY,1,100,-4,-4
308586,48268,2,MZ,1,100,-6,-7
308720,48269,3,PI,1,100,169357,169279,169230
308720,48270,3,PR,1,100,158398,158297,158216
308720,48271,3,PG,1,100,12563,12547,12545
308679,48272,1,EA,1,100,0.030204
308679,48273,1,EL,1,100,26402.000000
308706,48274,3,AX,1,100,-0.430,-0.423,-0.450
308706,48275,3,AY,1,100,0.083,0.083,0.073
308706,48276,3,AZ,1,100,0.885,0.885,0.907
308706,48277,3,GX,1,100,-3.693,-4.486,-5.280
308706,48278,3,GY,1,100,6.622,6.409,7.874
308706,48279,3,GZ,1,100,-0.519,-0.427,-1.221
308706,48280,3,MX,1,100,78,78,76
308706,48281,3,MY,1,100,-4,-4,-4
308706,48282,3,MZ,1,100,-6,-7,-6
308809,48283,4,EM,1,100,RS,RB,2024-12-04_16-17-23-034388.csv,PS,MN
308812,48284,1,SF,1,100,14.4710
308800,48285,2,PI,1,100,169207,169170
308800,48286,2,PR,1,100,158132,158094
308800,48287,2,PG,1,100,12561,12541
308812,48288,2,EA,1,100,0.030204,0.030204
308812,48289,2,EL,1,100,26402.000000,26402.199219
308739,48290,1,T1,1,100,32.498
308754,48291,1,TH,1,100,30.155
308826,48292,3,AX,1,100,-0.445,-0.439,-0.456
308826,48293,3,AY,1,100,0.071,0.071,0.082
308826,48294,3,AZ,1,100,0.904,0.874,0.874
308826,48295,3,GX,1,100,-2.930,2.045,1.709
308826,48296,3,GY,1,100,4.852,1.831,3.632
308826,48297,3,GZ,1,100,-0.549,1.068,0.549
308826,48298,3,MX,1,100,78,78,78
308826,48299,3,MY,1,100,-3,-3,-2
308826,48300,3,MZ,1,100,-7,-6,-6
308873,48301,1,TL,1,100,2024-12-04_16-17-19-207202
308875,48302,2,AK,1,100,47471,RD
308876,48303,2,RD,1,100,TL,TU
308897,48304,1,TL,1,100,2024-12-04_16-17-24-186332
308898,48305,2,AK,1,100,48303,RD
308960,48306,4,PI,1,100,169151,169171,169149,169077
308960,48307,4,PR,1,100,158090,158042,158013,157938
308960,48308,4,PG,1,100,12542,12559,12551,12536
308945,48309,2,EA,1,100,0.030204,0.030204
308945,48310,2,EL,1,100,26402.199219,26402.000000
308872,48311,1,T1,1,100,32.393
308887,48312,1,TH,1,100,30.075
308946,48313,3,AX,1,100,-0.462,-0.453,-0.454
308946,48314,3,AY,1,100,0.074,0.067,0.080
308946,48315,3,AZ,1,100,0.906,0.873,0.884
308946,48316,3,GX,1,100,-1.862,0.702,3.204
308946,48317,3,GY,1,100,5.524,4.700,1.526
308946,48318,3,GZ,1,100,-1.007,0.397,1.801
308946,48319,3,MX,1,100,78,79,78
308946,48320,3,MY,1,100,-3,-3,-4
308946,48321,3,MZ,1,100,-7,-5,-6
309035,48322,4,EM,1,100,RS,RB,2024-12-04_16-17-23-034388.csv,PS,MN
309080,48323,3,PI,1,100,168985,168926,168895
309080,48324,3,PR,1,100,157899,157871,157841
309080,48325,3,PG,1,100,12506,12482,12452
309079,48326,2,EA,1,100,0.030204,0.030204
309079,48327,2,EL,1,100,26402.000000,26402.000000
309005,48328,1,T1,1,100,32.312
309020,48329,1,TH,1,100,30.082
309066,48330,3,AX,1,100,-0.449,-0.465,-0.454
309066,48331,3,AY,1,100,0.079,0.080,0.083
309066,48332,3,AZ,1,100,0.887,0.881,0.882
309066,48333,3,GX,1,100,-0.458,0.549,0.885
309066,48334,3,GY,1,100,1.129,2.655,0.854
309066,48335,3,GZ,1,100,-0.793,-0.305,0.000
309066,48336,3,MX,1,100,79,79,79
309066,48337,3,MY,1,100,-2,-2,-3
309066,48338,3,MZ,1,100,-5,-6,-6
309146,48339,1,SF,1,100,14.3036
309160,48340,2,PI,1,100,168880,168845
309160,48341,2,PR,1,100,157835,157863
309160,48342,2,PG,1,100,12453,12461
309146,48343,1,EA,1,100,0.030204
309146,48344,1,EL,1,100,26402.000000
309139,48345,1,T1,1,100,32.383
309154,48346,1,TH,1,100,30.137
309146,48347,2,AX,1,100,-0.463,-0.448
309146,48348,2,AY,1,100,0.071,0.084
309146,48349,2,AZ,1,100,0.886,0.875
309146,48350,2,GX,1,100,-0.824,1.862
309146,48351,2,GY,1,100,0.519,0.092
309146,48352,2,GZ,1,100,-0.488,0.916
309146,48353,2,MX,1,100,78,79
309146,48354,2,MY,1,100,-3,-2
309146,48355,2,MZ,1,100,-7,-7
309235,48356,4,EM,1,100,RS,RB,2024-12-04_16-17-23-034388.csv,PS,MN
309280,48357,3,PI,1,100,168874,168840,168780
309280,48358,3,PR,1,100,157859,157814,157783
309280,48359,3,PG,1,100,12457,12465,12439
309279,48360,2,EA,1,100,0.030204,0.030204
309279,48361,2,EL,1,100,26402.000000,26402.000000
309272,48362,1,T1,1,100,32.379
309287,48363,1,TH,1,100,30.137
309266,48364,3,AX,1,100,-0.468,-0.461,-0.471
309266,48365,3,AY,1,100,0.069,0.073,0.070
309266,48366,3,AZ,1,100,0.873,0.877,0.899
309266,48367,3,GX,1,100,1.129,-0.336,-1.801
309266,48368,3,GY,1,100,1.038,1.526,1.770
309266,48369,3,GZ,1,100,0.031,0.092,-0.580
309266,48370,3,MX,1,100,78,77,78
309266,48371,3,MY,1,100,-4,-2,-4
309266,48372,3,MZ,1,100,-5,-5,-6
309360,48373,2,PI,1,100,168754,168764
309360,48374,2,PR,1,100,157774,157762
309360,48375,2,PG,1,100,12435,12433
309345,48376,1,EA,1,100,0.030204
309345,48377,1,EL,1,100,26402.000000
309386,48378,3,AX,1,100,-0.441,-0.448,-0.462
309386,48379,3,AY,1,100,0.082,0.073,0.067
309386,48380,3,AZ,1,100,0.867,0.887,0.897
309386,48381,3,GX,1,100,0.702,0.488,-1.495
309386,48382,3,GY,1,100,-0.458,-1.709,1.160
309386,48383,3,GZ,1,100,0.000,0.885,-0.488
309386,48384,3,MX,1,100,78,79,78
309386,48385,3,MY,1,100,-2,-4,-4
309386,48386,3,MZ,1,100,-5,-5,-6
309436,48387,4,EM,1,100,RS,RB,2024-12-04_16-17-23-034388.csv,PS,MN
309479,48388,1,SF,1,100,14.1381
309480,48389,3,PI,1,100,168779,168790,168794
309480,48390,3,PR,1,100,157783,157792,157795
309480,48391,3,PG,1,100,12429,12458,12462
309479,48392,2,EA,1,100,0.030204,0.030204
