LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1733303849.013213,313706.000,49097,3,AZ,1,100,0.866
1733303849.053213,313746.000,49097,3,AZ,1,100,0.883
1733303849.093213,313786.000,49114,2,AZ,1,100,0.839
1733303849.133214,313826.000,49114,2,AZ,1,100,0.899
1733303849.173213,313866.000,49131,3,AZ,1,100,0.864
1733303849.213214,313906.000,49131,3,AZ,1,100,0.869
1733303849.253214,313946.000,49131,3,AZ,1,100,0.881
1733303849.289964,313982.750,49153,4,AZ,1,100,0.881
1733303849.326714,314019.500,49153,4,AZ,1,100,0.855
1733303849.363464,314056.250,49153,4,AZ,1,100,0.870
1733303849.400214,314093.000,49153,4,AZ,1,100,0.887
1733303849.439881,314132.667,49170,3,AZ,1,100,0.865
1733303849.479548,314172.333,49170,3,AZ,1,100,0.873
1733303849.519215,314212.000,49170,3,AZ,1,100,0.877
1733303849.559215,314252.000,49185,2,AZ,1,100,0.860
1733303849.599215,314292.000,49185,2,AZ,1,100,0.878
1733303849.639215,314332.000,49201,3,AZ,1,100,0.882
1733303849.679215,314372.000,49201,3,AZ,1,100,0.861
1733303849.719215,314412.000,49201,3,AZ,1,100,0.882
1733303849.759215,314452.000,49221,2,AZ,1,100,0.878
1733303849.799215,314492.000,49221,2,AZ,1,100,0.870
1733303849.839216,314532.000,49237,3,AZ,1,100,0.859
1733303849.879216,314572.000,49237,3,AZ,1,100,0.882
1733303849.919216,314612.000,49237,3,AZ,1,100,0.865
1733303849.959216,314652.000,49252,2,AZ,1,100,0.885
1733303849.999216,314692.000,49252,2,AZ,1,100,0.861
1733303850.039216,314732.000,49269,3,AZ,1,100,0.874
1733303850.079216,314772.000,49269,3,AZ,1,100,0.864
1733303850.119216,314812.000,49269,3,AZ,1,100,0.860
1733303850.159216,314852.000,49286,2,AZ,1,100,0.880
1733303850.199217,314892.000,49286,2,AZ,1,100,0.859
1733303850.239217,314932.000,49302,3,AZ,1,100,0.867
1733303850.279217,314972.000,49302,3,AZ,1,100,0.866
1733303850.319217,315012.000,49302,3,AZ,1,100,0.873
1733303850.359217,315052.000,49317,2,AZ,1,100,0.876
1733303850.399217,315092.000,49317,2,AZ,1,100,0.874
1733303850.439217,315132.000,49334,3,AZ,1,100,0.863
1733303850.479217,315172.000,49334,3,AZ,1,100,0.861
1733303850.519217,315212.000,49334,3,AZ,1,100,0.867
1733303850.559218,315252.000,49351,2,AZ,1,100,0.874
1733303850.599218,315292.000,49351,2,AZ,1,100,0.860
1733303850.639218,315332.000,49369,3,AZ,1,100,0.878
1733303850.679218,315372.000,49369,3,AZ,1,100,0.862
1733303850.719218,315412.000,49369,3,AZ,1,100,0.870
1733303850.759218,315452.000,49385,2,AZ,1,100,0.865
1733303850.799218,315492.000,49385,2,AZ,1,100,0.857
1733303850.839218,315532.000,49401,3,AZ,1,100,0.877
1733303850.879219,315572.000,49401,3,AZ,1,100,0.873
1733303850.919219,315612.000,49401,3,AZ,1,100,0.866
1733303850.954885,315647.667,49418,3,AZ,1,100,0.872
1733303850.990552,315683.333,49418,3,AZ,1,100,0.859
1733303851.026219,315719.000,49418,3,AZ,1,100,0.877
1733303851.066219,315759.000,49435,2,AZ,1,100,0.867
1733303851.106219,315799.000,49435,2,AZ,1,100,0.868
1733303851.146219,315839.000,49450,3,AZ,1,100,0.877
1733303851.186219,315879.000,49450,3,AZ,1,100,0.869
1733303851.226220,315919.000,49450,3,AZ,1,100,0.869
1733303851.266220,315959.000,49466,2,AZ,1,100,0.868
1733303851.306220,315999.000,49466,2,AZ,1,100,0.861
1733303851.346220,316039.000,49483,3,AZ,1,100,0.876
1733303851.386220,316079.000,49483,3,AZ,1,100,0.870
1733303851.426220,316119.000,49483,3,AZ,1,100,0.866
1733303851.466220,316159.000,49504,3,AZ,1,100,0.874
1733303851.506220,316199.000,49504,3,AZ,1,100,0.867
1733303851.546221,316239.000,49504,3,AZ,1,100,0.854
1733303851.586221,316279.000,49520,2,AZ,1,100,0.866
1733303851.626221,316319.000,49520,2,AZ,1,100,0.876
1733303851.666221,316359.000,49535,3,AZ,1,100,0.879
1733303851.706221,316399.000,49535,3,AZ,1,100,0.866
1733303851.746221,316439.000,49535,3,AZ,1,100,0.853
1733303851.786221,316479.000,49553,2,AZ,1,100,0.875
1733303851.826221,316519.000,49553,2,AZ,1,100,0.870
1733303851.866221,316559.000,49569,3,AZ,1,100,0.867
1733303851.906222,316599.000,49569,3,AZ,1,100,0.861
1733303851.946222,316639.000,49569,3,AZ,1,100,0.869
1733303851.986222,316679.000,49586,2,AZ,1,100,0.874
1733303852.026222,316719.000,49586,2,AZ,1,100,0.870
1733303852.066222,316759.000,49601,3,AZ,1,100,0.854
1733303852.106222,316799.000,49601,3,AZ,1,100,0.883
1733303852.146222,316839.000,49601,3,AZ,1,100,0.869
1733303852.186222,316879.000,49618,2,AZ,1,100,0.847
1733303852.226223,316919.000,49618,2,AZ,1,100,0.860
1733303852.266223,316959.000,49634,3,AZ,1,100,0.881
1733303852.306223,316999.000,49634,3,AZ,1,100,0.867
1733303852.346223,317039.000,49634,3,AZ,1,100,0.868
1733303852.381890,317074.667,49654,3,AZ,1,100,0.872
1733303852.417556,317110.333,49654,3,AZ,1,100,0.868
1733303852.453223,317146.000,49654,3,AZ,1,100,0.874
1733303852.493223,317186.000,49668,2,AZ,1,100,0.863
1733303852.533223,317226.000,49668,2,AZ,1,100,0.877
1733303852.573224,317266.000,49685,3,AZ,1,100,0.868
1733303852.613224,317306.000,49685,3,AZ,1,100,0.885
1733303852.653224,317346.000,49685,3,AZ,1,100,0.863
1733303852.693224,317386.000,49701,2,AZ,1,100,0.862
1733303852.733224,317426.000,49701,2,AZ,1,100,0.859
1733303852.773224,317466.000,49719,3,AZ,1,100,0.870
1733303852.813224,317506.000,49719,3,AZ,1,100,0.860
1733303852.853224,317546.000,49719,3,AZ,1,100,0.870
1733303852.893224,317586.000,49733,2,AZ,1,100,0.859
1733303852.933225,317626.000,49733,2,AZ,1,100,0.863
1733303852.973225,317666.000,49750,3,AZ,1,100,0.871
1733303853.013225,317706.000,49750,3,AZ,1,100,0.855
1733303853.053225,317746.000,49750,3,AZ,1,100,0.883
1733303853.093225,317786.000,49767,2,AZ,1,100,0.867
1733303853.133225,317826.000,49767,2,AZ,1,100,0.865
1733303853.173225,317866.000,49784,3,AZ,1,100,0.877
1733303853.213225,317906.000,49784,3,AZ,1,100,0.857
1733303853.253226,317946.000,49784,3,AZ,1,100,0.861
1733303853.292726,317985.500,49800,2,AZ,1,100,0.882
1733303853.332226,318025.000,49800,2,AZ,1,100,0.871
1733303853.372559,318065.333,49818,3,AZ,1,100,0.861
1733303853.412893,318105.667,49818,3,AZ,1,100,0.867
1733303853.453226,318146.000,49818,3,AZ,1,100,0.867
1733303853.492893,318185.667,49834,3,AZ,1,100,0.871
1733303853.532560,318225.333,49834,3,AZ,1,100,0.873
1733303853.572227,318265.000,49834,3,AZ,1,100,0.857
1733303853.612226,318305.000,49851,2,AZ,1,100,0.886
1733303853.652227,318345.000,49851,2,AZ,1,100,0.859
1733303853.692227,318385.000,49865,3,AZ,1,100,0.859
1733303853.732227,318425.000,49865,3,AZ,1,100,0.867
1733303853.772227,318465.000,49865,3,AZ,1,100,0.871
1733303853.812227,318505.000,49883,2,AZ,1,100,0.869
1733303853.852227,318545.000,49883,2,AZ,1,100,0.871
1733303853.892227,318585.000,49899,3,AZ,1,100,0.842
1733303853.932228,318625.000,49899,3,AZ,1,100,0.872
1733303853.972228,318665.000,49899,3,AZ,1,100,0.873
1733303854.007895,318700.667,49916,3,AZ,1,100,0.872
1733303854.043561,318736.333,49916,3,AZ,1,100,0.850
1733303854.079228,318772.000,49916,3,AZ,1,100,0.866
1733303854.119228,318812.000,49934,2,AZ,1,100,0.872
1733303854.159228,318852.000,49934,2,AZ,1,100,0.871
1733303854.199228,318892.000,49950,3,AZ,1,100,0.863
1733303854.239228,318932.000,49950,3,AZ,1,100,0.873
1733303854.279228,318972.000,49950,3,AZ,1,100,0.865
1733303854.319229,319012.000,49966,2,AZ,1,100,0.862
1733303854.359229,319052.000,49966,2,AZ,1,100,0.861
1733303854.399229,319092.000,49989,4,AZ,1,100,0.865
1733303854.439229,319132.000,49989,4,AZ,1,100,0.874
1733303854.479229,319172.000,49989,4,AZ,1,100,0.868
1733303854.519229,319212.000,49989,4,AZ,1,100,0.875
1733303854.559229,319252.000,50005,3,AZ,1,100,0.867
1733303854.599230,319292.000,50005,3,AZ,1,100,0.867
1733303854.639230,319332.000,50005,3,AZ,1,100,0.877
1733303854.679230,319372.000,50022,2,AZ,1,100,0.852
1733303854.719230,319412.000,50022,2,AZ,1,100,0.871
1733303854.759230,319452.000,50037,3,AZ,1,100,0.857
1733303854.799230,319492.000,50037,3,AZ,1,100,0.867
1733303854.839230,319532.000,50037,3,AZ,1,100,0.865
1733303854.879230,319572.000,50054,2,AZ,1,100,0.866
1733303854.919230,319612.000,50054,2,AZ,1,100,0.867
1733303854.959230,319652.000,50070,3,AZ,1,100,0.864
1733303854.999231,319692.000,50070,3,AZ,1,100,0.863
1733303855.039231,319732.000,50070,3,AZ,1,100,0.878
1733303855.079231,319772.000,50090,2,AZ,1,100,0.856
1733303855.119231,319812.000,50090,2,AZ,1,100,0.864
1733303855.159231,319852.000,50105,3,AZ,1,100,0.872
1733303855.199231,319892.000,50105,3,AZ,1,100,0.864
1733303855.239231,319932.000,50105,3,AZ,1,100,0.867
1733303855.279232,319972.000,50121,2,AZ,1,100,0.867
1733303855.319232,320012.000,50121,2,AZ,1,100,0.864
1733303855.359232,320052.000,50137,3,AZ,1,100,0.858
1733303855.399232,320092.000,50137,3,AZ,1,100,0.882
1733303855.439232,320132.000,50137,3,AZ,1,100,0.859
1733303855.474899,320167.667,50155,3,AZ,1,100,0.861
1733303855.510566,320203.333,50155,3,AZ,1,100,0.875
1733303855.546232,320239.000,50155,3,AZ,1,100,0.869
1733303855.586232,320279.000,50171,2,AZ,1,100,0.857
1733303855.626232,320319.000,50171,2,AZ,1,100,0.872
1733303855.666233,320359.000,50186,3,AZ,1,100,0.858
1733303855.706233,320399.000,50186,3,AZ,1,100,0.868
1733303855.746233,320439.000,50186,3,AZ,1,100,0.865
1733303855.786233,320479.000,50203,2,AZ,1,100,0.869
1733303855.826233,320519.000,50203,2,AZ,1,100,0.862
1733303855.866233,320559.000,50220,3,AZ,1,100,0.865
1733303855.906233,320599.000,50220,3,AZ,1,100,0.860
1733303855.946234,320639.000,50220,3,AZ,1,100,0.864
1733303855.986233,320679.000,50238,2,AZ,1,100,0.883
1733303856.026234,320719.000,50238,2,AZ,1,100,0.858
1733303856.066234,320759.000,50254,3,AZ,1,100,0.834
1733303856.106234,320799.000,50254,3,AZ,1,100,0.903
1733303856.146234,320839.000,50254,3,AZ,1,100,0.877
1733303856.186234,320879.000,50270,3,AZ,1,100,0.850
1733303856.226234,320919.000,50270,3,AZ,1,100,0.873
1733303856.266234,320959.000,50270,3,AZ,1,100,0.881
1733303856.306235,320999.000,50287,2,AZ,1,100,0.855
1733303856.346235,321039.000,50287,2,AZ,1,100,0.867
1733303856.386235,321079.000,50304,3,AZ,1,100,0.876
1733303856.426235,321119.000,50304,3,AZ,1,100,0.864
1733303856.466235,321159.000,50304,3,AZ,1,100,0.868
1733303856.506235,321199.000,50321,2,AZ,1,100,0.877
1733303856.546235,321239.000,50321,2,AZ,1,100,0.870
1733303856.586235,321279.000,50337,3,AZ,1,100,0.865
1733303856.626235,321319.000,50337,3,AZ,1,100,0.880
1733303856.666235,321359.000,50337,3,AZ,1,100,0.877
1733303856.706236,321399.000,50356,2,AZ,1,100,0.869
1733303856.746236,321439.000,50356,2,AZ,1,100,0.872
1733303856.786236,321479.000,50373,3,AZ,1,100,0.865
1733303856.826236,321519.000,50373,3,AZ,1,100,0.868
1733303856.866236,321559.000,50373,3,AZ,1,100,0.864
1733303856.906236,321599.000,50388,2,AZ,1,100,0.870
1733303856.946236,321639.000,50388,2,AZ,1,100,0.849
1733303856.985903,321678.667,50404,3,AZ,1,100,0.863
1733303857.025570,321718.333,50404,3,AZ,1,100,0.864
1733303857.065237,321758.000,50404,3,AZ,1,100,0.864
1733303857.100904,321793.667,50422,3,AZ,1,100,0.869
1733303857.136570,321829.333,50422,3,AZ,1,100,0.858
1733303857.172237,321865.000,50422,3,AZ,1,100,0.875
1733303857.212237,321905.000,50438,2,AZ,1,100,0.863
1733303857.252237,321945.000,50438,2,AZ,1,100,0.863
1733303857.292237,321985.000,50454,3,AZ,1,100,0.864
1733303857.332237,322025.000,50454,3,AZ,1,100,0.870
1733303857.372238,322065.000,50454,3,AZ,1,100,0.854
1733303857.412238,322105.000,50470,2,AZ,1,100,0.867
1733303857.452238,322145.000,50470,2,AZ,1,100,0.861
1733303857.492238,322185.000,50487,3,AZ,1,100,0.867
1733303857.532238,322225.000,50487,3,AZ,1,100,0.861
1733303857.572238,322265.000,50487,3,AZ,1,100,0.873
1733303857.612238,322305.000,50505,2,AZ,1,100,0.865
1733303857.652238,322345.000,50505,2,AZ,1,100,0.868
1733303857.692239,322385.000,50523,3,AZ,1,100,0.880
1733303857.732239,322425.000,50523,3,AZ,1,100,0.858
1733303857.772239,322465.000,50523,3,AZ,1,100,0.870
1733303857.812239,322505.000,50537,2,AZ,1,100,0.869
1733303857.852239,322545.000,50537,2,AZ,1,100,0.855
1733303857.892239,322585.000,50554,3,AZ,1,100,0.876
1733303857.932239,322625.000,50554,3,AZ,1,100,0.855
1733303857.972239,322665.000,50554,3,AZ,1,100,0.863
1733303858.012239,322705.000,50570,2,AZ,1,100,0.880
1733303858.052240,322745.000,50570,2,AZ,1,100,0.854
1733303858.092240,322785.000,50588,3,AZ,1,100,0.864
1733303858.132240,322825.000,50588,3,AZ,1,100,0.871
1733303858.172240,322865.000,50588,3,AZ,1,100,0.854
1733303858.212240,322905.000,50602,3,AZ,1,100,0.865
1733303858.252240,322945.000,50602,3,AZ,1,100,0.881
1733303858.292240,322985.000,50602,3,AZ,1,100,0.832
1733303858.332240,323025.000,50619,2,AZ,1,100,0.857
1733303858.372241,323065.000,50619,2,AZ,1,100,0.869
1733303858.412241,323105.000,50638,3,AZ,1,100,0.872
1733303858.452241,323145.000,50638,3,AZ,1,100,0.805
1733303858.492241,323185.000,50638,3,AZ,1,100,0.853
1733303858.527908,323220.667,50655,3,AZ,1,100,0.980
1733303858.563575,323256.333,50655,3,AZ,1,100,0.871
1733303858.599241,323292.000,50655,3,AZ,1,100,0.891
1733303858.639241,323332.000,50669,2,AZ,1,100,0.898
1733303858.679241,323372.000,50669,2,AZ,1,100,0.857
1733303858.719242,323412.000,50687,3,AZ,1,100,0.898
1733303858.759242,323452.000,50687,3,AZ,1,100,0.884
1733303858.799242,323492.000,50687,3,AZ,1,100,0.876
1733303858.839242,323532.000,50703,2,AZ,1,100,0.891
1733303858.879242,323572.000,50703,2,AZ,1,100,0.893
1733303858.919242,323612.000,50720,3,AZ,1,100,0.872
1733303858.959242,323652.000,50720,3,AZ,1,100,0.879
1733303858.999242,323692.000,50720,3,AZ,1,100,0.883
1733303859.039243,323732.000,50734,2,AZ,1,100,0.882
1733303859.079243,323772.000,50734,2,AZ,1,100,0.877
1733303859.119243,323812.000,50752,3,AZ,1,100,0.882
1733303859.159243,323852.000,50752,3,AZ,1,100,0.878
1733303859.199243,323892.000,50752,3,AZ,1,100,0.874
1733303859.239243,323932.000,50770,2,AZ,1,100,0.891
1733303859.279243,323972.000,50770,2,AZ,1,100,0.876
1733303859.319243,324012.000,50787,3,AZ,1,100,0.886
1733303859.359243,324052.000,50787,3,AZ,1,100,0.873
1733303859.399244,324092.000,50787,3,AZ,1,100,0.883
1733303859.439244,324132.000,50803,2,AZ,1,100,0.881
1733303859.479244,324172.000,50803,2,AZ,1,100,0.868
1733303859.519244,324212.000,50825,4,AZ,1,100,0.889
1733303859.559244,324252.000,50825,4,AZ,1,100,0.873
1733303859.599244,324292.000,50825,4,AZ,1,100,0.879
1733303859.639244,324332.000,50825,4,AZ,1,100,0.876
1733303859.679244,324372.000,50839,2,AZ,1,100,0.873
1733303859.719244,324412.000,50839,2,AZ,1,100,0.872
1733303859.759245,324452.000,50857,3,AZ,1,100,0.887
1733303859.799245,324492.000,50857,3,AZ,1,100,0.868
1733303859.839245,324532.000,50857,3,AZ,1,100,0.865
1733303859.879245,324572.000,50873,3,AZ,1,100,0.889
1733303859.919245,324612.000,50873,3,AZ,1,100,0.850
1733303859.959245,324652.000,50873,3,AZ,1,100,0.875
1733303859.999245,324692.000,50892,2,AZ,1,100,0.884
1733303860.039245,324732.000,50892,2,AZ,1,100,0.865
1733303860.079246,324772.000,50907,3,AZ,1,100,0.882
1733303860.119246,324812.000,50907,3,AZ,1,100,0.870
1733303860.159246,324852.000,50907,3,AZ,1,100,0.868
1733303860.194579,324887.333,50924,3,AZ,1,100,0.878
1733303860.229913,324922.667,50924,3,AZ,1,100,0.861
1733303860.265246,324958.000,50924,3,AZ,1,100,0.884
1733303860.305246,324998.000,50940,2,AZ,1,100,0.867
1733303860.345246,325038.000,50940,2,AZ,1,100,0.870
1733303860.385247,325078.000,50958,3,AZ,1,100,0.880
1733303860.425246,325118.000,50958,3,AZ,1,100,0.871
1733303860.465247,325158.000,50958,3,AZ,1,100,0.871
1733303860.505247,325198.000,50972,2,AZ,1,100,0.864
1733303860.545247,325238.000,50972,2,AZ,1,100,0.868
1733303860.585247,325278.000,50989,3,AZ,1,100,0.879
1733303860.625247,325318.000,50989,3,AZ,1,100,0.852
1733303860.665247,325358.000,50989,3,AZ,1,100,0.870
1733303860.705247,325398.000,51005,2,AZ,1,100,0.872
1733303860.745248,325438.000,51005,2,AZ,1,100,0.860
1733303860.785248,325478.000,51023,3,AZ,1,100,0.869
1733303860.825248,325518.000,51023,3,AZ,1,100,0.866
1733303860.865248,325558.000,51023,3,AZ,1,100,0.876
1733303860.905248,325598.000,51039,2,AZ,1,100,0.869
1733303860.945248,325638.000,51039,2,AZ,1,100,0.873
1733303860.985248,325678.000,51056,3,AZ,1,100,0.869
1733303861.025248,325718.000,51056,3,AZ,1,100,0.875
1733303861.065248,325758.000,51056,3,AZ,1,100,0.869
1733303861.105249,325798.000,51073,2,AZ,1,100,0.874
1733303861.145249,325838.000,51073,2,AZ,1,100,0.874
1733303861.185249,325878.000,51090,3,AZ,1,100,0.859
1733303861.225249,325918.000,51090,3,AZ,1,100,0.877
1733303861.265249,325958.000,51090,3,AZ,1,100,0.875
1733303861.305249,325998.000,51106,3,AZ,1,100,0.867
1733303861.345249,326038.000,51106,3,AZ,1,100,0.873
1733303861.385249,326078.000,51106,3,AZ,1,100,0.873
1733303861.425250,326118.000,51122,2,AZ,1,100,0.873
1733303861.465250,326158.000,51122,2,AZ,1,100,0.872
1733303861.505250,326198.000,51140,3,AZ,1,100,0.871
