LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1733303849.639215,314332.000,49204,3,GZ,1,100,0.549
1733303849.679215,314372.000,49204,3,GZ,1,100,0.092
1733303849.719215,314412.000,49204,3,GZ,1,100,0.824
1733303849.759215,314452.000,49224,2,GZ,1,100,-0.610
1733303849.799215,314492.000,49224,2,GZ,1,100,-0.549
1733303849.839216,314532.000,49240,3,GZ,1,100,-0.397
1733303849.879216,314572.000,49240,3,GZ,1,100,0.519
1733303849.919216,314612.000,49240,3,GZ,1,100,0.275
1733303849.959216,314652.000,49255,2,GZ,1,100,0.458
1733303849.999216,314692.000,49255,2,GZ,1,100,-0.305
1733303850.039216,314732.000,49272,3,GZ,1,100,0.153
1733303850.079216,314772.000,49272,3,GZ,1,100,-0.244
1733303850.119216,314812.000,49272,3,GZ,1,100,-0.366
1733303850.159216,314852.000,49289,2,GZ,1,100,-0.275
1733303850.199217,314892.000,49289,2,GZ,1,100,-0.214
1733303850.239217,314932.000,49305,3,GZ,1,100,-0.488
1733303850.279217,314972.000,49305,3,GZ,1,100,0.183
1733303850.319217,315012.000,49305,3,GZ,1,100,0.183
1733303850.359217,315052.000,49320,2,GZ,1,100,0.061
1733303850.399217,315092.000,49320,2,GZ,1,100,-0.793
1733303850.439217,315132.000,49337,3,GZ,1,100,0.336
1733303850.479217,315172.000,49337,3,GZ,1,100,0.916
1733303850.519217,315212.000,49337,3,GZ,1,100,0.061
1733303850.559218,315252.000,49354,2,GZ,1,100,0.000
1733303850.599218,315292.000,49354,2,GZ,1,100,-0.275
1733303850.639218,315332.000,49372,3,GZ,1,100,0.244
1733303850.679218,315372.000,49372,3,GZ,1,100,-0.031
1733303850.719218,315412.000,49372,3,GZ,1,100,0.610
1733303850.759218,315452.000,49388,2,GZ,1,100,-1.038
1733303850.799218,315492.000,49388,2,GZ,1,100,-0.031
1733303850.839218,315532.000,49404,3,GZ,1,100,0.702
1733303850.879219,315572.000,49404,3,GZ,1,100,0.519
1733303850.919219,315612.000,49404,3,GZ,1,100,-0.397
1733303850.954885,315647.667,49421,3,GZ,1,100,-0.763
1733303850.990552,315683.333,49421,3,GZ,1,100,-0.366
1733303851.026219,315719.000,49421,3,GZ,1,100,-0.549
1733303851.066219,315759.000,49438,2,GZ,1,100,-0.397
1733303851.106219,315799.000,49438,2,GZ,1,100,0.488
1733303851.146219,315839.000,49453,3,GZ,1,100,-0.214
1733303851.186219,315879.000,49453,3,GZ,1,100,-0.092
1733303851.226220,315919.000,49453,3,GZ,1,100,-0.244
1733303851.266220,315959.000,49469,2,GZ,1,100,-0.244
1733303851.306220,315999.000,49469,2,GZ,1,100,-0.183
1733303851.346220,316039.000,49486,3,GZ,1,100,0.031
1733303851.386220,316079.000,49486,3,GZ,1,100,0.488
1733303851.426220,316119.000,49486,3,GZ,1,100,-0.275
1733303851.466220,316159.000,49507,3,GZ,1,100,0.153
1733303851.506220,316199.000,49507,3,GZ,1,100,0.336
1733303851.546221,316239.000,49507,3,GZ,1,100,-0.336
1733303851.586221,316279.000,49523,2,GZ,1,100,-0.122
1733303851.626221,316319.000,49523,2,GZ,1,100,0.488
1733303851.666221,316359.000,49538,3,GZ,1,100,0.244
1733303851.706221,316399.000,49538,3,GZ,1,100,-0.305
1733303851.746221,316439.000,49538,3,GZ,1,100,0.000
1733303851.786221,316479.000,49556,2,GZ,1,100,-0.610
1733303851.826221,316519.000,49556,2,GZ,1,100,0.336
1733303851.866221,316559.000,49572,3,GZ,1,100,0.122
1733303851.906222,316599.000,49572,3,GZ,1,100,-0.031
1733303851.946222,316639.000,49572,3,GZ,1,100,0.061
1733303851.986222,316679.000,49589,2,GZ,1,100,-0.183
1733303852.026222,316719.000,49589,2,GZ,1,100,-0.122
1733303852.066222,316759.000,49604,3,GZ,1,100,-0.549
1733303852.106222,316799.000,49604,3,GZ,1,100,-0.153
1733303852.146222,316839.000,49604,3,GZ,1,100,0.031
1733303852.186222,316879.000,49621,2,GZ,1,100,0.305
1733303852.226223,316919.000,49621,2,GZ,1,100,-1.038
1733303852.266223,316959.000,49637,3,GZ,1,100,0.000
1733303852.306223,316999.000,49637,3,GZ,1,100,0.702
1733303852.346223,317039.000,49637,3,GZ,1,100,-0.610
1733303852.381890,317074.667,49657,3,GZ,1,100,-0.824
1733303852.417556,317110.333,49657,3,GZ,1,100,-0.092
1733303852.453223,317146.000,49657,3,GZ,1,100,0.214
1733303852.493223,317186.000,49671,2,GZ,1,100,-0.366
1733303852.533223,317226.000,49671,2,GZ,1,100,-0.458
1733303852.573224,317266.000,49688,3,GZ,1,100,-0.366
1733303852.613224,317306.000,49688,3,GZ,1,100,-0.336
1733303852.653224,317346.000,49688,3,GZ,1,100,-0.610
1733303852.693224,317386.000,49704,2,GZ,1,100,0.092
1733303852.733224,317426.000,49704,2,GZ,1,100,0.488
1733303852.773224,317466.000,49722,3,GZ,1,100,0.549
1733303852.813224,317506.000,49722,3,GZ,1,100,0.488
1733303852.853224,317546.000,49722,3,GZ,1,100,-0.610
1733303852.893224,317586.000,49736,2,GZ,1,100,-0.336
1733303852.933225,317626.000,49736,2,GZ,1,100,-0.397
1733303852.973225,317666.000,49753,3,GZ,1,100,-0.488
1733303853.013225,317706.000,49753,3,GZ,1,100,-0.061
1733303853.053225,317746.000,49753,3,GZ,1,100,-0.671
1733303853.093225,317786.000,49770,2,GZ,1,100,-0.763
1733303853.133225,317826.000,49770,2,GZ,1,100,1.190
1733303853.173225,317866.000,49787,3,GZ,1,100,0.641
1733303853.213225,317906.000,49787,3,GZ,1,100,-1.495
1733303853.253226,317946.000,49787,3,GZ,1,100,0.000
1733303853.292726,317985.500,49803,2,GZ,1,100,1.007
1733303853.332226,318025.000,49803,2,GZ,1,100,0.153
1733303853.372559,318065.333,49821,3,GZ,1,100,-0.153
1733303853.412893,318105.667,49821,3,GZ,1,100,-0.519
1733303853.453226,318146.000,49821,3,GZ,1,100,-0.458
1733303853.492893,318185.667,49837,3,GZ,1,100,-0.031
1733303853.532560,318225.333,49837,3,GZ,1,100,-0.793
1733303853.572227,318265.000,49837,3,GZ,1,100,-0.122
1733303853.612226,318305.000,49854,2,GZ,1,100,0.702
1733303853.652227,318345.000,49854,2,GZ,1,100,-0.732
1733303853.692227,318385.000,49868,3,GZ,1,100,0.153
1733303853.732227,318425.000,49868,3,GZ,1,100,-0.458
1733303853.772227,318465.000,49868,3,GZ,1,100,0.610
1733303853.812227,318505.000,49886,2,GZ,1,100,0.122
1733303853.852227,318545.000,49886,2,GZ,1,100,-0.366
1733303853.892227,318585.000,49902,3,GZ,1,100,-0.793
1733303853.932228,318625.000,49902,3,GZ,1,100,0.031
1733303853.972228,318665.000,49902,3,GZ,1,100,0.244
1733303854.007895,318700.667,49919,3,GZ,1,100,0.336
1733303854.043561,318736.333,49919,3,GZ,1,100,-0.427
1733303854.079228,318772.000,49919,3,GZ,1,100,-0.092
1733303854.119228,318812.000,49937,2,GZ,1,100,0.244
1733303854.159228,318852.000,49937,2,GZ,1,100,0.549
1733303854.199228,318892.000,49953,3,GZ,1,100,-0.031
1733303854.239228,318932.000,49953,3,GZ,1,100,-0.214
1733303854.279228,318972.000,49953,3,GZ,1,100,0.122
1733303854.319229,319012.000,49969,2,GZ,1,100,0.397
1733303854.359229,319052.000,49969,2,GZ,1,100,-0.580
1733303854.399229,319092.000,49992,4,GZ,1,100,0.000
1733303854.439229,319132.000,49992,4,GZ,1,100,0.671
1733303854.479229,319172.000,49992,4,GZ,1,100,-0.549
1733303854.519229,319212.000,49992,4,GZ,1,100,-0.305
1733303854.559229,319252.000,50008,3,GZ,1,100,0.244
1733303854.599230,319292.000,50008,3,GZ,1,100,-0.641
1733303854.639230,319332.000,50008,3,GZ,1,100,-0.092
1733303854.679230,319372.000,50025,2,GZ,1,100,0.031
1733303854.719230,319412.000,50025,2,GZ,1,100,-0.763
1733303854.759230,319452.000,50040,3,GZ,1,100,-0.519
1733303854.799230,319492.000,50040,3,GZ,1,100,0.427
1733303854.839230,319532.000,50040,3,GZ,1,100,-0.366
1733303854.879230,319572.000,50057,2,GZ,1,100,-0.061
1733303854.919230,319612.000,50057,2,GZ,1,100,-0.214
1733303854.959230,319652.000,50073,3,GZ,1,100,-0.641
1733303854.999231,319692.000,50073,3,GZ,1,100,-0.031
1733303855.039231,319732.000,50073,3,GZ,1,100,-0.183
1733303855.079231,319772.000,50093,2,GZ,1,100,-0.214
1733303855.119231,319812.000,50093,2,GZ,1,100,0.122
1733303855.159231,319852.000,50108,3,GZ,1,100,-0.610
1733303855.199231,319892.000,50108,3,GZ,1,100,-0.397
1733303855.239231,319932.000,50108,3,GZ,1,100,0.854
1733303855.279232,319972.000,50124,2,GZ,1,100,-0.458
1733303855.319232,320012.000,50124,2,GZ,1,100,-0.549
1733303855.359232,320052.000,50140,3,GZ,1,100,0.519
1733303855.399232,320092.000,50140,3,GZ,1,100,-0.153
1733303855.439232,320132.000,50140,3,GZ,1,100,-0.397
1733303855.474899,320167.667,50158,3,GZ,1,100,0.153
1733303855.510566,320203.333,50158,3,GZ,1,100,0.122
1733303855.546232,320239.000,50158,3,GZ,1,100,-0.549
1733303855.586232,320279.000,50174,2,GZ,1,100,0.641
1733303855.626232,320319.000,50174,2,GZ,1,100,-0.031
1733303855.666233,320359.000,50189,3,GZ,1,100,-0.214
1733303855.706233,320399.000,50189,3,GZ,1,100,0.305
1733303855.746233,320439.000,50189,3,GZ,1,100,0.061
1733303855.786233,320479.000,50206,2,GZ,1,100,-0.671
1733303855.826233,320519.000,50206,2,GZ,1,100,-0.092
1733303855.866233,320559.000,50223,3,GZ,1,100,0.122
1733303855.906233,320599.000,50223,3,GZ,1,100,-0.824
1733303855.946234,320639.000,50223,3,GZ,1,100,-0.183
1733303855.986233,320679.000,50241,2,GZ,1,100,-0.244
1733303856.026234,320719.000,50241,2,GZ,1,100,0.000
1733303856.066234,320759.000,50257,3,GZ,1,100,-1.160
1733303856.106234,320799.000,50257,3,GZ,1,100,-4.517
1733303856.146234,320839.000,50257,3,GZ,1,100,-1.862
1733303856.186234,320879.000,50273,3,GZ,1,100,2.228
1733303856.226234,320919.000,50273,3,GZ,1,100,-0.031
1733303856.266234,320959.000,50273,3,GZ,1,100,-1.465
1733303856.306235,320999.000,50290,2,GZ,1,100,1.038
1733303856.346235,321039.000,50290,2,GZ,1,100,1.129
1733303856.386235,321079.000,50307,3,GZ,1,100,-0.275
1733303856.426235,321119.000,50307,3,GZ,1,100,0.427
1733303856.466235,321159.000,50307,3,GZ,1,100,-0.031
1733303856.506235,321199.000,50324,2,GZ,1,100,-0.122
1733303856.546235,321239.000,50324,2,GZ,1,100,0.549
1733303856.586235,321279.000,50340,3,GZ,1,100,0.671
1733303856.626235,321319.000,50340,3,GZ,1,100,0.427
1733303856.666235,321359.000,50340,3,GZ,1,100,0.275
1733303856.706236,321399.000,50359,2,GZ,1,100,-0.092
1733303856.746236,321439.000,50359,2,GZ,1,100,0.092
1733303856.786236,321479.000,50376,3,GZ,1,100,-0.092
1733303856.826236,321519.000,50376,3,GZ,1,100,0.671
1733303856.866236,321559.000,50376,3,GZ,1,100,0.305
1733303856.906236,321599.000,50391,2,GZ,1,100,-0.061
1733303856.946236,321639.000,50391,2,GZ,1,100,-0.336
1733303856.985903,321678.667,50407,3,GZ,1,100,-0.092
1733303857.025570,321718.333,50407,3,GZ,1,100,-0.031
1733303857.065237,321758.000,50407,3,GZ,1,100,-0.641
1733303857.100904,321793.667,50425,3,GZ,1,100,-0.702
1733303857.136570,321829.333,50425,3,GZ,1,100,0.641
1733303857.172237,321865.000,50425,3,GZ,1,100,-0.305
1733303857.212237,321905.000,50441,2,GZ,1,100,-0.824
1733303857.252237,321945.000,50441,2,GZ,1,100,0.244
1733303857.292237,321985.000,50457,3,GZ,1,100,-0.122
1733303857.332237,322025.000,50457,3,GZ,1,100,0.122
1733303857.372238,322065.000,50457,3,GZ,1,100,-0.366
1733303857.412238,322105.000,50473,2,GZ,1,100,-0.122
1733303857.452238,322145.000,50473,2,GZ,1,100,-0.732
1733303857.492238,322185.000,50490,3,GZ,1,100,0.061
1733303857.532238,322225.000,50490,3,GZ,1,100,0.488
1733303857.572238,322265.000,50490,3,GZ,1,100,-0.916
1733303857.612238,322305.000,50508,2,GZ,1,100,0.153
1733303857.652238,322345.000,50508,2,GZ,1,100,-0.732
1733303857.692239,322385.000,50526,3,GZ,1,100,-0.122
1733303857.732239,322425.000,50526,3,GZ,1,100,-0.061
1733303857.772239,322465.000,50526,3,GZ,1,100,-0.946
1733303857.812239,322505.000,50540,2,GZ,1,100,-0.183
1733303857.852239,322545.000,50540,2,GZ,1,100,0.854
1733303857.892239,322585.000,50557,3,GZ,1,100,-0.397
1733303857.932239,322625.000,50557,3,GZ,1,100,-0.305
1733303857.972239,322665.000,50557,3,GZ,1,100,0.427
1733303858.012239,322705.000,50573,2,GZ,1,100,-0.397
1733303858.052240,322745.000,50573,2,GZ,1,100,-0.061
1733303858.092240,322785.000,50591,3,GZ,1,100,0.336
1733303858.132240,322825.000,50591,3,GZ,1,100,-0.977
1733303858.172240,322865.000,50591,3,GZ,1,100,0.000
1733303858.212240,322905.000,50605,3,GZ,1,100,0.519
1733303858.252240,322945.000,50605,3,GZ,1,100,-1.160
1733303858.292240,322985.000,50605,3,GZ,1,100,-0.824
1733303858.332240,323025.000,50622,2,GZ,1,100,0.763
1733303858.372241,323065.000,50622,2,GZ,1,100,0.153
1733303858.412241,323105.000,50641,3,GZ,1,100,0.916
1733303858.452241,323145.000,50641,3,GZ,1,100,-1.099
1733303858.492241,323185.000,50641,3,GZ,1,100,-7.080
1733303858.527908,323220.667,50658,3,GZ,1,100,-12.360
1733303858.563575,323256.333,50658,3,GZ,1,100,2.472
1733303858.599241,323292.000,50658,3,GZ,1,100,0.793
1733303858.639241,323332.000,50672,2,GZ,1,100,-1.587
1733303858.679241,323372.000,50672,2,GZ,1,100,1.099
1733303858.719242,323412.000,50690,3,GZ,1,100,1.495
1733303858.759242,323452.000,50690,3,GZ,1,100,-0.397
1733303858.799242,323492.000,50690,3,GZ,1,100,0.549
1733303858.839242,323532.000,50706,2,GZ,1,100,0.763
1733303858.879242,323572.000,50706,2,GZ,1,100,-0.061
1733303858.919242,323612.000,50723,3,GZ,1,100,0.854
1733303858.959242,323652.000,50723,3,GZ,1,100,0.824
1733303858.999242,323692.000,50723,3,GZ,1,100,-0.244
1733303859.039243,323732.000,50737,2,GZ,1,100,0.122
1733303859.079243,323772.000,50737,2,GZ,1,100,0.000
1733303859.119243,323812.000,50755,3,GZ,1,100,0.183
1733303859.159243,323852.000,50755,3,GZ,1,100,0.122
1733303859.199243,323892.000,50755,3,GZ,1,100,-0.061
1733303859.239243,323932.000,50773,2,GZ,1,100,1.007
1733303859.279243,323972.000,50773,2,GZ,1,100,3.601
1733303859.319243,324012.000,50790,3,GZ,1,100,-0.671
1733303859.359243,324052.000,50790,3,GZ,1,100,-3.113
1733303859.399244,324092.000,50790,3,GZ,1,100,0.122
1733303859.439244,324132.000,50806,2,GZ,1,100,-0.122
1733303859.479244,324172.000,50806,2,GZ,1,100,-0.244
1733303859.519244,324212.000,50828,4,GZ,1,100,-0.275
1733303859.559244,324252.000,50828,4,GZ,1,100,0.732
1733303859.599244,324292.000,50828,4,GZ,1,100,0.336
1733303859.639244,324332.000,50828,4,GZ,1,100,-0.671
1733303859.679244,324372.000,50842,2,GZ,1,100,0.427
1733303859.719244,324412.000,50842,2,GZ,1,100,1.068
1733303859.759245,324452.000,50860,3,GZ,1,100,0.214
1733303859.799245,324492.000,50860,3,GZ,1,100,0.366
1733303859.839245,324532.000,50860,3,GZ,1,100,0.793
1733303859.879245,324572.000,50876,3,GZ,1,100,-0.488
1733303859.919245,324612.000,50876,3,GZ,1,100,0.580
1733303859.959245,324652.000,50876,3,GZ,1,100,0.244
1733303859.999245,324692.000,50895,2,GZ,1,100,0.061
1733303860.039245,324732.000,50895,2,GZ,1,100,1.099
1733303860.079246,324772.000,50910,3,GZ,1,100,-0.244
1733303860.119246,324812.000,50910,3,GZ,1,100,-0.427
1733303860.159246,324852.000,50910,3,GZ,1,100,0.763
1733303860.194579,324887.333,50927,3,GZ,1,100,0.336
1733303860.229913,324922.667,50927,3,GZ,1,100,-0.275
1733303860.265246,324958.000,50927,3,GZ,1,100,-0.275
1733303860.305246,324998.000,50943,2,GZ,1,100,-0.214
1733303860.345246,325038.000,50943,2,GZ,1,100,0.305
1733303860.385247,325078.000,50961,3,GZ,1,100,1.404
1733303860.425246,325118.000,50961,3,GZ,1,100,0.488
1733303860.465247,325158.000,50961,3,GZ,1,100,-1.068
1733303860.505247,325198.000,50975,2,GZ,1,100,-1.404
1733303860.545247,325238.000,50975,2,GZ,1,100,-0.122
1733303860.585247,325278.000,50992,3,GZ,1,100,-0.031
1733303860.625247,325318.000,50992,3,GZ,1,100,0.092
1733303860.665247,325358.000,50992,3,GZ,1,100,-0.397
1733303860.705247,325398.000,51008,2,GZ,1,100,-0.549
1733303860.745248,325438.000,51008,2,GZ,1,100,-0.763
1733303860.785248,325478.000,51026,3,GZ,1,100,-0.580
1733303860.825248,325518.000,51026,3,GZ,1,100,0.336
1733303860.865248,325558.000,51026,3,GZ,1,100,0.061
1733303860.905248,325598.000,51042,2,GZ,1,100,-0.183
1733303860.945248,325638.000,51042,2,GZ,1,100,-0.763
1733303860.985248,325678.000,51059,3,GZ,1,100,-0.458
1733303861.025248,325718.000,51059,3,GZ,1,100,0.061
1733303861.065248,325758.000,51059,3,GZ,1,100,0.000
1733303861.105249,325798.000,51076,2,GZ,1,100,-0.610
