LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1733303876.570294,341263.000,53604,2,GZ,1,100,-0.885
1733303876.610294,341303.000,53604,2,GZ,1,100,-0.885
1733303876.650294,341343.000,53620,3,GZ,1,100,-0.854
1733303876.690294,341383.000,53620,3,GZ,1,100,-0.641
1733303876.730294,341423.000,53620,3,GZ,1,100,0.977
1733303876.770295,341463.000,53637,2,GZ,1,100,0.610
1733303876.810295,341503.000,53637,2,GZ,1,100,-0.641
1733303876.850295,341543.000,53652,3,GZ,1,100,-0.366
1733303876.890295,341583.000,53652,3,GZ,1,100,0.854
1733303876.930295,341623.000,53652,3,GZ,1,100,-0.458
1733303876.970295,341663.000,53669,3,GZ,1,100,-0.214
1733303877.010295,341703.000,53669,3,GZ,1,100,0.885
1733303877.050295,341743.000,53669,3,GZ,1,100,0.031
1733303877.090296,341783.000,53688,2,GZ,1,100,-0.610
1733303877.130296,341823.000,53688,2,GZ,1,100,-0.092
1733303877.165962,341858.667,53705,3,GZ,1,100,0.885
1733303877.201629,341894.333,53705,3,GZ,1,100,-1.648
1733303877.237296,341930.000,53705,3,GZ,1,100,-0.122
1733303877.277296,341970.000,53719,2,GZ,1,100,1.190
1733303877.317296,342010.000,53719,2,GZ,1,100,-1.007
1733303877.357296,342050.000,53737,3,GZ,1,100,-0.122
1733303877.397296,342090.000,53737,3,GZ,1,100,0.427
1733303877.437297,342130.000,53737,3,GZ,1,100,-0.641
1733303877.477297,342170.000,53753,3,GZ,1,100,-1.068
1733303877.517297,342210.000,53753,3,GZ,1,100,0.427
1733303877.557297,342250.000,53753,3,GZ,1,100,-0.366
1733303877.597297,342290.000,53770,2,GZ,1,100,0.000
1733303877.637297,342330.000,53770,2,GZ,1,100,0.397
1733303877.677297,342370.000,53784,3,GZ,1,100,-0.885
1733303877.717297,342410.000,53784,3,GZ,1,100,-0.641
1733303877.757298,342450.000,53784,3,GZ,1,100,1.160
1733303877.797297,342490.000,53802,2,GZ,1,100,-0.336
1733303877.837298,342530.000,53802,2,GZ,1,100,-0.763
1733303877.877298,342570.000,53818,3,GZ,1,100,-0.793
1733303877.917298,342610.000,53818,3,GZ,1,100,-3.296
1733303877.957298,342650.000,53818,3,GZ,1,100,-0.519
1733303877.997298,342690.000,53837,2,GZ,1,100,2.899
1733303878.037298,342730.000,53837,2,GZ,1,100,0.946
1733303878.077298,342770.000,53852,3,GZ,1,100,1.038
1733303878.117299,342810.000,53852,3,GZ,1,100,1.373
1733303878.157299,342850.000,53852,3,GZ,1,100,-0.763
1733303878.197299,342890.000,53869,2,GZ,1,100,-0.244
1733303878.237299,342930.000,53869,2,GZ,1,100,1.984
1733303878.276966,342969.667,53885,3,GZ,1,100,-0.641
1733303878.316633,343009.333,53885,3,GZ,1,100,-0.366
1733303878.356299,343049.000,53885,3,GZ,1,100,0.732
1733303878.396799,343089.500,53903,2,GZ,1,100,-1.923
1733303878.437299,343130.000,53903,2,GZ,1,100,-2.228
1733303878.476966,343169.667,53917,3,GZ,1,100,0.427
1733303878.516633,343209.333,53917,3,GZ,1,100,-2.777
1733303878.556300,343249.000,53917,3,GZ,1,100,-1.862
1733303878.592300,343285.000,53934,3,GZ,1,100,1.190
1733303878.628300,343321.000,53934,3,GZ,1,100,-1.007
1733303878.664300,343357.000,53934,3,GZ,1,100,-1.251
1733303878.704300,343397.000,53950,2,GZ,1,100,2.411
1733303878.744300,343437.000,53950,2,GZ,1,100,1.160
1733303878.784301,343477.000,53970,3,GZ,1,100,-0.275
1733303878.824301,343517.000,53970,3,GZ,1,100,-0.366
1733303878.864301,343557.000,53970,3,GZ,1,100,0.397
1733303878.904301,343597.000,53985,2,GZ,1,100,-0.122
1733303878.944301,343637.000,53985,2,GZ,1,100,0.092
1733303878.984301,343677.000,54001,3,GZ,1,100,-0.366
1733303879.024301,343717.000,54001,3,GZ,1,100,0.214
1733303879.064301,343757.000,54001,3,GZ,1,100,-0.305
1733303879.104301,343797.000,54018,2,GZ,1,100,0.183
1733303879.144302,343837.000,54018,2,GZ,1,100,-0.366
1733303879.184302,343877.000,54035,3,GZ,1,100,-0.031
1733303879.224302,343917.000,54035,3,GZ,1,100,-0.793
1733303879.264302,343957.000,54035,3,GZ,1,100,-1.587
1733303879.304302,343997.000,54051,3,GZ,1,100,-0.671
1733303879.344302,344037.000,54051,3,GZ,1,100,0.793
1733303879.384302,344077.000,54051,3,GZ,1,100,0.397
1733303879.423802,344116.500,54067,2,GZ,1,100,-1.160
1733303879.463302,344156.000,54067,2,GZ,1,100,0.702
1733303879.503303,344196.000,54083,3,GZ,1,100,1.404
1733303879.543303,344236.000,54083,3,GZ,1,100,-1.129
1733303879.583303,344276.000,54083,3,GZ,1,100,1.190
1733303879.623303,344316.000,54100,2,GZ,1,100,1.160
1733303879.663303,344356.000,54100,2,GZ,1,100,-2.197
1733303879.703303,344396.000,54117,3,GZ,1,100,0.214
1733303879.743303,344436.000,54117,3,GZ,1,100,0.946
1733303879.783303,344476.000,54117,3,GZ,1,100,-1.495
1733303879.823303,344516.000,54134,2,GZ,1,100,2.686
1733303879.863304,344556.000,54134,2,GZ,1,100,4.211
1733303879.903304,344596.000,54150,3,GZ,1,100,-2.167
1733303879.943304,344636.000,54150,3,GZ,1,100,-1.740
1733303879.983304,344676.000,54150,3,GZ,1,100,-0.885
1733303880.023304,344716.000,54173,3,GZ,1,100,-4.608
1733303880.063304,344756.000,54173,3,GZ,1,100,-0.610
1733303880.103304,344796.000,54173,3,GZ,1,100,-0.275
1733303880.143305,344836.000,54189,3,GZ,1,100,-0.153
1733303880.183305,344876.000,54189,3,GZ,1,100,0.671
1733303880.223305,344916.000,54189,3,GZ,1,100,-0.671
1733303880.258971,344951.667,54206,3,GZ,1,100,-0.214
1733303880.294638,344987.333,54206,3,GZ,1,100,-0.031
1733303880.330305,345023.000,54206,3,GZ,1,100,-0.183
1733303880.370305,345063.000,54220,2,GZ,1,100,-0.427
1733303880.410305,345103.000,54220,2,GZ,1,100,0.519
1733303880.450305,345143.000,54238,3,GZ,1,100,-0.793
1733303880.490305,345183.000,54238,3,GZ,1,100,-0.488
1733303880.530306,345223.000,54238,3,GZ,1,100,0.580
1733303880.570306,345263.000,54254,2,GZ,1,100,-0.031
1733303880.610306,345303.000,54254,2,GZ,1,100,-1.160
1733303880.650306,345343.000,54273,3,GZ,1,100,-0.305
1733303880.690306,345383.000,54273,3,GZ,1,100,1.160
1733303880.730306,345423.000,54273,3,GZ,1,100,-0.244
1733303880.770306,345463.000,54289,2,GZ,1,100,0.366
1733303880.810307,345503.000,54289,2,GZ,1,100,-0.031
1733303880.850307,345543.000,54305,3,GZ,1,100,0.244
1733303880.890307,345583.000,54305,3,GZ,1,100,-1.068
1733303880.930307,345623.000,54305,3,GZ,1,100,-0.122
1733303880.970307,345663.000,54321,3,GZ,1,100,-0.092
1733303881.010307,345703.000,54321,3,GZ,1,100,-0.916
1733303881.050307,345743.000,54321,3,GZ,1,100,0.641
1733303881.090307,345783.000,54339,2,GZ,1,100,0.763
1733303881.130307,345823.000,54339,2,GZ,1,100,-0.458
1733303881.170307,345863.000,54355,3,GZ,1,100,0.122
1733303881.210308,345903.000,54355,3,GZ,1,100,0.305
1733303881.250308,345943.000,54355,3,GZ,1,100,-0.305
1733303881.290308,345983.000,54370,2,GZ,1,100,0.977
1733303881.330308,346023.000,54370,2,GZ,1,100,-0.153
1733303881.370308,346063.000,54389,3,GZ,1,100,-0.122
1733303881.410308,346103.000,54389,3,GZ,1,100,0.305
1733303881.450308,346143.000,54389,3,GZ,1,100,0.031
1733303881.490309,346183.000,54408,2,GZ,1,100,-0.488
1733303881.530308,346223.000,54408,2,GZ,1,100,0.183
1733303881.570309,346263.000,54424,3,GZ,1,100,0.183
1733303881.610309,346303.000,54424,3,GZ,1,100,-0.732
1733303881.650309,346343.000,54424,3,GZ,1,100,0.336
1733303881.685976,346378.667,54439,3,GZ,1,100,-0.946
1733303881.721642,346414.333,54439,3,GZ,1,100,-0.214
1733303881.757309,346450.000,54439,3,GZ,1,100,0.366
1733303881.797309,346490.000,54456,2,GZ,1,100,-1.190
1733303881.837309,346530.000,54456,2,GZ,1,100,-1.099
1733303881.877310,346570.000,54473,3,GZ,1,100,0.305
1733303881.917310,346610.000,54473,3,GZ,1,100,-0.244
1733303881.957310,346650.000,54473,3,GZ,1,100,0.214
1733303881.997310,346690.000,54489,2,GZ,1,100,1.007
1733303882.037310,346730.000,54489,2,GZ,1,100,-1.007
1733303882.077310,346770.000,54505,3,GZ,1,100,0.153
1733303882.117310,346810.000,54505,3,GZ,1,100,0.763
1733303882.157310,346850.000,54505,3,GZ,1,100,-0.977
1733303882.197310,346890.000,54521,2,GZ,1,100,-0.366
1733303882.237311,346930.000,54521,2,GZ,1,100,0.549
1733303882.277311,346970.000,54540,3,GZ,1,100,-1.160
1733303882.317311,347010.000,54540,3,GZ,1,100,0.000
1733303882.357311,347050.000,54540,3,GZ,1,100,0.793
1733303882.397311,347090.000,54557,2,GZ,1,100,-0.610
1733303882.437311,347130.000,54557,2,GZ,1,100,0.580
1733303882.477311,347170.000,54572,3,GZ,1,100,2.045
1733303882.517311,347210.000,54572,3,GZ,1,100,0.702
1733303882.557312,347250.000,54572,3,GZ,1,100,-1.251
1733303882.597312,347290.000,54588,2,GZ,1,100,-1.068
1733303882.637312,347330.000,54588,2,GZ,1,100,0.122
1733303882.677312,347370.000,54605,3,GZ,1,100,0.305
1733303882.717312,347410.000,54605,3,GZ,1,100,-1.099
1733303882.757312,347450.000,54605,3,GZ,1,100,-0.732
1733303882.797312,347490.000,54622,3,GZ,1,100,0.122
1733303882.837312,347530.000,54622,3,GZ,1,100,-0.366
1733303882.877312,347570.000,54622,3,GZ,1,100,-1.465
1733303882.917313,347610.000,54638,2,GZ,1,100,0.275
1733303882.957313,347650.000,54638,2,GZ,1,100,-0.488
1733303882.997313,347690.000,54653,3,GZ,1,100,-2.380
1733303883.037313,347730.000,54653,3,GZ,1,100,1.190
1733303883.077313,347770.000,54653,3,GZ,1,100,0.885
1733303883.116813,347809.500,54673,2,GZ,1,100,-0.580
1733303883.156313,347849.000,54673,2,GZ,1,100,-0.031
1733303883.196313,347889.000,54689,3,GZ,1,100,-0.061
1733303883.236314,347929.000,54689,3,GZ,1,100,-0.519
1733303883.276314,347969.000,54689,3,GZ,1,100,0.427
1733303883.311980,348004.667,54706,3,GZ,1,100,-0.244
1733303883.347647,348040.333,54706,3,GZ,1,100,-0.458
1733303883.383314,348076.000,54706,3,GZ,1,100,-0.153
1733303883.423314,348116.000,54721,2,GZ,1,100,-0.397
1733303883.463314,348156.000,54721,2,GZ,1,100,1.251
1733303883.503314,348196.000,54738,3,GZ,1,100,4.883
1733303883.543314,348236.000,54738,3,GZ,1,100,-0.275
1733303883.583315,348276.000,54738,3,GZ,1,100,-4.486
1733303883.623315,348316.000,54754,2,GZ,1,100,-0.916
1733303883.663315,348356.000,54754,2,GZ,1,100,-0.519
1733303883.703315,348396.000,54772,3,GZ,1,100,-0.580
1733303883.743315,348436.000,54772,3,GZ,1,100,-1.801
1733303883.783315,348476.000,54772,3,GZ,1,100,-0.427
1733303883.823315,348516.000,54786,2,GZ,1,100,0.092
1733303883.863315,348556.000,54786,2,GZ,1,100,-2.563
1733303883.903316,348596.000,54803,3,GZ,1,100,0.214
1733303883.943316,348636.000,54803,3,GZ,1,100,0.824
1733303883.983316,348676.000,54803,3,GZ,1,100,-0.824
1733303884.023316,348716.000,54819,2,GZ,1,100,-0.031
1733303884.063316,348756.000,54819,2,GZ,1,100,0.641
1733303884.103316,348796.000,54839,3,GZ,1,100,-0.427
1733303884.143316,348836.000,54839,3,GZ,1,100,-0.763
1733303884.183316,348876.000,54839,3,GZ,1,100,-0.458
1733303884.223316,348916.000,54853,2,GZ,1,100,0.122
1733303884.263317,348956.000,54853,2,GZ,1,100,0.031
1733303884.303317,348996.000,54870,3,GZ,1,100,-0.854
1733303884.343317,349036.000,54870,3,GZ,1,100,-0.916
1733303884.383317,349076.000,54870,3,GZ,1,100,-0.732
1733303884.423317,349116.000,54887,3,GZ,1,100,-0.366
1733303884.463317,349156.000,54887,3,GZ,1,100,2.014
1733303884.503317,349196.000,54887,3,GZ,1,100,-0.854
1733303884.543317,349236.000,54904,2,GZ,1,100,0.092
1733303884.583318,349276.000,54904,2,GZ,1,100,0.183
1733303884.623318,349316.000,54918,3,GZ,1,100,-1.221
1733303884.663318,349356.000,54918,3,GZ,1,100,-0.732
1733303884.703318,349396.000,54918,3,GZ,1,100,-2.502
1733303884.738985,349431.667,54936,3,GZ,1,100,-3.754
1733303884.774652,349467.333,54936,3,GZ,1,100,-0.732
1733303884.810318,349503.000,54936,3,GZ,1,100,-0.427
1733303884.850318,349543.000,54954,2,GZ,1,100,-0.336
1733303884.890318,349583.000,54954,2,GZ,1,100,1.801
1733303884.930319,349623.000,54971,3,GZ,1,100,0.610
1733303884.970319,349663.000,54971,3,GZ,1,100,0.427
1733303885.010319,349703.000,54971,3,GZ,1,100,1.099
1733303885.050319,349743.000,54988,2,GZ,1,100,0.397
1733303885.090319,349783.000,54988,2,GZ,1,100,-0.427
1733303885.130319,349823.000,55010,4,GZ,1,100,0.061
1733303885.170319,349863.000,55010,4,GZ,1,100,-0.885
1733303885.210319,349903.000,55010,4,GZ,1,100,-0.671
1733303885.250319,349943.000,55010,4,GZ,1,100,-0.214
1733303885.290320,349983.000,55024,2,GZ,1,100,-0.153
1733303885.330320,350023.000,55024,2,GZ,1,100,-0.854
1733303885.370320,350063.000,55042,3,GZ,1,100,1.007
1733303885.410320,350103.000,55042,3,GZ,1,100,-0.061
1733303885.450320,350143.000,55042,3,GZ,1,100,-0.671
1733303885.490320,350183.000,55058,3,GZ,1,100,0.671
1733303885.530320,350223.000,55058,3,GZ,1,100,-0.275
1733303885.570320,350263.000,55058,3,GZ,1,100,-1.129
1733303885.610321,350303.000,55075,2,GZ,1,100,0.092
1733303885.650321,350343.000,55075,2,GZ,1,100,1.129
1733303885.690321,350383.000,55091,3,GZ,1,100,-0.641
1733303885.730321,350423.000,55091,3,GZ,1,100,0.488
1733303885.770321,350463.000,55091,3,GZ,1,100,-0.610
1733303885.810321,350503.000,55109,2,GZ,1,100,-2.167
1733303885.850321,350543.000,55109,2,GZ,1,100,0.122
1733303885.890321,350583.000,55125,3,GZ,1,100,0.763
1733303885.930321,350623.000,55125,3,GZ,1,100,-1.343
1733303885.970322,350663.000,55125,3,GZ,1,100,-0.397
1733303886.010322,350703.000,55142,2,GZ,1,100,-0.214
1733303886.050322,350743.000,55142,2,GZ,1,100,0.519
1733303886.090322,350783.000,55158,3,GZ,1,100,0.336
1733303886.130322,350823.000,55158,3,GZ,1,100,1.007
1733303886.170322,350863.000,55158,3,GZ,1,100,-1.709
1733303886.210322,350903.000,55174,2,GZ,1,100,0.214
1733303886.250322,350943.000,55174,2,GZ,1,100,1.190
1733303886.290323,350983.000,55190,3,GZ,1,100,-1.892
1733303886.330323,351023.000,55190,3,GZ,1,100,1.221
1733303886.370323,351063.000,55190,3,GZ,1,100,0.946
1733303886.405656,351098.333,55208,3,GZ,1,100,-2.838
1733303886.440990,351133.667,55208,3,GZ,1,100,2.563
1733303886.476323,351169.000,55208,3,GZ,1,100,1.892
1733303886.516323,351209.000,55226,2,GZ,1,100,-3.876
1733303886.556323,351249.000,55226,2,GZ,1,100,0.336
1733303886.596323,351289.000,55243,3,GZ,1,100,1.007
1733303886.636323,351329.000,55243,3,GZ,1,100,-2.747
1733303886.676324,351369.000,55243,3,GZ,1,100,0.366
1733303886.716324,351409.000,55260,2,GZ,1,100,-0.610
1733303886.756324,351449.000,55260,2,GZ,1,100,-0.458
1733303886.796324,351489.000,55277,3,GZ,1,100,1.129
1733303886.836324,351529.000,55277,3,GZ,1,100,-1.190
1733303886.876324,351569.000,55277,3,GZ,1,100,-1.251
1733303886.916324,351609.000,55293,2,GZ,1,100,0.885
1733303886.956325,351649.000,55293,2,GZ,1,100,0.000
1733303886.996325,351689.000,55308,3,GZ,1,100,-2.014
1733303887.036325,351729.000,55308,3,GZ,1,100,-1.190
1733303887.076325,351769.000,55308,3,GZ,1,100,0.610
1733303887.116325,351809.000,55325,3,GZ,1,100,-0.366
1733303887.156325,351849.000,55325,3,GZ,1,100,-0.641
1733303887.196325,351889.000,55325,3,GZ,1,100,-0.336
1733303887.236325,351929.000,55342,2,GZ,1,100,0.610
1733303887.276325,351969.000,55342,2,GZ,1,100,1.770
1733303887.316325,352009.000,55358,3,GZ,1,100,-0.610
1733303887.356326,352049.000,55358,3,GZ,1,100,-0.946
1733303887.396326,352089.000,55358,3,GZ,1,100,1.038
1733303887.436326,352129.000,55374,2,GZ,1,100,-0.336
1733303887.476326,352169.000,55374,2,GZ,1,100,-0.244
1733303887.516326,352209.000,55392,3,GZ,1,100,-0.519
1733303887.556326,352249.000,55392,3,GZ,1,100,-2.350
1733303887.596326,352289.000,55392,3,GZ,1,100,-0.702
1733303887.636327,352329.000,55409,2,GZ,1,100,0.153
1733303887.676327,352369.000,55409,2,GZ,1,100,-0.275
1733303887.716327,352409.000,55426,3,GZ,1,100,-1.129
1733303887.756327,352449.000,55426,3,GZ,1,100,1.007
1733303887.796327,352489.000,55426,3,GZ,1,100,1.678
1733303887.831994,352524.667,55441,3,GZ,1,100,-1.068
1733303887.867661,352560.333,55441,3,GZ,1,100,0.854
1733303887.903327,352596.000,55441,3,GZ,1,100,0.366
1733303887.943327,352636.000,55457,2,GZ,1,100,-1.434
1733303887.983327,352676.000,55457,2,GZ,1,100,-1.160
1733303888.023328,352716.000,55474,3,GZ,1,100,-0.763
1733303888.063328,352756.000,55474,3,GZ,1,100,-0.366
1733303888.103328,352796.000,55474,3,GZ,1,100,-1.251
1733303888.143328,352836.000,55491,2,GZ,1,100,-1.038
1733303888.183328,352876.000,55491,2,GZ,1,100,-0.031
1733303888.223328,352916.000,55507,3,GZ,1,100,-0.519
1733303888.263328,352956.000,55507,3,GZ,1,100,-1.312
1733303888.303329,352996.000,55507,3,GZ,1,100,0.946
1733303888.343328,353036.000,55522,2,GZ,1,100,-0.214
1733303888.383329,353076.000,55522,2,GZ,1,100,-3.021
1733303888.423329,353116.000,55542,3,GZ,1,100,-0.366
1733303888.463329,353156.000,55542,3,GZ,1,100,-1.007
1733303888.503329,353196.000,55542,3,GZ,1,100,-1.129
1733303888.543329,353236.000,55558,2,GZ,1,100,0.671
1733303888.583329,353276.000,55558,2,GZ,1,100,-0.031
1733303888.623329,353316.000,55575,3,GZ,1,100,-2.502
1733303888.663330,353356.000,55575,3,GZ,1,100,0.153
1733303888.703330,353396.000,55575,3,GZ,1,100,2.075
1733303888.743330,353436.000,55590,2,GZ,1,100,0.061
1733303888.783330,353476.000,55590,2,GZ,1,100,5.341
1733303888.823330,353516.000,55607,3,GZ,1,100,2.319
1733303888.863330,353556.000,55607,3,GZ,1,100,-4.669
1733303888.903330,353596.000,55607,3,GZ,1,100,-0.275
1733303888.943330,353636.000,55623,3,GZ,1,100,0.732
1733303888.983330,353676.000,55623,3,GZ,1,100,-0.702
1733303889.023330,353716.000,55623,3,GZ,1,100,-1.892
1733303889.063331,353756.000,55641,2,GZ,1,100,-0.671
1733303889.103331,353796.000,55641,2,GZ,1,100,-1.160
1733303889.143331,353836.000,55657,3,GZ,1,100,-1.190
1733303889.183331,353876.000,55657,3,GZ,1,100,1.526
1733303889.223331,353916.000,55657,3,GZ,1,100,-0.488
1733303889.263331,353956.000,55674,2,GZ,1,100,0.824
1733303889.303331,353996.000,55674,2,GZ,1,100,0.305
1733303889.343332,354036.000,55690,3,GZ,1,100,-1.404
1733303889.383332,354076.000,55690,3,GZ,1,100,-1.343
1733303889.423332,354116.000,55690,3,GZ,1,100,-0.366
1733303889.458665,354151.333,55708,3,GZ,1,100,0.122
1733303889.493999,354186.667,55708,3,GZ,1,100,-0.366
1733303889.529332,354222.000,55708,3,GZ,1,100,0.763
1733303889.569332,354262.000,55722,2,GZ,1,100,-1.587
1733303889.609332,354302.000,55722,2,GZ,1,100,-1.251
1733303889.649332,354342.000,55739,3,GZ,1,100,0.854
1733303889.689332,354382.000,55739,3,GZ,1,100,0.031
1733303889.729333,354422.000,55739,3,GZ,1,100,-1.312
1733303889.769333,354462.000,55756,2,GZ,1,100,0.458
1733303889.809333,354502.000,55756,2,GZ,1,100,-0.458
1733303889.849333,354542.000,55773,3,GZ,1,100,-1.312
1733303889.889333,354582.000,55773,3,GZ,1,100,1.434
1733303889.929333,354622.000,55773,3,GZ,1,100,0.885
1733303889.969333,354662.000,55787,2,GZ,1,100,-1.587
1733303890.009333,354702.000,55787,2,GZ,1,100,-0.702
1733303890.049334,354742.000,55805,3,GZ,1,100,1.465
1733303890.089334,354782.000,55805,3,GZ,1,100,-0.824
1733303890.129334,354822.000,55805,3,GZ,1,100,-0.702
1733303890.169334,354862.000,55823,2,GZ,1,100,1.129
1733303890.209334,354902.000,55823,2,GZ,1,100,-1.007
1733303890.249334,354942.000,55843,4,GZ,1,100,-1.007
1733303890.289334,354982.000,55843,4,GZ,1,100,1.160
1733303890.329334,355022.000,55843,4,GZ,1,100,-0.885
1733303890.369334,355062.000,55843,4,GZ,1,100,-1.007
1733303890.409335,355102.000,55860,3,GZ,1,100,0.336
1733303890.449335,355142.000,55860,3,GZ,1,100,-0.519
1733303890.489335,355182.000,55860,3,GZ,1,100,-0.183
1733303890.529335,355222.000,55877,2,GZ,1,100,0.214
1733303890.569335,355262.000,55877,2,GZ,1,100,-1.923
1733303890.609335,355302.000,55891,3,GZ,1,100,0.061
1733303890.649335,355342.000,55891,3,GZ,1,100,0.763
1733303890.689335,355382.000,55891,3,GZ,1,100,-0.977
1733303890.729336,355422.000,55909,2,GZ,1,100,-0.061
1733303890.769336,355462.000,55909,2,GZ,1,100,0.671
1733303890.809336,355502.000,55925,3,GZ,1,100,-2.136
1733303890.849336,355542.000,55925,3,GZ,1,100,-0.458
1733303890.889336,355582.000,55925,3,GZ,1,100,1.770
1733303890.925003,355617.667,55942,3,GZ,1,100,-0.885
1733303890.960670,355653.333,55942,3,GZ,1,100,-0.580
1733303890.996336,355689.000,55942,3,GZ,1,100,-0.031
1733303891.036336,355729.000,55956,2,GZ,1,100,0.061
1733303891.076337,355769.000,55956,2,GZ,1,100,-0.397
1733303891.116337,355809.000,55976,3,GZ,1,100,-0.214
1733303891.156337,355849.000,55976,3,GZ,1,100,0.580
1733303891.196337,355889.000,55976,3,GZ,1,100,-1.190
1733303891.236337,355929.000,55992,2,GZ,1,100,-0.763
1733303891.276337,355969.000,55992,2,GZ,1,100,0.763
1733303891.316337,356009.000,56009,3,GZ,1,100,0.183
1733303891.356337,356049.000,56009,3,GZ,1,100,-1.617
1733303891.396338,356089.000,56009,3,GZ,1,100,0.366
1733303891.436338,356129.000,56024,2,GZ,1,100,0.549
1733303891.476338,356169.000,56024,2,GZ,1,100,-1.068
1733303891.516338,356209.000,56043,3,GZ,1,100,0.275
1733303891.556338,356249.000,56043,3,GZ,1,100,0.977
1733303891.596338,356289.000,56043,3,GZ,1,100,-1.221
1733303891.636338,356329.000,56059,2,GZ,1,100,0.366
1733303891.676338,356369.000,56059,2,GZ,1,100,1.190
1733303891.716338,356409.000,56077,3,GZ,1,100,0.183
1733303891.756339,356449.000,56077,3,GZ,1,100,-0.305
1733303891.796339,356489.000,56077,3,GZ,1,100,0.183
1733303891.836339,356529.000,56091,2,GZ,1,100,1.617
1733303891.876339,356569.000,56091,2,GZ,1,100,0.610
1733303891.916339,356609.000,56108,3,GZ,1,100,0.000
1733303891.956339,356649.000,56108,3,GZ,1,100,-1.190
1733303891.996339,356689.000,56108,3,GZ,1,100,0.275
1733303892.036340,356729.000,56126,2,GZ,1,100,0.244
1733303892.076339,356769.000,56126,2,GZ,1,100,-2.014
1733303892.116340,356809.000,56144,3,GZ,1,100,-0.519
1733303892.156340,356849.000,56144,3,GZ,1,100,0.763
1733303892.196340,356889.000,56144,3,GZ,1,100,-0.214
1733303892.236340,356929.000,56159,2,GZ,1,100,0.183
1733303892.276340,356969.000,56159,2,GZ,1,100,-0.336
1733303892.316340,357009.000,56175,3,GZ,1,100,-0.305
1733303892.356340,357049.000,56175,3,GZ,1,100,-0.244
1733303892.396340,357089.000,56175,3,GZ,1,100,-0.580
1733303892.436341,357129.000,56192,3,GZ,1,100,0.305
1733303892.476341,357169.000,56192,3,GZ,1,100,-0.122
1733303892.516341,357209.000,56192,3,GZ,1,100,-0.702
1733303892.551674,357244.333,56209,3,GZ,1,100,-0.031
1733303892.587008,357279.667,56209,3,GZ,1,100,-0.946
1733303892.622341,357315.000,56209,3,GZ,1,100,1.526
1733303892.662341,357355.000,56225,2,GZ,1,100,0.732
1733303892.702341,357395.000,56225,2,GZ,1,100,-1.282
1733303892.742342,357435.000,56241,3,GZ,1,100,-0.580
1733303892.782341,357475.000,56241,3,GZ,1,100,0.183
1733303892.822342,357515.000,56241,3,GZ,1,100,1.007
1733303892.862342,357555.000,56257,2,GZ,1,100,-1.709
1733303892.902342,357595.000,56257,2,GZ,1,100,-1.556
1733303892.942342,357635.000,56276,3,GZ,1,100,-0.122
1733303892.982342,357675.000,56276,3,GZ,1,100,0.092
1733303893.022342,357715.000,56276,3,GZ,1,100,-1.526
1733303893.062342,357755.000,56293,2,GZ,1,100,-0.366
1733303893.102343,357795.000,56293,2,GZ,1,100,-0.427
1733303893.142343,357835.000,56308,3,GZ,1,100,-1.221
1733303893.182343,357875.000,56308,3,GZ,1,100,-1.617
1733303893.222343,357915.000,56308,3,GZ,1,100,-1.434
1733303893.262343,357955.000,56324,2,GZ,1,100,-0.366
1733303893.302343,357995.000,56324,2,GZ,1,100,0.031
1733303893.342343,358035.000,56341,3,GZ,1,100,-0.183
1733303893.382343,358075.000,56341,3,GZ,1,100,-1.129
1733303893.422343,358115.000,56341,3,GZ,1,100,-0.580
1733303893.462344,358155.000,56358,2,GZ,1,100,-1.099
1733303893.502344,358195.000,56358,2,GZ,1,100,1.404
1733303893.542344,358235.000,56373,3,GZ,1,100,-1.617
1733303893.582344,358275.000,56373,3,GZ,1,100,-2.502
1733303893.622344,358315.000,56373,3,GZ,1,100,1.068
1733303893.662344,358355.000,56389,2,GZ,1,100,-1.190
1733303893.702344,358395.000,56389,2,GZ,1,100,-0.854
1733303893.742344,358435.000,56407,3,GZ,1,100,-0.732
1733303893.782345,358475.000,56407,3,GZ,1,100,-0.885
1733303893.822345,358515.000,56407,3,GZ,1,100,-2.075
1733303893.862345,358555.000,56423,3,GZ,1,100,0.153
1733303893.902345,358595.000,56423,3,GZ,1,100,1.343
1733303893.942345,358635.000,56423,3,GZ,1,100,-0.397
1733303893.982345,358675.000,56441,2,GZ,1,100,-0.305
1733303894.022345,358715.000,56441,2,GZ,1,100,-0.031
1733303894.057679,358750.333,56457,3,GZ,1,100,0.305
1733303894.093012,358785.667,56457,3,GZ,1,100,-0.061
1733303894.128345,358821.000,56457,3,GZ,1,100,0.854
1733303894.168346,358861.000,56474,2,GZ,1,100,0.366
1733303894.208346,358901.000,56474,2,GZ,1,100,0.702
1733303894.248679,358941.333,56490,3,GZ,1,100,1.801
1733303894.289013,358981.667,56490,3,GZ,1,100,-0.671
1733303894.329346,359022.000,56490,3,GZ,1,100,-1.465
1733303894.369346,359062.000,56506,2,GZ,1,100,1.251
1733303894.409346,359102.000,56506,2,GZ,1,100,0.854
1733303894.449347,359142.000,56522,3,GZ,1,100,-1.678
1733303894.489347,359182.000,56522,3,GZ,1,100,-0.641
1733303894.529347,359222.000,56522,3,GZ,1,100,-0.336
1733303894.569347,359262.000,56539,3,GZ,1,100,-0.977
