LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1733303864.879760,329572.500,51684,4,EM,1,100,RB
1733303864.930010,329622.750,51684,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303864.980260,329673.000,51684,4,EM,1,100,PS
1733303865.030510,329723.250,51715,4,EM,1,100,RS
1733303865.080760,329773.500,51715,4,EM,1,100,RB
1733303865.131010,329823.750,51715,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303865.181261,329874.000,51715,4,EM,1,100,PS
1733303865.231511,329924.250,51751,4,EM,1,100,RS
1733303865.281761,329974.500,51751,4,EM,1,100,RB
1733303865.332011,330024.750,51751,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303865.382261,330075.000,51751,4,EM,1,100,PS
1733303865.433261,330126.000,51783,4,EM,1,100,RS
1733303865.484262,330177.000,51783,4,EM,1,100,RB
1733303865.535262,330228.000,51783,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303865.586262,330279.000,51783,4,EM,1,100,PS
1733303865.636512,330329.250,51816,4,EM,1,100,RS
1733303865.686762,330379.500,51816,4,EM,1,100,RB
1733303865.737012,330429.750,51816,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303865.787262,330480.000,51816,4,EM,1,100,PS
1733303865.837512,330530.250,51848,4,EM,1,100,RS
1733303865.887763,330580.500,51848,4,EM,1,100,RB
1733303865.938013,330630.750,51848,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303865.988263,330681.000,51848,4,EM,1,100,PS
1733303866.038513,330731.250,51883,4,EM,1,100,RS
1733303866.088763,330781.500,51883,4,EM,1,100,RB
1733303866.139013,330831.750,51883,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303866.189264,330882.000,51883,4,EM,1,100,PS
1733303866.239514,330932.250,51915,4,EM,1,100,RS
1733303866.289764,330982.500,51915,4,EM,1,100,RB
1733303866.340014,331032.750,51915,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303866.390264,331083.000,51915,4,EM,1,100,PS
1733303866.441264,331134.000,51951,4,EM,1,100,RS
1733303866.492265,331185.000,51951,4,EM,1,100,RB
1733303866.543265,331236.000,51951,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303866.594265,331287.000,51951,4,EM,1,100,PS
1733303866.644515,331337.250,51983,4,EM,1,100,RS
1733303866.694765,331387.500,51983,4,EM,1,100,RB
1733303866.745015,331437.750,51983,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303866.795265,331488.000,51983,4,EM,1,100,PS
1733303866.846265,331539.000,52018,4,EM,1,100,RS
1733303866.897266,331590.000,52018,4,EM,1,100,RB
1733303866.948266,331641.000,52018,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303866.999266,331692.000,52018,4,EM,1,100,PS
1733303867.049266,331742.000,52052,4,EM,1,100,RS
1733303867.099266,331792.000,52052,4,EM,1,100,RB
1733303867.149266,331842.000,52052,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303867.199266,331892.000,52052,4,EM,1,100,PS
1733303867.249517,331942.250,52083,4,EM,1,100,RS
1733303867.299767,331992.500,52083,4,EM,1,100,RB
1733303867.350017,332042.750,52083,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303867.400267,332093.000,52083,4,EM,1,100,PS
1733303867.450517,332143.250,52119,4,EM,1,100,RS
1733303867.500767,332193.500,52119,4,EM,1,100,RB
1733303867.551018,332243.750,52119,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303867.601268,332294.000,52119,4,EM,1,100,PS
1733303867.651518,332344.250,52150,4,EM,1,100,RS
1733303867.701768,332394.500,52150,4,EM,1,100,RB
1733303867.752018,332444.750,52150,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303867.802268,332495.000,52150,4,EM,1,100,PS
1733303867.852518,332545.250,52184,4,EM,1,100,RS
1733303867.902769,332595.500,52184,4,EM,1,100,RB
1733303867.953019,332645.750,52184,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303868.003269,332696.000,52184,4,EM,1,100,PS
1733303868.053519,332746.250,52216,4,EM,1,100,RS
1733303868.103769,332796.500,52216,4,EM,1,100,RB
1733303868.154019,332846.750,52216,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303868.204269,332897.000,52216,4,EM,1,100,PS
1733303868.254519,332947.250,52249,4,EM,1,100,RS
1733303868.304770,332997.500,52249,4,EM,1,100,RB
1733303868.355020,333047.750,52249,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303868.405270,333098.000,52249,4,EM,1,100,PS
1733303868.455520,333148.250,52283,4,EM,1,100,RS
1733303868.505770,333198.500,52283,4,EM,1,100,RB
1733303868.556020,333248.750,52283,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303868.606271,333299.000,52283,4,EM,1,100,PS
1733303868.656521,333349.250,52316,4,EM,1,100,RS
1733303868.706771,333399.500,52316,4,EM,1,100,RB
1733303868.757021,333449.750,52316,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303868.807271,333500.000,52316,4,EM,1,100,PS
1733303868.857521,333550.250,52348,4,EM,1,100,RS
1733303868.907772,333600.500,52348,4,EM,1,100,RB
1733303868.958022,333650.750,52348,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303869.008272,333701.000,52348,4,EM,1,100,PS
1733303869.059272,333752.000,52382,4,EM,1,100,RS
1733303869.110272,333803.000,52382,4,EM,1,100,RB
1733303869.161272,333854.000,52382,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303869.212272,333905.000,52382,4,EM,1,100,PS
1733303869.262522,333955.250,52415,4,EM,1,100,RS
1733303869.312773,334005.500,52415,4,EM,1,100,RB
1733303869.363023,334055.750,52415,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303869.413273,334106.000,52415,4,EM,1,100,PS
1733303869.463523,334156.250,52449,4,EM,1,100,RS
1733303869.513773,334206.500,52449,4,EM,1,100,RB
1733303869.564023,334256.750,52449,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303869.614274,334307.000,52449,4,EM,1,100,PS
1733303869.687274,334380.000,52485,4,EM,1,100,RS
1733303869.760274,334453.000,52485,4,EM,1,100,RB
1733303869.833274,334526.000,52485,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303869.906274,334599.000,52485,4,EM,1,100,PS
1733303869.956275,334649.000,52520,4,EM,1,100,RS
1733303870.006275,334699.000,52520,4,EM,1,100,RB
1733303870.056275,334749.000,52520,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303870.106275,334799.000,52520,4,EM,1,100,PS
1733303870.156525,334849.250,52554,4,EM,1,100,RS
1733303870.206775,334899.500,52554,4,EM,1,100,RB
1733303870.257025,334949.750,52554,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303870.307276,335000.000,52554,4,EM,1,100,PS
1733303870.357526,335050.250,52585,4,EM,1,100,RS
1733303870.407776,335100.500,52585,4,EM,1,100,RB
1733303870.458026,335150.750,52585,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303870.508276,335201.000,52585,4,EM,1,100,PS
1733303870.558776,335251.500,52619,4,EM,1,100,RS
1733303870.609277,335302.000,52619,4,EM,1,100,RB
1733303870.659777,335352.500,52619,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303870.710277,335403.000,52619,4,EM,1,100,PS
1733303870.760527,335453.250,52653,4,EM,1,100,RS
1733303870.810777,335503.500,52653,4,EM,1,100,RB
1733303870.861027,335553.750,52653,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303870.911277,335604.000,52653,4,EM,1,100,PS
1733303870.961528,335654.250,52686,4,EM,1,100,RS
1733303871.011778,335704.500,52686,4,EM,1,100,RB
1733303871.062028,335754.750,52686,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303871.112278,335805.000,52686,4,EM,1,100,PS
1733303871.162528,335855.250,52718,4,EM,1,100,RS
1733303871.212778,335905.500,52718,4,EM,1,100,RB
1733303871.263028,335955.750,52718,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303871.313278,336006.000,52718,4,EM,1,100,PS
1733303871.363529,336056.250,52753,4,EM,1,100,RS
1733303871.413779,336106.500,52753,4,EM,1,100,RB
1733303871.464029,336156.750,52753,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303871.514279,336207.000,52753,4,EM,1,100,PS
1733303871.564529,336257.250,52787,4,EM,1,100,RS
1733303871.614779,336307.500,52787,4,EM,1,100,RB
1733303871.665030,336357.750,52787,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303871.715280,336408.000,52787,4,EM,1,100,PS
1733303871.766280,336459.000,52821,4,EM,1,100,RS
1733303871.817280,336510.000,52821,4,EM,1,100,RB
1733303871.868280,336561.000,52821,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303871.919280,336612.000,52821,4,EM,1,100,PS
1733303871.969531,336662.250,52852,4,EM,1,100,RS
1733303872.019781,336712.500,52852,4,EM,1,100,RB
1733303872.070031,336762.750,52852,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303872.120281,336813.000,52852,4,EM,1,100,PS
1733303872.170531,336863.250,52886,4,EM,1,100,RS
1733303872.220781,336913.500,52886,4,EM,1,100,RB
1733303872.271031,336963.750,52886,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303872.321281,337014.000,52886,4,EM,1,100,PS
1733303872.371532,337064.250,52920,4,EM,1,100,RS
1733303872.421782,337114.500,52920,4,EM,1,100,RB
1733303872.472032,337164.750,52920,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303872.522282,337215.000,52920,4,EM,1,100,PS
1733303872.573282,337266.000,52953,4,EM,1,100,RS
1733303872.624282,337317.000,52953,4,EM,1,100,RB
1733303872.675282,337368.000,52953,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303872.726283,337419.000,52953,4,EM,1,100,PS
1733303872.776533,337469.250,52986,4,EM,1,100,RS
1733303872.826783,337519.500,52986,4,EM,1,100,RB
1733303872.877033,337569.750,52986,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303872.927283,337620.000,52986,4,EM,1,100,PS
1733303872.977533,337670.250,53018,4,EM,1,100,RS
1733303873.027784,337720.500,53018,4,EM,1,100,RB
1733303873.078034,337770.750,53018,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303873.128284,337821.000,53018,4,EM,1,100,PS
1733303873.179284,337872.000,53054,4,EM,1,100,RS
1733303873.230284,337923.000,53054,4,EM,1,100,RB
1733303873.281284,337974.000,53054,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303873.332284,338025.000,53054,4,EM,1,100,PS
1733303873.382535,338075.250,53086,4,EM,1,100,RS
1733303873.432785,338125.500,53086,4,EM,1,100,RB
1733303873.483035,338175.750,53086,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303873.533285,338226.000,53086,4,EM,1,100,PS
1733303873.583535,338276.250,53119,4,EM,1,100,RS
1733303873.633785,338326.500,53119,4,EM,1,100,RB
1733303873.684036,338376.750,53119,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303873.734286,338427.000,53119,4,EM,1,100,PS
1733303873.784536,338477.250,53153,4,EM,1,100,RS
1733303873.834786,338527.500,53153,4,EM,1,100,RB
1733303873.885036,338577.750,53153,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303873.935286,338628.000,53153,4,EM,1,100,PS
1733303873.985536,338678.250,53186,4,EM,1,100,RS
1733303874.035787,338728.500,53186,4,EM,1,100,RB
1733303874.086037,338778.750,53186,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303874.136287,338829.000,53186,4,EM,1,100,PS
1733303874.186537,338879.250,53218,4,EM,1,100,RS
1733303874.236787,338929.500,53218,4,EM,1,100,RB
1733303874.287037,338979.750,53218,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303874.337287,339030.000,53218,4,EM,1,100,PS
1733303874.387537,339080.250,53252,4,EM,1,100,RS
1733303874.437788,339130.500,53252,4,EM,1,100,RB
1733303874.488038,339180.750,53252,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303874.538288,339231.000,53252,4,EM,1,100,PS
1733303874.588538,339281.250,53285,4,EM,1,100,RS
1733303874.638788,339331.500,53285,4,EM,1,100,RB
1733303874.689039,339381.750,53285,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303874.739289,339432.000,53285,4,EM,1,100,PS
1733303874.808039,339500.750,53324,4,EM,1,100,RS
1733303874.876789,339569.500,53324,4,EM,1,100,RB
1733303874.945539,339638.250,53324,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303875.014289,339707.000,53324,4,EM,1,100,PS
1733303875.064540,339757.250,53358,4,EM,1,100,RS
1733303875.114790,339807.500,53358,4,EM,1,100,RB
1733303875.165040,339857.750,53358,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303875.215290,339908.000,53358,4,EM,1,100,PS
1733303875.265540,339958.250,53389,4,EM,1,100,RS
1733303875.315790,340008.500,53389,4,EM,1,100,RB
1733303875.366040,340058.750,53389,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303875.416291,340109.000,53389,4,EM,1,100,PS
1733303875.466541,340159.250,53425,4,EM,1,100,RS
1733303875.516791,340209.500,53425,4,EM,1,100,RB
1733303875.567041,340259.750,53425,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303875.617291,340310.000,53425,4,EM,1,100,PS
1733303875.667541,340360.250,53456,4,EM,1,100,RS
1733303875.717792,340410.500,53456,4,EM,1,100,RB
1733303875.768042,340460.750,53456,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303875.818292,340511.000,53456,4,EM,1,100,PS
1733303875.868542,340561.250,53490,4,EM,1,100,RS
1733303875.918792,340611.500,53490,4,EM,1,100,RB
1733303875.969042,340661.750,53490,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303876.019292,340712.000,53490,4,EM,1,100,PS
1733303876.069542,340762.250,53522,4,EM,1,100,RS
1733303876.119793,340812.500,53522,4,EM,1,100,RB
1733303876.170043,340862.750,53522,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303876.220293,340913.000,53522,4,EM,1,100,PS
1733303876.270543,340963.250,53555,4,EM,1,100,RS
1733303876.320793,341013.500,53555,4,EM,1,100,RB
1733303876.371043,341063.750,53555,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303876.421293,341114.000,53555,4,EM,1,100,PS
1733303876.472294,341165.000,53591,4,EM,1,100,RS
1733303876.523294,341216.000,53591,4,EM,1,100,RB
1733303876.574294,341267.000,53591,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303876.625294,341318.000,53591,4,EM,1,100,PS
1733303876.675544,341368.250,53624,4,EM,1,100,RS
1733303876.725795,341418.500,53624,4,EM,1,100,RB
1733303876.776045,341468.750,53624,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303876.826295,341519.000,53624,4,EM,1,100,PS
1733303876.876545,341569.250,53656,4,EM,1,100,RS
1733303876.926795,341619.500,53656,4,EM,1,100,RB
1733303876.977045,341669.750,53656,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303877.027295,341720.000,53656,4,EM,1,100,PS
1733303877.077796,341770.500,53692,4,EM,1,100,RS
1733303877.128296,341821.000,53692,4,EM,1,100,RB
1733303877.178796,341871.500,53692,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303877.229296,341922.000,53692,4,EM,1,100,PS
1733303877.279296,341972.000,53723,4,EM,1,100,RS
1733303877.329296,342022.000,53723,4,EM,1,100,RB
1733303877.379296,342072.000,53723,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303877.429296,342122.000,53723,4,EM,1,100,PS
1733303877.480297,342173.000,53757,4,EM,1,100,RS
1733303877.531297,342224.000,53757,4,EM,1,100,RB
1733303877.582297,342275.000,53757,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303877.633297,342326.000,53757,4,EM,1,100,PS
1733303877.683297,342376.000,53788,4,EM,1,100,RS
1733303877.733297,342426.000,53788,4,EM,1,100,RB
1733303877.783298,342476.000,53788,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303877.833298,342526.000,53788,4,EM,1,100,PS
1733303877.883548,342576.250,53822,4,EM,1,100,RS
1733303877.933798,342626.500,53822,4,EM,1,100,RB
1733303877.984048,342676.750,53822,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303878.034298,342727.000,53822,4,EM,1,100,PS
1733303878.085299,342778.000,53856,4,EM,1,100,RS
1733303878.136299,342829.000,53856,4,EM,1,100,RB
1733303878.187299,342880.000,53856,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303878.238299,342931.000,53856,4,EM,1,100,PS
1733303878.288549,342981.250,53889,4,EM,1,100,RS
1733303878.338799,343031.500,53889,4,EM,1,100,RB
1733303878.389049,343081.750,53889,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303878.439300,343132.000,53889,4,EM,1,100,PS
1733303878.489550,343182.250,53921,4,EM,1,100,RS
1733303878.539800,343232.500,53921,4,EM,1,100,RB
1733303878.590050,343282.750,53921,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303878.640300,343333.000,53921,4,EM,1,100,PS
1733303878.691050,343383.750,53954,4,EM,1,100,RS
1733303878.741800,343434.500,53954,4,EM,1,100,RB
1733303878.792551,343485.250,53954,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303878.843301,343536.000,53954,4,EM,1,100,PS
1733303878.893051,343585.750,53989,4,EM,1,100,RS
1733303878.942801,343635.500,53989,4,EM,1,100,RB
1733303878.992551,343685.250,53989,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303879.042301,343735.000,53989,4,EM,1,100,PS
1733303879.092551,343785.250,54022,4,EM,1,100,RS
1733303879.142802,343835.500,54022,4,EM,1,100,RB
1733303879.193052,343885.750,54022,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303879.243302,343936.000,54022,4,EM,1,100,PS
1733303879.293552,343986.250,54055,4,EM,1,100,RS
1733303879.343802,344036.500,54055,4,EM,1,100,RB
1733303879.394052,344086.750,54055,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303879.444302,344137.000,54055,4,EM,1,100,PS
1733303879.494553,344187.250,54087,4,EM,1,100,RS
1733303879.544803,344237.500,54087,4,EM,1,100,RB
1733303879.595053,344287.750,54087,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303879.645303,344338.000,54087,4,EM,1,100,PS
1733303879.695553,344388.250,54121,4,EM,1,100,RS
1733303879.745803,344438.500,54121,4,EM,1,100,RB
1733303879.796053,344488.750,54121,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303879.846304,344539.000,54121,4,EM,1,100,PS
1733303879.917804,344610.500,54159,4,EM,1,100,RS
1733303879.989304,344682.000,54159,4,EM,1,100,RB
1733303880.060804,344753.500,54159,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303880.132304,344825.000,54159,4,EM,1,100,PS
1733303880.182554,344875.250,54193,4,EM,1,100,RS
1733303880.232805,344925.500,54193,4,EM,1,100,RB
1733303880.283055,344975.750,54193,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303880.333305,345026.000,54193,4,EM,1,100,PS
1733303880.383555,345076.250,54224,4,EM,1,100,RS
1733303880.433805,345126.500,54224,4,EM,1,100,RB
1733303880.484056,345176.750,54224,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303880.534306,345227.000,54224,4,EM,1,100,PS
1733303880.584556,345277.250,54258,4,EM,1,100,RS
1733303880.634806,345327.500,54258,4,EM,1,100,RB
1733303880.685056,345377.750,54258,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303880.735306,345428.000,54258,4,EM,1,100,PS
1733303880.785556,345478.250,54293,4,EM,1,100,RS
1733303880.835807,345528.500,54293,4,EM,1,100,RB
1733303880.886057,345578.750,54293,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303880.936307,345629.000,54293,4,EM,1,100,PS
1733303880.986557,345679.250,54325,4,EM,1,100,RS
1733303881.036807,345729.500,54325,4,EM,1,100,RB
1733303881.087057,345779.750,54325,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303881.137307,345830.000,54325,4,EM,1,100,PS
1733303881.187557,345880.250,54359,4,EM,1,100,RS
1733303881.237808,345930.500,54359,4,EM,1,100,RB
1733303881.288058,345980.750,54359,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303881.338308,346031.000,54359,4,EM,1,100,PS
1733303881.388558,346081.250,54395,4,EM,1,100,RS
1733303881.438808,346131.500,54395,4,EM,1,100,RB
1733303881.489058,346181.750,54395,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303881.539309,346232.000,54395,4,EM,1,100,PS
1733303881.589559,346282.250,54428,4,EM,1,100,RS
1733303881.639809,346332.500,54428,4,EM,1,100,RB
1733303881.690059,346382.750,54428,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303881.740309,346433.000,54428,4,EM,1,100,PS
1733303881.790559,346483.250,54460,4,EM,1,100,RS
1733303881.840809,346533.500,54460,4,EM,1,100,RB
1733303881.891060,346583.750,54460,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303881.941310,346634.000,54460,4,EM,1,100,PS
1733303881.991810,346684.500,54493,4,EM,1,100,RS
1733303882.042310,346735.000,54493,4,EM,1,100,RB
1733303882.092810,346785.500,54493,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303882.143310,346836.000,54493,4,EM,1,100,PS
1733303882.193561,346886.250,54525,4,EM,1,100,RS
1733303882.243811,346936.500,54525,4,EM,1,100,RB
1733303882.294061,346986.750,54525,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303882.344311,347037.000,54525,4,EM,1,100,PS
1733303882.394561,347087.250,54561,4,EM,1,100,RS
1733303882.444811,347137.500,54561,4,EM,1,100,RB
1733303882.495061,347187.750,54561,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303882.545311,347238.000,54561,4,EM,1,100,PS
1733303882.595562,347288.250,54592,4,EM,1,100,RS
1733303882.645812,347338.500,54592,4,EM,1,100,RB
1733303882.696062,347388.750,54592,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303882.746312,347439.000,54592,4,EM,1,100,PS
1733303882.796562,347489.250,54626,4,EM,1,100,RS
1733303882.846812,347539.500,54626,4,EM,1,100,RB
1733303882.897063,347589.750,54626,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303882.947313,347640.000,54626,4,EM,1,100,PS
1733303882.997563,347690.250,54657,4,EM,1,100,RS
1733303883.047813,347740.500,54657,4,EM,1,100,RB
1733303883.098063,347790.750,54657,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303883.148313,347841.000,54657,4,EM,1,100,PS
1733303883.198563,347891.250,54693,4,EM,1,100,RS
1733303883.248814,347941.500,54693,4,EM,1,100,RB
1733303883.299064,347991.750,54693,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303883.349314,348042.000,54693,4,EM,1,100,PS
1733303883.399564,348092.250,54725,4,EM,1,100,RS
1733303883.449814,348142.500,54725,4,EM,1,100,RB
1733303883.500064,348192.750,54725,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303883.550314,348243.000,54725,4,EM,1,100,PS
1733303883.600565,348293.250,54758,4,EM,1,100,RS
1733303883.650815,348343.500,54758,4,EM,1,100,RB
1733303883.701065,348393.750,54758,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303883.751315,348444.000,54758,4,EM,1,100,PS
1733303883.801565,348494.250,54790,4,EM,1,100,RS
1733303883.851815,348544.500,54790,4,EM,1,100,RB
1733303883.902066,348594.750,54790,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303883.952316,348645.000,54790,4,EM,1,100,PS
1733303884.002566,348695.250,54823,4,EM,1,100,RS
1733303884.052816,348745.500,54823,4,EM,1,100,RB
1733303884.103066,348795.750,54823,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303884.153316,348846.000,54823,4,EM,1,100,PS
1733303884.203566,348896.250,54857,4,EM,1,100,RS
1733303884.253817,348946.500,54857,4,EM,1,100,RB
1733303884.304067,348996.750,54857,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303884.354317,349047.000,54857,4,EM,1,100,PS
1733303884.405567,349098.250,54891,4,EM,1,100,RS
1733303884.456817,349149.500,54891,4,EM,1,100,RB
1733303884.508067,349200.750,54891,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303884.559317,349252.000,54891,4,EM,1,100,PS
1733303884.609568,349302.250,54922,4,EM,1,100,RS
1733303884.659818,349352.500,54922,4,EM,1,100,RB
1733303884.710068,349402.750,54922,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303884.760318,349453.000,54922,4,EM,1,100,PS
1733303884.810568,349503.250,54958,4,EM,1,100,RS
1733303884.860818,349553.500,54958,4,EM,1,100,RB
1733303884.911068,349603.750,54958,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303884.961319,349654.000,54958,4,EM,1,100,PS
1733303885.036069,349728.750,54997,4,EM,1,100,RS
1733303885.110819,349803.500,54997,4,EM,1,100,RB
1733303885.185569,349878.250,54997,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303885.260319,349953.000,54997,4,EM,1,100,PS
1733303885.311320,350004.000,55028,4,EM,1,100,RS
1733303885.362320,350055.000,55028,4,EM,1,100,RB
1733303885.413320,350106.000,55028,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303885.464320,350157.000,55028,4,EM,1,100,PS
1733303885.514320,350207.000,55062,4,EM,1,100,RS
1733303885.564320,350257.000,55062,4,EM,1,100,RB
1733303885.614321,350307.000,55062,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303885.664321,350357.000,55062,4,EM,1,100,PS
1733303885.714571,350407.250,55095,4,EM,1,100,RS
1733303885.764821,350457.500,55095,4,EM,1,100,RB
1733303885.815071,350507.750,55095,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303885.865321,350558.000,55095,4,EM,1,100,PS
1733303885.915571,350608.250,55129,4,EM,1,100,RS
1733303885.965822,350658.500,55129,4,EM,1,100,RB
1733303886.016072,350708.750,55129,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303886.066322,350759.000,55129,4,EM,1,100,PS
1733303886.116572,350809.250,55162,4,EM,1,100,RS
1733303886.166822,350859.500,55162,4,EM,1,100,RB
1733303886.217072,350909.750,55162,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303886.267323,350960.000,55162,4,EM,1,100,PS
1733303886.317573,351010.250,55194,4,EM,1,100,RS
1733303886.367823,351060.500,55194,4,EM,1,100,RB
1733303886.418073,351110.750,55194,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303886.468323,351161.000,55194,4,EM,1,100,PS
1733303886.518573,351211.250,55230,4,EM,1,100,RS
1733303886.568823,351261.500,55230,4,EM,1,100,RB
1733303886.619073,351311.750,55230,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303886.669324,351362.000,55230,4,EM,1,100,PS
1733303886.719574,351412.250,55264,4,EM,1,100,RS
1733303886.769824,351462.500,55264,4,EM,1,100,RB
1733303886.820074,351512.750,55264,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303886.870324,351563.000,55264,4,EM,1,100,PS
1733303886.920574,351613.250,55297,4,EM,1,100,RS
1733303886.970824,351663.500,55297,4,EM,1,100,RB
1733303887.021075,351713.750,55297,4,EM,1,100,2024-12-04_16-17-23-034388.csv
1733303887.071325,351764.000,55297,4,EM,1,100,PS
