LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1733303863.092254,327785.000,51382,2,PR,1,100,155980
1733303863.132255,327825.000,51398,3,PR,1,100,155965
1733303863.172255,327865.000,51398,3,PR,1,100,156007
1733303863.212255,327905.000,51398,3,PR,1,100,155980
1733303863.252255,327945.000,51414,2,PR,1,100,155973
1733303863.292255,327985.000,51414,2,PR,1,100,155983
1733303863.332255,328025.000,51430,3,PR,1,100,155982
1733303863.372255,328065.000,51430,3,PR,1,100,155992
1733303863.412255,328105.000,51430,3,PR,1,100,156009
1733303863.452255,328145.000,51450,2,PR,1,100,156028
1733303863.492256,328185.000,51450,2,PR,1,100,156044
1733303863.532256,328225.000,51466,3,PR,1,100,156073
1733303863.572256,328265.000,51466,3,PR,1,100,156097
1733303863.612256,328305.000,51466,3,PR,1,100,156117
1733303863.652256,328345.000,51481,2,PR,1,100,156138
1733303863.692256,328385.000,51481,2,PR,1,100,156150
1733303863.732256,328425.000,51498,3,PR,1,100,156165
1733303863.772256,328465.000,51498,3,PR,1,100,156176
1733303863.812257,328505.000,51498,3,PR,1,100,156126
1733303863.852257,328545.000,51515,2,PR,1,100,156075
1733303863.892257,328585.000,51515,2,PR,1,100,156044
1733303863.932257,328625.000,51531,3,PR,1,100,156010
1733303863.972257,328665.000,51531,3,PR,1,100,156019
1733303864.012257,328705.000,51531,3,PR,1,100,156027
1733303864.052257,328745.000,51547,3,PR,1,100,156036
1733303864.092257,328785.000,51547,3,PR,1,100,156044
1733303864.132257,328825.000,51547,3,PR,1,100,156021
1733303864.172258,328865.000,51563,2,PR,1,100,156015
1733303864.212258,328905.000,51563,2,PR,1,100,156022
1733303864.252258,328945.000,51580,3,PR,1,100,156054
1733303864.292258,328985.000,51580,3,PR,1,100,156051
1733303864.332258,329025.000,51580,3,PR,1,100,156075
1733303864.372258,329065.000,51598,2,PR,1,100,156103
1733303864.412258,329105.000,51598,2,PR,1,100,156117
1733303864.452258,329145.000,51614,2,PR,1,100,156129
1733303864.492259,329185.000,51614,2,PR,1,100,156151
1733303864.536592,329229.333,51630,3,PR,1,100,156160
1733303864.580925,329273.667,51630,3,PR,1,100,156143
1733303864.625259,329318.000,51630,3,PR,1,100,156061
1733303864.665259,329358.000,51652,3,PR,1,100,156001
1733303864.705259,329398.000,51652,3,PR,1,100,155983
1733303864.745259,329438.000,51652,3,PR,1,100,155983
1733303864.785259,329478.000,51669,3,PR,1,100,156000
1733303864.825259,329518.000,51669,3,PR,1,100,156001
1733303864.865260,329558.000,51669,3,PR,1,100,155994
1733303864.905260,329598.000,51686,3,PR,1,100,155994
1733303864.945260,329638.000,51686,3,PR,1,100,155994
1733303864.985260,329678.000,51686,3,PR,1,100,155982
1733303865.025260,329718.000,51702,2,PR,1,100,156009
1733303865.065260,329758.000,51702,2,PR,1,100,156033
1733303865.105260,329798.000,51720,3,PR,1,100,156029
1733303865.145260,329838.000,51720,3,PR,1,100,156039
1733303865.185261,329878.000,51720,3,PR,1,100,156069
1733303865.225261,329918.000,51736,2,PR,1,100,156087
1733303865.265261,329958.000,51736,2,PR,1,100,156098
1733303865.305261,329998.000,51753,3,PR,1,100,156115
1733303865.345261,330038.000,51753,3,PR,1,100,156052
1733303865.385261,330078.000,51753,3,PR,1,100,155976
1733303865.425261,330118.000,51770,2,PR,1,100,155953
1733303865.465261,330158.000,51770,2,PR,1,100,155915
1733303865.505261,330198.000,51785,3,PR,1,100,155922
1733303865.545262,330238.000,51785,3,PR,1,100,155913
1733303865.585262,330278.000,51785,3,PR,1,100,155920
1733303865.625262,330318.000,51801,2,PR,1,100,155935
1733303865.665262,330358.000,51801,2,PR,1,100,155922
1733303865.705262,330398.000,51819,3,PR,1,100,155917
1733303865.745262,330438.000,51819,3,PR,1,100,155936
1733303865.785262,330478.000,51819,3,PR,1,100,155944
1733303865.825263,330518.000,51835,2,PR,1,100,155947
1733303865.865263,330558.000,51835,2,PR,1,100,155981
1733303865.905263,330598.000,51852,3,PR,1,100,156020
1733303865.945263,330638.000,51852,3,PR,1,100,156014
1733303865.985263,330678.000,51852,3,PR,1,100,156038
1733303866.025263,330718.000,51868,3,PR,1,100,156024
1733303866.065263,330758.000,51868,3,PR,1,100,156050
1733303866.105263,330798.000,51868,3,PR,1,100,156045
1733303866.145263,330838.000,51886,2,PR,1,100,155966
1733303866.185263,330878.000,51886,2,PR,1,100,155924
1733303866.225264,330918.000,51902,3,PR,1,100,155866
1733303866.265264,330958.000,51902,3,PR,1,100,155826
1733303866.305264,330998.000,51902,3,PR,1,100,155817
1733303866.345264,331038.000,51917,2,PR,1,100,155839
1733303866.385264,331078.000,51917,2,PR,1,100,155842
1733303866.425264,331118.000,51934,3,PR,1,100,155826
1733303866.465264,331158.000,51934,3,PR,1,100,155817
1733303866.505265,331198.000,51934,3,PR,1,100,155809
1733303866.545264,331238.000,51953,2,PR,1,100,155819
1733303866.585265,331278.000,51953,2,PR,1,100,155824
1733303866.625265,331318.000,51969,3,PR,1,100,155853
1733303866.665265,331358.000,51969,3,PR,1,100,155856
1733303866.705265,331398.000,51969,3,PR,1,100,155863
1733303866.745265,331438.000,51988,2,PR,1,100,155865
1733303866.785265,331478.000,51988,2,PR,1,100,155885
1733303866.825265,331518.000,52003,3,PR,1,100,155920
1733303866.865265,331558.000,52003,3,PR,1,100,155938
1733303866.905266,331598.000,52003,3,PR,1,100,155984
1733303866.945266,331638.000,52020,2,PR,1,100,155962
1733303866.985266,331678.000,52020,2,PR,1,100,155885
1733303867.025266,331718.000,52037,3,PR,1,100,155840
1733303867.065266,331758.000,52037,3,PR,1,100,155769
1733303867.105266,331798.000,52037,3,PR,1,100,155737
1733303867.145266,331838.000,52054,2,PR,1,100,155738
1733303867.185266,331878.000,52054,2,PR,1,100,155731
1733303867.225266,331918.000,52068,3,PR,1,100,155729
1733303867.265267,331958.000,52068,3,PR,1,100,155771
1733303867.305267,331998.000,52068,3,PR,1,100,155845
1733303867.345267,332038.000,52085,3,PR,1,100,155860
1733303867.385267,332078.000,52085,3,PR,1,100,155864
1733303867.425267,332118.000,52085,3,PR,1,100,155830
1733303867.465267,332158.000,52104,2,PR,1,100,155837
1733303867.505267,332198.000,52104,2,PR,1,100,155852
1733303867.545268,332238.000,52121,3,PR,1,100,155868
1733303867.585268,332278.000,52121,3,PR,1,100,155904
1733303867.625268,332318.000,52121,3,PR,1,100,155912
1733303867.665268,332358.000,52135,2,PR,1,100,155917
1733303867.705268,332398.000,52135,2,PR,1,100,155942
1733303867.745268,332438.000,52153,3,PR,1,100,155964
1733303867.785268,332478.000,52153,3,PR,1,100,155932
1733303867.825268,332518.000,52153,3,PR,1,100,155873
1733303867.865268,332558.000,52169,2,PR,1,100,155810
1733303867.905268,332598.000,52169,2,PR,1,100,155770
1733303867.945269,332638.000,52186,3,PR,1,100,155763
1733303867.985269,332678.000,52186,3,PR,1,100,155776
1733303868.025269,332718.000,52186,3,PR,1,100,155772
1733303868.065269,332758.000,52201,2,PR,1,100,155748
1733303868.105269,332798.000,52201,2,PR,1,100,155675
1733303868.149603,332842.333,52218,3,PR,1,100,155583
1733303868.193936,332886.667,52218,3,PR,1,100,155556
1733303868.238270,332931.000,52218,3,PR,1,100,155558
1733303868.278270,332971.000,52234,2,PR,1,100,155584
1733303868.318270,333011.000,52234,2,PR,1,100,155629
1733303868.358270,333051.000,52253,3,PR,1,100,155644
1733303868.398270,333091.000,52253,3,PR,1,100,155666
1733303868.438270,333131.000,52253,3,PR,1,100,155694
1733303868.478270,333171.000,52268,2,PR,1,100,155728
1733303868.518270,333211.000,52268,2,PR,1,100,155721
1733303868.558270,333251.000,52285,3,PR,1,100,155724
1733303868.598271,333291.000,52285,3,PR,1,100,155735
1733303868.638271,333331.000,52285,3,PR,1,100,155731
1733303868.678271,333371.000,52301,2,PR,1,100,155718
1733303868.718271,333411.000,52301,2,PR,1,100,155658
1733303868.758271,333451.000,52319,3,PR,1,100,155632
1733303868.798271,333491.000,52319,3,PR,1,100,155622
1733303868.838271,333531.000,52319,3,PR,1,100,155611
1733303868.878271,333571.000,52334,2,PR,1,100,155621
1733303868.918272,333611.000,52334,2,PR,1,100,155655
1733303868.958272,333651.000,52350,3,PR,1,100,155659
1733303868.998272,333691.000,52350,3,PR,1,100,155656
1733303869.038272,333731.000,52350,3,PR,1,100,155657
1733303869.078272,333771.000,52367,2,PR,1,100,155628
1733303869.118272,333811.000,52367,2,PR,1,100,155669
1733303869.158272,333851.000,52386,3,PR,1,100,155691
1733303869.198272,333891.000,52386,3,PR,1,100,155744
1733303869.238272,333931.000,52386,3,PR,1,100,155773
1733303869.278273,333971.000,52402,2,PR,1,100,155763
1733303869.318273,334011.000,52402,2,PR,1,100,155767
1733303869.358273,334051.000,52418,3,PR,1,100,155801
1733303869.398273,334091.000,52418,3,PR,1,100,155807
1733303869.438273,334131.000,52418,3,PR,1,100,155771
1733303869.478273,334171.000,52434,2,PR,1,100,155710
1733303869.518273,334211.000,52434,2,PR,1,100,155672
1733303869.558273,334251.000,52451,3,PR,1,100,155654
1733303869.598274,334291.000,52451,3,PR,1,100,155691
1733303869.638274,334331.000,52451,3,PR,1,100,155682
1733303869.678274,334371.000,52467,3,PR,1,100,155688
1733303869.718274,334411.000,52467,3,PR,1,100,155721
1733303869.758274,334451.000,52467,3,PR,1,100,155698
1733303869.798274,334491.000,52488,3,PR,1,100,155705
1733303869.838274,334531.000,52488,3,PR,1,100,155701
1733303869.878274,334571.000,52488,3,PR,1,100,155703
1733303869.918274,334611.000,52506,3,PR,1,100,155726
1733303869.958275,334651.000,52506,3,PR,1,100,155732
1733303869.998275,334691.000,52506,3,PR,1,100,155754
1733303870.038275,334731.000,52522,2,PR,1,100,155803
1733303870.078275,334771.000,52522,2,PR,1,100,155823
1733303870.118275,334811.000,52539,3,PR,1,100,155846
1733303870.158275,334851.000,52539,3,PR,1,100,155833
1733303870.198275,334891.000,52539,3,PR,1,100,155768
1733303870.238275,334931.000,52556,2,PR,1,100,155721
1733303870.278275,334971.000,52556,2,PR,1,100,155674
1733303870.318276,335011.000,52571,3,PR,1,100,155664
1733303870.358276,335051.000,52571,3,PR,1,100,155677
1733303870.398276,335091.000,52571,3,PR,1,100,155671
1733303870.438276,335131.000,52588,3,PR,1,100,155690
1733303870.478276,335171.000,52588,3,PR,1,100,155675
1733303870.518276,335211.000,52588,3,PR,1,100,155665
1733303870.558276,335251.000,52604,2,PR,1,100,155686
1733303870.598276,335291.000,52604,2,PR,1,100,155701
1733303870.638277,335331.000,52623,3,PR,1,100,155709
1733303870.678277,335371.000,52623,3,PR,1,100,155737
1733303870.718277,335411.000,52623,3,PR,1,100,155769
1733303870.758277,335451.000,52640,2,PR,1,100,155763
1733303870.798277,335491.000,52640,2,PR,1,100,155794
1733303870.838277,335531.000,52655,3,PR,1,100,155826
1733303870.878277,335571.000,52655,3,PR,1,100,155838
1733303870.918278,335611.000,52655,3,PR,1,100,155820
1733303870.958277,335651.000,52671,2,PR,1,100,155766
1733303870.998278,335691.000,52671,2,PR,1,100,155724
1733303871.038278,335731.000,52689,3,PR,1,100,155685
1733303871.078278,335771.000,52689,3,PR,1,100,155663
1733303871.118278,335811.000,52689,3,PR,1,100,155652
1733303871.158278,335851.000,52705,2,PR,1,100,155653
1733303871.198278,335891.000,52705,2,PR,1,100,155653
1733303871.238278,335931.000,52720,3,PR,1,100,155683
1733303871.278278,335971.000,52720,3,PR,1,100,155681
1733303871.318279,336011.000,52720,3,PR,1,100,155680
1733303871.358279,336051.000,52736,2,PR,1,100,155680
1733303871.398279,336091.000,52736,2,PR,1,100,155681
1733303871.438279,336131.000,52756,3,PR,1,100,155631
1733303871.478279,336171.000,52756,3,PR,1,100,155625
1733303871.518279,336211.000,52756,3,PR,1,100,155681
1733303871.558279,336251.000,52774,2,PR,1,100,155738
1733303871.598279,336291.000,52774,2,PR,1,100,155788
1733303871.638279,336331.000,52789,3,PR,1,100,155813
1733303871.678280,336371.000,52789,3,PR,1,100,155857
1733303871.718280,336411.000,52789,3,PR,1,100,155849
1733303871.758280,336451.000,52806,2,PR,1,100,155833
1733303871.798280,336491.000,52806,2,PR,1,100,155789
1733303871.838280,336531.000,52823,3,PR,1,100,155742
1733303871.878280,336571.000,52823,3,PR,1,100,155712
1733303871.918280,336611.000,52823,3,PR,1,100,155718
1733303871.964781,336657.500,52839,2,PR,1,100,155728
1733303872.011281,336704.000,52839,2,PR,1,100,155743
1733303872.051281,336744.000,52855,3,PR,1,100,155743
1733303872.091281,336784.000,52855,3,PR,1,100,155737
1733303872.131281,336824.000,52855,3,PR,1,100,155743
1733303872.171281,336864.000,52871,2,PR,1,100,155727
1733303872.211281,336904.000,52871,2,PR,1,100,155757
1733303872.251281,336944.000,52890,3,PR,1,100,155774
1733303872.291281,336984.000,52890,3,PR,1,100,155795
1733303872.331281,337024.000,52890,3,PR,1,100,155820
1733303872.371282,337064.000,52906,2,PR,1,100,155853
1733303872.411282,337104.000,52906,2,PR,1,100,155860
1733303872.451282,337144.000,52923,3,PR,1,100,155891
1733303872.491282,337184.000,52923,3,PR,1,100,155898
1733303872.531282,337224.000,52923,3,PR,1,100,155896
1733303872.571282,337264.000,52938,2,PR,1,100,155920
1733303872.611282,337304.000,52938,2,PR,1,100,155893
1733303872.651283,337344.000,52955,3,PR,1,100,155813
1733303872.691283,337384.000,52955,3,PR,1,100,155790
1733303872.731283,337424.000,52955,3,PR,1,100,155780
1733303872.771283,337464.000,52972,2,PR,1,100,155757
1733303872.811283,337504.000,52972,2,PR,1,100,155784
1733303872.851283,337544.000,52988,3,PR,1,100,155764
1733303872.891283,337584.000,52988,3,PR,1,100,155773
1733303872.931283,337624.000,52988,3,PR,1,100,155800
1733303872.971283,337664.000,53003,2,PR,1,100,155787
1733303873.011284,337704.000,53003,2,PR,1,100,155771
1733303873.051284,337744.000,53023,3,PR,1,100,155803
1733303873.091284,337784.000,53023,3,PR,1,100,155811
1733303873.131284,337824.000,53023,3,PR,1,100,155820
1733303873.171284,337864.000,53039,3,PR,1,100,155863
1733303873.211284,337904.000,53039,3,PR,1,100,155873
1733303873.251284,337944.000,53039,3,PR,1,100,155867
1733303873.291284,337984.000,53056,2,PR,1,100,155906
1733303873.331285,338024.000,53056,2,PR,1,100,155904
1733303873.371284,338064.000,53071,3,PR,1,100,155875
1733303873.411285,338104.000,53071,3,PR,1,100,155832
1733303873.451285,338144.000,53071,3,PR,1,100,155778
1733303873.491285,338184.000,53088,2,PR,1,100,155763
1733303873.531285,338224.000,53088,2,PR,1,100,155756
1733303873.571285,338264.000,53104,3,PR,1,100,155738
1733303873.611285,338304.000,53104,3,PR,1,100,155770
1733303873.651285,338344.000,53104,3,PR,1,100,155792
1733303873.691286,338384.000,53121,2,PR,1,100,155767
1733303873.731286,338424.000,53121,2,PR,1,100,155769
1733303873.771286,338464.000,53138,3,PR,1,100,155776
1733303873.811286,338504.000,53138,3,PR,1,100,155778
1733303873.851286,338544.000,53138,3,PR,1,100,155789
1733303873.891286,338584.000,53155,2,PR,1,100,155814
1733303873.931286,338624.000,53155,2,PR,1,100,155823
1733303873.971286,338664.000,53171,3,PR,1,100,155850
1733303874.011286,338704.000,53171,3,PR,1,100,155839
1733303874.051287,338744.000,53171,3,PR,1,100,155880
1733303874.091287,338784.000,53189,2,PR,1,100,155909
1733303874.131287,338824.000,53189,2,PR,1,100,155872
1733303874.171287,338864.000,53203,3,PR,1,100,155821
1733303874.211287,338904.000,53203,3,PR,1,100,155740
1733303874.251287,338944.000,53203,3,PR,1,100,155720
1733303874.291287,338984.000,53220,3,PR,1,100,155708
1733303874.331287,339024.000,53220,3,PR,1,100,155726
1733303874.371288,339064.000,53220,3,PR,1,100,155696
1733303874.411288,339104.000,53237,2,PR,1,100,155702
1733303874.451288,339144.000,53237,2,PR,1,100,155719
1733303874.491288,339184.000,53254,3,PR,1,100,155696
1733303874.531288,339224.000,53254,3,PR,1,100,155717
1733303874.571288,339264.000,53254,3,PR,1,100,155723
1733303874.611288,339304.000,53270,2,PR,1,100,155733
1733303874.651288,339344.000,53270,2,PR,1,100,155734
1733303874.691288,339384.000,53287,3,PR,1,100,155751
1733303874.731289,339424.000,53287,3,PR,1,100,155780
1733303874.771289,339464.000,53287,3,PR,1,100,155772
1733303874.811289,339504.000,53304,2,PR,1,100,155801
1733303874.851289,339544.000,53304,2,PR,1,100,155803
1733303874.891289,339584.000,53326,4,PR,1,100,155828
1733303874.931289,339624.000,53326,4,PR,1,100,155873
1733303874.971289,339664.000,53326,4,PR,1,100,155858
1733303875.011289,339704.000,53326,4,PR,1,100,155819
1733303875.051290,339744.000,53343,2,PR,1,100,155732
1733303875.091290,339784.000,53343,2,PR,1,100,155703
1733303875.131290,339824.000,53360,3,PR,1,100,155714
1733303875.171290,339864.000,53360,3,PR,1,100,155700
1733303875.211290,339904.000,53360,3,PR,1,100,155703
1733303875.251290,339944.000,53374,2,PR,1,100,155729
1733303875.291290,339984.000,53374,2,PR,1,100,155724
1733303875.331290,340024.000,53393,3,PR,1,100,155718
1733303875.371290,340064.000,53393,3,PR,1,100,155714
1733303875.411291,340104.000,53393,3,PR,1,100,155739
1733303875.451291,340144.000,53410,2,PR,1,100,155737
1733303875.491291,340184.000,53410,2,PR,1,100,155751
1733303875.531291,340224.000,53427,3,PR,1,100,155782
1733303875.571291,340264.000,53427,3,PR,1,100,155778
1733303875.611291,340304.000,53427,3,PR,1,100,155799
1733303875.657791,340350.500,53441,2,PR,1,100,155832
1733303875.704291,340397.000,53441,2,PR,1,100,155838
1733303875.744292,340437.000,53459,3,PR,1,100,155872
1733303875.784292,340477.000,53459,3,PR,1,100,155841
1733303875.824292,340517.000,53459,3,PR,1,100,155803
1733303875.864292,340557.000,53475,2,PR,1,100,155742
1733303875.904292,340597.000,53475,2,PR,1,100,155708
1733303875.944292,340637.000,53492,3,PR,1,100,155719
1733303875.984292,340677.000,53492,3,PR,1,100,155695
1733303876.024292,340717.000,53492,3,PR,1,100,155717
1733303876.064292,340757.000,53507,2,PR,1,100,155711
1733303876.104293,340797.000,53507,2,PR,1,100,155708
1733303876.144293,340837.000,53524,3,PR,1,100,155679
1733303876.184293,340877.000,53524,3,PR,1,100,155679
1733303876.224293,340917.000,53524,3,PR,1,100,155694
1733303876.264293,340957.000,53540,2,PR,1,100,155675
1733303876.304293,340997.000,53540,2,PR,1,100,155699
1733303876.344293,341037.000,53559,3,PR,1,100,155695
1733303876.384294,341077.000,53559,3,PR,1,100,155669
1733303876.424294,341117.000,53559,3,PR,1,100,155703
1733303876.464294,341157.000,53576,2,PR,1,100,155718
1733303876.504294,341197.000,53576,2,PR,1,100,155721
1733303876.544294,341237.000,53593,3,PR,1,100,155679
1733303876.584294,341277.000,53593,3,PR,1,100,155617
1733303876.624294,341317.000,53593,3,PR,1,100,155564
1733303876.664294,341357.000,53609,3,PR,1,100,155554
1733303876.704294,341397.000,53609,3,PR,1,100,155521
1733303876.744294,341437.000,53609,3,PR,1,100,155499
1733303876.784295,341477.000,53627,2,PR,1,100,155510
1733303876.824295,341517.000,53627,2,PR,1,100,155514
1733303876.864295,341557.000,53642,3,PR,1,100,155512
1733303876.904295,341597.000,53642,3,PR,1,100,155489
1733303876.944295,341637.000,53642,3,PR,1,100,155493
1733303876.984295,341677.000,53658,2,PR,1,100,155488
1733303877.024295,341717.000,53658,2,PR,1,100,155513
1733303877.064296,341757.000,53677,3,PR,1,100,155518
1733303877.104295,341797.000,53677,3,PR,1,100,155533
1733303877.144296,341837.000,53677,3,PR,1,100,155538
1733303877.184296,341877.000,53694,2,PR,1,100,155542
1733303877.224296,341917.000,53694,2,PR,1,100,155572
1733303877.264296,341957.000,53710,3,PR,1,100,155606
1733303877.304296,341997.000,53710,3,PR,1,100,155618
1733303877.344296,342037.000,53710,3,PR,1,100,155649
1733303877.384296,342077.000,53726,2,PR,1,100,155625
1733303877.424296,342117.000,53726,2,PR,1,100,155593
1733303877.464297,342157.000,53742,3,PR,1,100,155530
1733303877.504297,342197.000,53742,3,PR,1,100,155477
1733303877.544297,342237.000,53742,3,PR,1,100,155428
1733303877.584297,342277.000,53759,2,PR,1,100,155421
1733303877.624297,342317.000,53759,2,PR,1,100,155409
1733303877.664297,342357.000,53775,3,PR,1,100,155412
1733303877.704297,342397.000,53775,3,PR,1,100,155391
1733303877.744298,342437.000,53775,3,PR,1,100,155397
1733303877.784297,342477.000,53791,2,PR,1,100,155394
1733303877.824298,342517.000,53791,2,PR,1,100,155399
1733303877.864298,342557.000,53807,3,PR,1,100,155403
1733303877.904298,342597.000,53807,3,PR,1,100,155401
1733303877.944298,342637.000,53807,3,PR,1,100,155393
1733303877.984298,342677.000,53826,3,PR,1,100,155396
1733303878.024298,342717.000,53826,3,PR,1,100,155454
1733303878.064298,342757.000,53826,3,PR,1,100,155469
1733303878.104299,342797.000,53843,2,PR,1,100,155484
1733303878.144299,342837.000,53843,2,PR,1,100,155505
1733303878.184299,342877.000,53858,3,PR,1,100,155528
1733303878.224299,342917.000,53858,3,PR,1,100,155534
1733303878.264299,342957.000,53858,3,PR,1,100,155545
1733303878.304299,342997.000,53874,2,PR,1,100,155583
1733303878.344299,343037.000,53874,2,PR,1,100,155545
1733303878.384299,343077.000,53892,3,PR,1,100,155495
1733303878.424299,343117.000,53892,3,PR,1,100,155434
1733303878.464299,343157.000,53892,3,PR,1,100,155403
1733303878.504300,343197.000,53908,2,PR,1,100,155357
1733303878.544300,343237.000,53908,2,PR,1,100,155300
1733303878.584300,343277.000,53923,3,PR,1,100,155302
1733303878.624300,343317.000,53923,3,PR,1,100,155302
1733303878.664300,343357.000,53923,3,PR,1,100,155312
1733303878.704300,343397.000,53939,2,PR,1,100,155327
1733303878.744300,343437.000,53939,2,PR,1,100,155338
1733303878.784301,343477.000,53959,3,PR,1,100,155366
1733303878.824301,343517.000,53959,3,PR,1,100,155379
1733303878.864301,343557.000,53959,3,PR,1,100,155409
1733303878.904301,343597.000,53975,2,PR,1,100,155431
1733303878.944301,343637.000,53975,2,PR,1,100,155423
1733303878.984301,343677.000,53991,3,PR,1,100,155437
1733303879.024301,343717.000,53991,3,PR,1,100,155442
1733303879.064301,343757.000,53991,3,PR,1,100,155448
1733303879.104301,343797.000,54007,2,PR,1,100,155469
1733303879.144302,343837.000,54007,2,PR,1,100,155491
1733303879.184302,343877.000,54024,3,PR,1,100,155513
1733303879.224302,343917.000,54024,3,PR,1,100,155546
1733303879.264302,343957.000,54024,3,PR,1,100,155559
1733303879.304302,343997.000,54040,3,PR,1,100,155511
1733303879.344302,344037.000,54040,3,PR,1,100,155444
1733303879.384302,344077.000,54040,3,PR,1,100,155406
1733303879.430802,344123.500,54058,2,PR,1,100,155414
1733303879.477303,344170.000,54058,2,PR,1,100,155380
1733303879.517303,344210.000,54072,2,PR,1,100,155424
1733303879.557303,344250.000,54072,2,PR,1,100,155410
1733303879.597303,344290.000,54089,3,PR,1,100,155432
1733303879.637303,344330.000,54089,3,PR,1,100,155442
1733303879.677303,344370.000,54089,3,PR,1,100,155448
1733303879.717303,344410.000,54106,2,PR,1,100,155457
1733303879.757303,344450.000,54106,2,PR,1,100,155455
1733303879.797303,344490.000,54125,3,PR,1,100,155478
1733303879.837304,344530.000,54125,3,PR,1,100,155528
1733303879.877304,344570.000,54125,3,PR,1,100,155575
1733303879.917304,344610.000,54139,3,PR,1,100,155599
1733303879.957304,344650.000,54139,3,PR,1,100,155632
1733303879.997304,344690.000,54139,3,PR,1,100,155640
1733303880.037304,344730.000,54162,3,PR,1,100,155561
1733303880.077304,344770.000,54162,3,PR,1,100,155531
1733303880.117304,344810.000,54162,3,PR,1,100,155548
1733303880.157305,344850.000,54178,3,PR,1,100,155544
1733303880.197305,344890.000,54178,3,PR,1,100,155525
1733303880.237305,344930.000,54178,3,PR,1,100,155489
1733303880.277305,344970.000,54195,2,PR,1,100,155463
1733303880.317305,345010.000,54195,2,PR,1,100,155466
1733303880.357305,345050.000,54211,3,PR,1,100,155468
1733303880.397305,345090.000,54211,3,PR,1,100,155476
1733303880.437305,345130.000,54211,3,PR,1,100,155485
1733303880.477305,345170.000,54227,2,PR,1,100,155482
1733303880.517306,345210.000,54227,2,PR,1,100,155477
1733303880.557306,345250.000,54243,3,PR,1,100,155486
1733303880.597306,345290.000,54243,3,PR,1,100,155494
1733303880.637306,345330.000,54243,3,PR,1,100,155504
1733303880.677306,345370.000,54262,2,PR,1,100,155512
1733303880.717306,345410.000,54262,2,PR,1,100,155528
1733303880.757306,345450.000,54279,3,PR,1,100,155534
1733303880.797306,345490.000,54279,3,PR,1,100,155563
1733303880.837306,345530.000,54279,3,PR,1,100,155597
1733303880.877307,345570.000,54295,2,PR,1,100,155607
1733303880.917307,345610.000,54295,2,PR,1,100,155548
1733303880.957307,345650.000,54310,3,PR,1,100,155488
1733303880.997307,345690.000,54310,3,PR,1,100,155450
1733303881.037307,345730.000,54310,3,PR,1,100,155423
1733303881.077307,345770.000,54328,2,PR,1,100,155417
1733303881.117307,345810.000,54328,2,PR,1,100,155430
1733303881.157307,345850.000,54344,3,PR,1,100,155429
1733303881.197308,345890.000,54344,3,PR,1,100,155418
1733303881.237308,345930.000,54344,3,PR,1,100,155436
1733303881.277308,345970.000,54361,2,PR,1,100,155415
1733303881.317308,346010.000,54361,2,PR,1,100,155427
1733303881.357308,346050.000,54378,3,PR,1,100,155453
1733303881.397308,346090.000,54378,3,PR,1,100,155461
1733303881.437308,346130.000,54378,3,PR,1,100,155479
1733303881.477309,346170.000,54397,2,PR,1,100,155499
1733303881.517308,346210.000,54397,2,PR,1,100,155504
1733303881.557309,346250.000,54413,3,PR,1,100,155525
1733303881.597309,346290.000,54413,3,PR,1,100,155556
1733303881.637309,346330.000,54413,3,PR,1,100,155561
1733303881.677309,346370.000,54430,3,PR,1,100,155577
1733303881.717309,346410.000,54430,3,PR,1,100,155522
1733303881.757309,346450.000,54430,3,PR,1,100,155462
1733303881.797309,346490.000,54445,2,PR,1,100,155411
1733303881.837309,346530.000,54445,2,PR,1,100,155360
1733303881.877310,346570.000,54462,3,PR,1,100,155333
1733303881.917310,346610.000,54462,3,PR,1,100,155350
1733303881.957310,346650.000,54462,3,PR,1,100,155324
1733303881.997310,346690.000,54478,2,PR,1,100,155323
1733303882.037310,346730.000,54478,2,PR,1,100,155338
1733303882.077310,346770.000,54496,3,PR,1,100,155313
1733303882.117310,346810.000,54496,3,PR,1,100,155301
1733303882.157310,346850.000,54496,3,PR,1,100,155306
1733303882.197310,346890.000,54510,2,PR,1,100,155329
1733303882.237311,346930.000,54510,2,PR,1,100,155339
1733303882.277311,346970.000,54529,3,PR,1,100,155361
1733303882.317311,347010.000,54529,3,PR,1,100,155378
1733303882.357311,347050.000,54529,3,PR,1,100,155379
1733303882.397311,347090.000,54546,2,PR,1,100,155393
1733303882.437311,347130.000,54546,2,PR,1,100,155421
1733303882.477311,347170.000,54563,3,PR,1,100,155435
1733303882.517311,347210.000,54563,3,PR,1,100,155448
1733303882.557312,347250.000,54563,3,PR,1,100,155384
1733303882.597312,347290.000,54577,2,PR,1,100,155315
1733303882.637312,347330.000,54577,2,PR,1,100,155262
1733303882.677312,347370.000,54594,3,PR,1,100,155238
1733303882.717312,347410.000,54594,3,PR,1,100,155238
1733303882.757312,347450.000,54594,3,PR,1,100,155235
1733303882.797312,347490.000,54611,3,PR,1,100,155217
1733303882.837312,347530.000,54611,3,PR,1,100,155209
1733303882.877312,347570.000,54611,3,PR,1,100,155194
1733303882.917313,347610.000,54628,2,PR,1,100,155173
1733303882.957313,347650.000,54628,2,PR,1,100,155179
1733303882.997313,347690.000,54643,3,PR,1,100,155193
