LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1733303849.360214,314053.000,49145,4,PR,1,100,156817
1733303849.400214,314093.000,49145,4,PR,1,100,156816
1733303849.440214,314133.000,49162,2,PR,1,100,156794
1733303849.480214,314173.000,49162,2,PR,1,100,156798
1733303849.524548,314217.333,49179,3,PR,1,100,156782
1733303849.568881,314261.667,49179,3,PR,1,100,156792
1733303849.613215,314306.000,49179,3,PR,1,100,156789
1733303849.653215,314346.000,49193,2,PR,1,100,156807
1733303849.693215,314386.000,49193,2,PR,1,100,156781
1733303849.733215,314426.000,49213,3,PR,1,100,156818
1733303849.773215,314466.000,49213,3,PR,1,100,156845
1733303849.813215,314506.000,49213,3,PR,1,100,156833
1733303849.853215,314546.000,49229,2,PR,1,100,156862
1733303849.893216,314586.000,49229,2,PR,1,100,156865
1733303849.933216,314626.000,49246,3,PR,1,100,156870
1733303849.973216,314666.000,49246,3,PR,1,100,156895
1733303850.013216,314706.000,49246,3,PR,1,100,156920
1733303850.053216,314746.000,49261,2,PR,1,100,156925
1733303850.093216,314786.000,49261,2,PR,1,100,156900
1733303850.133216,314826.000,49278,3,PR,1,100,156823
1733303850.173217,314866.000,49278,3,PR,1,100,156761
1733303850.213217,314906.000,49278,3,PR,1,100,156741
1733303850.253217,314946.000,49294,2,PR,1,100,156702
1733303850.293217,314986.000,49294,2,PR,1,100,156697
1733303850.333217,315026.000,49311,3,PR,1,100,156709
1733303850.373217,315066.000,49311,3,PR,1,100,156702
1733303850.413217,315106.000,49311,3,PR,1,100,156664
1733303850.453217,315146.000,49326,3,PR,1,100,156670
1733303850.493217,315186.000,49326,3,PR,1,100,156682
1733303850.533217,315226.000,49326,3,PR,1,100,156665
1733303850.573218,315266.000,49343,2,PR,1,100,156675
1733303850.613218,315306.000,49343,2,PR,1,100,156685
1733303850.653218,315346.000,49361,3,PR,1,100,156674
1733303850.693218,315386.000,49361,3,PR,1,100,156717
1733303850.733218,315426.000,49361,3,PR,1,100,156721
1733303850.773218,315466.000,49379,2,PR,1,100,156748
1733303850.813218,315506.000,49379,2,PR,1,100,156777
1733303850.853219,315546.000,49393,3,PR,1,100,156799
1733303850.893219,315586.000,49393,3,PR,1,100,156801
1733303850.933219,315626.000,49393,3,PR,1,100,156749
1733303850.973219,315666.000,49410,2,PR,1,100,156674
1733303851.013219,315706.000,49410,2,PR,1,100,156638
1733303851.053219,315746.000,49427,3,PR,1,100,156635
1733303851.093219,315786.000,49427,3,PR,1,100,156602
1733303851.133219,315826.000,49427,3,PR,1,100,156593
1733303851.173219,315866.000,49444,2,PR,1,100,156593
1733303851.213220,315906.000,49444,2,PR,1,100,156594
1733303851.253220,315946.000,49458,3,PR,1,100,156594
1733303851.293220,315986.000,49458,3,PR,1,100,156600
1733303851.333220,316026.000,49458,3,PR,1,100,156588
1733303851.373220,316066.000,49475,2,PR,1,100,156613
1733303851.413220,316106.000,49475,2,PR,1,100,156619
1733303851.453220,316146.000,49496,3,PR,1,100,156624
1733303851.493220,316186.000,49496,3,PR,1,100,156651
1733303851.533221,316226.000,49496,3,PR,1,100,156683
1733303851.573220,316266.000,49513,2,PR,1,100,156690
1733303851.613221,316306.000,49513,2,PR,1,100,156694
1733303851.653221,316346.000,49528,3,PR,1,100,156727
1733303851.693221,316386.000,49528,3,PR,1,100,156750
1733303851.733221,316426.000,49528,3,PR,1,100,156754
1733303851.773221,316466.000,49545,2,PR,1,100,156796
1733303851.813221,316506.000,49545,2,PR,1,100,156802
1733303851.853221,316546.000,49561,3,PR,1,100,156795
1733303851.893222,316586.000,49561,3,PR,1,100,156730
1733303851.933222,316626.000,49561,3,PR,1,100,156678
1733303851.973222,316666.000,49578,3,PR,1,100,156667
1733303852.013222,316706.000,49578,3,PR,1,100,156625
1733303852.053222,316746.000,49578,3,PR,1,100,156600
1733303852.093222,316786.000,49595,2,PR,1,100,156636
1733303852.133222,316826.000,49595,2,PR,1,100,156603
1733303852.173222,316866.000,49610,3,PR,1,100,156617
1733303852.213223,316906.000,49610,3,PR,1,100,156625
1733303852.253222,316946.000,49610,3,PR,1,100,156617
1733303852.293223,316986.000,49626,2,PR,1,100,156620
1733303852.333223,317026.000,49626,2,PR,1,100,156624
1733303852.373223,317066.000,49646,3,PR,1,100,156647
1733303852.413223,317106.000,49646,3,PR,1,100,156671
1733303852.453223,317146.000,49646,3,PR,1,100,156679
1733303852.493223,317186.000,49662,2,PR,1,100,156704
1733303852.533223,317226.000,49662,2,PR,1,100,156715
1733303852.573224,317266.000,49677,3,PR,1,100,156734
1733303852.613224,317306.000,49677,3,PR,1,100,156788
1733303852.653224,317346.000,49677,3,PR,1,100,156806
1733303852.693224,317386.000,49693,2,PR,1,100,156808
1733303852.733224,317426.000,49693,2,PR,1,100,156824
1733303852.773224,317466.000,49711,3,PR,1,100,156791
1733303852.813224,317506.000,49711,3,PR,1,100,156751
1733303852.853224,317546.000,49711,3,PR,1,100,156660
1733303852.893224,317586.000,49727,2,PR,1,100,156660
1733303852.933225,317626.000,49727,2,PR,1,100,156633
1733303852.973225,317666.000,49742,3,PR,1,100,156613
1733303853.013225,317706.000,49742,3,PR,1,100,156626
1733303853.053225,317746.000,49742,3,PR,1,100,156630
1733303853.093225,317786.000,49759,2,PR,1,100,156634
1733303853.133225,317826.000,49759,2,PR,1,100,156627
1733303853.173225,317866.000,49776,3,PR,1,100,156639
1733303853.213225,317906.000,49776,3,PR,1,100,156615
1733303853.253226,317946.000,49776,3,PR,1,100,156647
1733303853.299726,317992.500,49794,2,PR,1,100,156640
1733303853.346226,318039.000,49794,2,PR,1,100,156671
1733303853.386226,318079.000,49810,3,PR,1,100,156687
1733303853.426226,318119.000,49810,3,PR,1,100,156688
1733303853.466226,318159.000,49810,3,PR,1,100,156722
1733303853.506226,318199.000,49826,2,PR,1,100,156733
1733303853.546226,318239.000,49826,2,PR,1,100,156771
1733303853.586226,318279.000,49843,3,PR,1,100,156725
1733303853.626227,318319.000,49843,3,PR,1,100,156662
1733303853.666227,318359.000,49843,3,PR,1,100,156600
1733303853.706227,318399.000,49859,2,PR,1,100,156605
1733303853.746227,318439.000,49859,2,PR,1,100,156582
1733303853.786227,318479.000,49875,3,PR,1,100,156590
1733303853.826227,318519.000,49875,3,PR,1,100,156601
1733303853.866227,318559.000,49875,3,PR,1,100,156591
1733303853.906227,318599.000,49891,2,PR,1,100,156568
1733303853.946228,318639.000,49891,2,PR,1,100,156561
1733303853.986228,318679.000,49908,3,PR,1,100,156574
1733303854.026228,318719.000,49908,3,PR,1,100,156556
1733303854.066228,318759.000,49908,3,PR,1,100,156577
1733303854.106228,318799.000,49927,2,PR,1,100,156606
1733303854.146228,318839.000,49927,2,PR,1,100,156618
1733303854.186228,318879.000,49943,3,PR,1,100,156625
1733303854.226228,318919.000,49943,3,PR,1,100,156669
1733303854.266228,318959.000,49943,3,PR,1,100,156690
1733303854.306229,318999.000,49958,3,PR,1,100,156703
1733303854.346229,319039.000,49958,3,PR,1,100,156716
1733303854.386229,319079.000,49958,3,PR,1,100,156733
1733303854.426229,319119.000,49981,3,PR,1,100,156760
1733303854.466229,319159.000,49981,3,PR,1,100,156775
1733303854.506229,319199.000,49981,3,PR,1,100,156725
1733303854.546229,319239.000,49997,3,PR,1,100,156630
1733303854.586229,319279.000,49997,3,PR,1,100,156577
1733303854.626230,319319.000,49997,3,PR,1,100,156556
1733303854.666230,319359.000,50014,2,PR,1,100,156548
1733303854.706230,319399.000,50014,2,PR,1,100,156536
1733303854.746230,319439.000,50031,3,PR,1,100,156538
1733303854.786230,319479.000,50031,3,PR,1,100,156553
1733303854.826230,319519.000,50031,3,PR,1,100,156532
1733303854.866230,319559.000,50046,2,PR,1,100,156540
1733303854.906230,319599.000,50046,2,PR,1,100,156525
1733303854.946230,319639.000,50062,3,PR,1,100,156536
1733303854.986231,319679.000,50062,3,PR,1,100,156563
1733303855.026231,319719.000,50062,3,PR,1,100,156568
1733303855.066231,319759.000,50082,3,PR,1,100,156562
1733303855.106231,319799.000,50082,3,PR,1,100,156581
1733303855.146231,319839.000,50082,3,PR,1,100,156615
1733303855.186231,319879.000,50098,2,PR,1,100,156614
1733303855.226231,319919.000,50098,2,PR,1,100,156639
1733303855.266232,319959.000,50114,3,PR,1,100,156644
1733303855.306231,319999.000,50114,3,PR,1,100,156633
1733303855.346232,320039.000,50114,3,PR,1,100,156672
1733303855.386232,320079.000,50129,2,PR,1,100,156629
1733303855.426232,320119.000,50129,2,PR,1,100,156541
1733303855.466232,320159.000,50147,3,PR,1,100,156477
1733303855.506232,320199.000,50147,3,PR,1,100,156468
1733303855.546232,320239.000,50147,3,PR,1,100,156436
1733303855.586232,320279.000,50163,2,PR,1,100,156441
1733303855.626232,320319.000,50163,2,PR,1,100,156466
1733303855.666233,320359.000,50180,3,PR,1,100,156442
1733303855.706233,320399.000,50180,3,PR,1,100,156468
1733303855.746233,320439.000,50180,3,PR,1,100,156444
1733303855.786233,320479.000,50195,2,PR,1,100,156443
1733303855.826233,320519.000,50195,2,PR,1,100,156450
1733303855.866233,320559.000,50212,3,PR,1,100,156456
1733303855.906233,320599.000,50212,3,PR,1,100,156485
1733303855.946234,320639.000,50212,3,PR,1,100,156510
1733303855.986233,320679.000,50230,2,PR,1,100,156526
1733303856.026234,320719.000,50230,2,PR,1,100,156544
1733303856.066234,320759.000,50248,3,PR,1,100,156570
1733303856.106234,320799.000,50248,3,PR,1,100,156544
1733303856.146234,320839.000,50248,3,PR,1,100,156476
1733303856.186234,320879.000,50262,2,PR,1,100,156450
1733303856.226234,320919.000,50262,2,PR,1,100,156409
1733303856.266234,320959.000,50279,3,PR,1,100,156399
1733303856.306235,320999.000,50279,3,PR,1,100,156404
1733303856.346235,321039.000,50279,3,PR,1,100,156401
1733303856.386235,321079.000,50296,3,PR,1,100,156429
1733303856.426235,321119.000,50296,3,PR,1,100,156441
1733303856.466235,321159.000,50296,3,PR,1,100,156424
1733303856.506235,321199.000,50315,2,PR,1,100,156433
1733303856.546235,321239.000,50315,2,PR,1,100,156420
1733303856.586235,321279.000,50329,3,PR,1,100,156412
1733303856.626235,321319.000,50329,3,PR,1,100,156435
1733303856.666235,321359.000,50329,3,PR,1,100,156446
1733303856.706236,321399.000,50348,2,PR,1,100,156443
1733303856.746236,321439.000,50348,2,PR,1,100,156464
1733303856.786236,321479.000,50365,3,PR,1,100,156482
1733303856.826236,321519.000,50365,3,PR,1,100,156484
1733303856.866236,321559.000,50365,3,PR,1,100,156512
1733303856.906236,321599.000,50382,2,PR,1,100,156514
1733303856.946236,321639.000,50382,2,PR,1,100,156546
1733303856.992737,321685.500,50396,2,PR,1,100,156530
1733303857.039237,321732.000,50396,2,PR,1,100,156484
1733303857.079237,321772.000,50414,3,PR,1,100,156392
1733303857.119237,321812.000,50414,3,PR,1,100,156332
1733303857.159237,321852.000,50414,3,PR,1,100,156313
1733303857.199237,321892.000,50430,3,PR,1,100,156300
1733303857.239237,321932.000,50430,3,PR,1,100,156300
1733303857.279237,321972.000,50430,3,PR,1,100,156319
1733303857.319237,322012.000,50447,2,PR,1,100,156297
1733303857.359238,322052.000,50447,2,PR,1,100,156301
1733303857.399238,322092.000,50463,3,PR,1,100,156282
1733303857.439238,322132.000,50463,3,PR,1,100,156282
1733303857.479238,322172.000,50463,3,PR,1,100,156295
1733303857.519238,322212.000,50479,2,PR,1,100,156290
1733303857.559238,322252.000,50479,2,PR,1,100,156317
1733303857.599238,322292.000,50497,3,PR,1,100,156335
1733303857.639238,322332.000,50497,3,PR,1,100,156352
1733303857.679239,322372.000,50497,3,PR,1,100,156371
1733303857.719239,322412.000,50515,2,PR,1,100,156381
1733303857.759239,322452.000,50515,2,PR,1,100,156390
1733303857.799239,322492.000,50531,3,PR,1,100,156408
1733303857.839239,322532.000,50531,3,PR,1,100,156431
1733303857.879239,322572.000,50531,3,PR,1,100,156406
1733303857.919239,322612.000,50546,2,PR,1,100,156350
1733303857.959239,322652.000,50546,2,PR,1,100,156298
1733303857.999239,322692.000,50562,3,PR,1,100,156259
1733303858.039240,322732.000,50562,3,PR,1,100,156269
1733303858.079240,322772.000,50562,3,PR,1,100,156260
1733303858.119240,322812.000,50580,2,PR,1,100,156261
1733303858.159240,322852.000,50580,2,PR,1,100,156252
1733303858.199240,322892.000,50596,3,PR,1,100,156258
1733303858.239240,322932.000,50596,3,PR,1,100,156247
1733303858.279240,322972.000,50596,3,PR,1,100,156247
1733303858.319240,323012.000,50611,2,PR,1,100,156235
1733303858.359241,323052.000,50611,2,PR,1,100,156240
1733303858.399241,323092.000,50630,3,PR,1,100,156273
1733303858.439241,323132.000,50630,3,PR,1,100,156299
1733303858.479241,323172.000,50630,3,PR,1,100,156299
1733303858.519241,323212.000,50647,3,PR,1,100,156262
1733303858.559241,323252.000,50647,3,PR,1,100,156296
1733303858.599241,323292.000,50647,3,PR,1,100,156250
1733303858.639241,323332.000,50663,2,PR,1,100,156285
1733303858.679241,323372.000,50663,2,PR,1,100,156249
1733303858.719242,323412.000,50679,3,PR,1,100,156200
1733303858.759242,323452.000,50679,3,PR,1,100,156159
1733303858.799242,323492.000,50679,3,PR,1,100,156150
1733303858.839242,323532.000,50695,2,PR,1,100,156166
1733303858.879242,323572.000,50695,2,PR,1,100,156172
1733303858.919242,323612.000,50712,3,PR,1,100,156145
1733303858.959242,323652.000,50712,3,PR,1,100,156158
1733303858.999242,323692.000,50712,3,PR,1,100,156170
1733303859.039243,323732.000,50728,2,PR,1,100,156174
1733303859.079243,323772.000,50728,2,PR,1,100,156170
1733303859.119243,323812.000,50744,3,PR,1,100,156178
1733303859.159243,323852.000,50744,3,PR,1,100,156208
1733303859.199243,323892.000,50744,3,PR,1,100,156195
1733303859.239243,323932.000,50762,2,PR,1,100,156228
1733303859.279243,323972.000,50762,2,PR,1,100,156260
1733303859.319243,324012.000,50779,3,PR,1,100,156308
1733303859.359243,324052.000,50779,3,PR,1,100,156345
1733303859.399244,324092.000,50779,3,PR,1,100,156343
1733303859.439244,324132.000,50796,2,PR,1,100,156378
1733303859.479244,324172.000,50796,2,PR,1,100,156341
1733303859.519244,324212.000,50817,4,PR,1,100,156233
1733303859.559244,324252.000,50817,4,PR,1,100,156185
1733303859.599244,324292.000,50817,4,PR,1,100,156154
1733303859.639244,324332.000,50817,4,PR,1,100,156116
1733303859.679244,324372.000,50833,2,PR,1,100,156103
1733303859.719244,324412.000,50833,2,PR,1,100,156094
1733303859.759245,324452.000,50849,3,PR,1,100,156092
1733303859.799245,324492.000,50849,3,PR,1,100,156113
1733303859.839245,324532.000,50849,3,PR,1,100,156088
1733303859.879245,324572.000,50865,3,PR,1,100,156080
1733303859.919245,324612.000,50865,3,PR,1,100,156104
1733303859.959245,324652.000,50865,3,PR,1,100,156129
1733303859.999245,324692.000,50884,2,PR,1,100,156118
1733303860.039245,324732.000,50884,2,PR,1,100,156177
1733303860.079246,324772.000,50901,3,PR,1,100,156196
1733303860.119246,324812.000,50901,3,PR,1,100,156238
1733303860.159246,324852.000,50901,3,PR,1,100,156243
1733303860.199246,324892.000,50916,2,PR,1,100,156267
1733303860.239246,324932.000,50916,2,PR,1,100,156299
1733303860.279246,324972.000,50932,3,PR,1,100,156339
1733303860.319246,325012.000,50932,3,PR,1,100,156345
1733303860.359246,325052.000,50932,3,PR,1,100,156322
1733303860.399246,325092.000,50950,2,PR,1,100,156240
1733303860.439247,325132.000,50950,2,PR,1,100,156194
1733303860.479247,325172.000,50966,3,PR,1,100,156163
1733303860.519247,325212.000,50966,3,PR,1,100,156164
1733303860.559247,325252.000,50966,3,PR,1,100,156164
1733303860.599247,325292.000,50981,2,PR,1,100,156166
1733303860.639247,325332.000,50981,2,PR,1,100,156166
1733303860.683581,325376.333,50997,3,PR,1,100,156160
1733303860.727914,325420.667,50997,3,PR,1,100,156149
1733303860.772248,325465.000,50997,3,PR,1,100,156146
1733303860.812248,325505.000,51015,2,PR,1,100,156158
1733303860.852248,325545.000,51015,2,PR,1,100,156175
1733303860.892248,325585.000,51033,3,PR,1,100,156188
1733303860.932248,325625.000,51033,3,PR,1,100,156198
1733303860.972248,325665.000,51033,3,PR,1,100,156227
1733303861.012248,325705.000,51048,2,PR,1,100,156250
1733303861.052248,325745.000,51048,2,PR,1,100,156256
1733303861.092248,325785.000,51065,3,PR,1,100,156295
1733303861.132249,325825.000,51065,3,PR,1,100,156287
1733303861.172249,325865.000,51065,3,PR,1,100,156254
1733303861.212249,325905.000,51082,2,PR,1,100,156191
1733303861.252249,325945.000,51082,2,PR,1,100,156131
1733303861.292249,325985.000,51098,3,PR,1,100,156124
1733303861.332249,326025.000,51098,3,PR,1,100,156116
1733303861.372249,326065.000,51098,3,PR,1,100,156101
1733303861.412250,326105.000,51116,2,PR,1,100,156086
1733303861.452250,326145.000,51116,2,PR,1,100,156101
1733303861.492250,326185.000,51132,3,PR,1,100,156075
1733303861.532250,326225.000,51132,3,PR,1,100,156076
1733303861.572250,326265.000,51132,3,PR,1,100,156091
1733303861.612250,326305.000,51149,2,PR,1,100,156064
1733303861.652250,326345.000,51149,2,PR,1,100,156074
1733303861.692250,326385.000,51168,3,PR,1,100,156088
1733303861.732250,326425.000,51168,3,PR,1,100,156109
1733303861.772250,326465.000,51168,3,PR,1,100,156124
1733303861.812251,326505.000,51185,3,PR,1,100,156147
1733303861.852251,326545.000,51185,3,PR,1,100,156143
1733303861.892251,326585.000,51185,3,PR,1,100,156172
1733303861.932251,326625.000,51199,2,PR,1,100,156203
1733303861.972251,326665.000,51199,2,PR,1,100,156160
1733303862.012251,326705.000,51216,3,PR,1,100,156083
1733303862.052251,326745.000,51216,3,PR,1,100,156032
1733303862.092252,326785.000,51216,3,PR,1,100,155998
1733303862.132252,326825.000,51233,2,PR,1,100,155981
1733303862.172252,326865.000,51233,2,PR,1,100,155994
1733303862.212252,326905.000,51250,3,PR,1,100,155974
1733303862.252252,326945.000,51250,3,PR,1,100,155998
1733303862.292252,326985.000,51250,3,PR,1,100,155972
1733303862.332252,327025.000,51264,2,PR,1,100,155981
1733303862.372252,327065.000,51264,2,PR,1,100,155969
1733303862.412252,327105.000,51282,3,PR,1,100,155993
1733303862.452253,327145.000,51282,3,PR,1,100,156002
1733303862.492253,327185.000,51282,3,PR,1,100,156036
1733303862.532253,327225.000,51300,2,PR,1,100,156049
1733303862.572253,327265.000,51300,2,PR,1,100,156062
1733303862.612253,327305.000,51317,3,PR,1,100,156099
1733303862.652253,327345.000,51317,3,PR,1,100,156105
1733303862.692253,327385.000,51317,3,PR,1,100,156145
1733303862.732253,327425.000,51332,2,PR,1,100,156154
1733303862.772254,327465.000,51332,2,PR,1,100,156146
1733303862.812253,327505.000,51349,3,PR,1,100,156161
1733303862.852254,327545.000,51349,3,PR,1,100,156212
1733303862.892254,327585.000,51349,3,PR,1,100,156199
1733303862.932254,327625.000,51365,3,PR,1,100,156133
1733303862.972254,327665.000,51365,3,PR,1,100,156079
1733303863.012254,327705.000,51365,3,PR,1,100,156017
1733303863.052254,327745.000,51382,2,PR,1,100,155997
