LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1733303872.976284,337669.000,53007,1,T1,1,100,32.758
1733303873.109284,337802.000,53027,1,T1,1,100,32.824
1733303873.243284,337936.000,53043,1,T1,1,100,32.676
1733303873.376285,338069.000,53075,1,T1,1,100,32.753
1733303873.509285,338202.000,53092,1,T1,1,100,32.751
1733303873.643285,338336.000,53108,1,T1,1,100,32.715
1733303873.776286,338469.000,53142,1,T1,1,100,32.770
1733303873.909286,338602.000,53159,1,T1,1,100,32.759
1733303874.043287,338736.000,53175,1,T1,1,100,32.718
1733303874.176287,338869.000,53207,1,T1,1,100,32.701
1733303874.309287,339002.000,53224,1,T1,1,100,32.729
1733303874.443288,339136.000,53241,1,T1,1,100,32.705
1733303874.576288,339269.000,53274,1,T1,1,100,32.731
1733303874.709289,339402.000,53291,1,T1,1,100,32.813
1733303874.843289,339536.000,53308,1,T1,1,100,32.777
1733303874.976289,339669.000,53330,1,T1,1,100,32.762
1733303875.109290,339802.000,53347,1,T1,1,100,32.684
1733303875.243290,339936.000,53378,1,T1,1,100,32.686
1733303875.376291,340069.000,53397,1,T1,1,100,32.722
1733303875.509291,340202.000,53414,1,T1,1,100,32.773
1733303875.643291,340336.000,53445,1,T1,1,100,32.760
1733303875.776292,340469.000,53463,1,T1,1,100,32.754
1733303875.909292,340602.000,53479,1,T1,1,100,32.823
1733303876.043293,340736.000,53511,1,T1,1,100,32.711
1733303876.176293,340869.000,53528,1,T1,1,100,32.662
1733303876.309293,341002.000,53544,1,T1,1,100,32.712
1733303876.442294,341135.000,53580,1,T1,1,100,32.769
1733303876.576294,341269.000,53597,1,T1,1,100,32.758
1733303876.709294,341402.000,53613,1,T1,1,100,32.683
1733303876.842295,341535.000,53631,1,T1,1,100,32.721
1733303876.976295,341669.000,53662,1,T1,1,100,32.666
1733303877.109296,341802.000,53681,1,T1,1,100,32.785
1733303877.242296,341935.000,53698,1,T1,1,100,32.836
1733303877.376296,342069.000,53730,1,T1,1,100,32.823
1733303877.509297,342202.000,53746,1,T1,1,100,32.817
1733303877.642297,342335.000,53763,1,T1,1,100,32.779
1733303877.776298,342469.000,53795,1,T1,1,100,32.727
1733303877.909298,342602.000,53811,1,T1,1,100,32.669
1733303878.042298,342735.000,53830,1,T1,1,100,32.786
1733303878.176299,342869.000,53862,1,T1,1,100,32.801
1733303878.309299,343002.000,53878,1,T1,1,100,32.808
1733303878.442299,343135.000,53896,1,T1,1,100,32.810
1733303878.576300,343269.000,53927,1,T1,1,100,32.741
1733303878.709300,343402.000,53943,1,T1,1,100,32.817
1733303878.842301,343535.000,53963,1,T1,1,100,32.850
1733303878.976301,343669.000,53979,1,T1,1,100,32.829
1733303879.109301,343802.000,54011,1,T1,1,100,32.819
1733303879.242302,343935.000,54028,1,T1,1,100,32.816
1733303879.376302,344069.000,54044,1,T1,1,100,32.743
1733303879.509303,344202.000,54076,1,T1,1,100,32.747
1733303879.642303,344335.000,54093,1,T1,1,100,32.784
1733303879.776303,344469.000,54110,1,T1,1,100,32.729
1733303879.909304,344602.000,54143,1,T1,1,100,32.777
1733303880.042304,344735.000,54166,1,T1,1,100,32.868
1733303880.176305,344869.000,54182,1,T1,1,100,32.943
1733303880.309305,345002.000,54199,1,T1,1,100,32.869
1733303880.442305,345135.000,54231,1,T1,1,100,32.731
1733303880.575306,345268.000,54247,1,T1,1,100,32.777
1733303880.709306,345402.000,54266,1,T1,1,100,32.726
1733303880.842307,345535.000,54283,1,T1,1,100,32.740
1733303880.975307,345668.000,54314,1,T1,1,100,32.816
1733303881.109307,345802.000,54332,1,T1,1,100,32.814
1733303881.242308,345935.000,54348,1,T1,1,100,32.813
1733303881.375308,346068.000,54382,1,T1,1,100,32.813
1733303881.509309,346202.000,54401,1,T1,1,100,32.742
1733303881.642309,346335.000,54417,1,T1,1,100,32.711
1733303881.775309,346468.000,54449,1,T1,1,100,32.804
1733303881.909310,346602.000,54466,1,T1,1,100,32.702
1733303882.042310,346735.000,54482,1,T1,1,100,32.800
1733303882.175310,346868.000,54514,1,T1,1,100,32.807
1733303882.309311,347002.000,54533,1,T1,1,100,32.739
1733303882.442311,347135.000,54550,1,T1,1,100,32.781
1733303882.575312,347268.000,54581,1,T1,1,100,32.870
1733303882.709312,347402.000,54598,1,T1,1,100,32.837
1733303882.842312,347535.000,54615,1,T1,1,100,32.894
1733303882.975313,347668.000,54632,1,T1,1,100,32.883
1733303883.108313,347801.000,54666,1,T1,1,100,32.914
1733303883.242314,347935.000,54682,1,T1,1,100,32.892
1733303883.375314,348068.000,54699,1,T1,1,100,32.882
1733303883.508314,348201.000,54731,1,T1,1,100,32.878
1733303883.642315,348335.000,54747,1,T1,1,100,32.876
1733303883.775315,348468.000,54765,1,T1,1,100,32.982
1733303883.908315,348601.000,54796,1,T1,1,100,32.957
1733303884.042316,348735.000,54812,1,T1,1,100,32.946
1733303884.175316,348868.000,54832,1,T1,1,100,32.870
1733303884.308317,349001.000,54863,1,T1,1,100,32.837
1733303884.442317,349135.000,54880,1,T1,1,100,32.823
1733303884.575317,349268.000,54897,1,T1,1,100,32.924
1733303884.708318,349401.000,54929,1,T1,1,100,32.896
1733303884.842318,349535.000,54947,1,T1,1,100,32.884
1733303884.975319,349668.000,54964,1,T1,1,100,32.843
1733303885.108319,349801.000,54981,1,T1,1,100,32.897
1733303885.242319,349935.000,55003,1,T1,1,100,32.778
1733303885.375320,350068.000,55035,1,T1,1,100,32.833
1733303885.508320,350201.000,55051,1,T1,1,100,32.928
1733303885.642321,350335.000,55068,1,T1,1,100,32.898
1733303885.775321,350468.000,55102,1,T1,1,100,32.956
1733303885.908321,350601.000,55118,1,T1,1,100,32.945
1733303886.042322,350735.000,55135,1,T1,1,100,32.799
1733303886.175322,350868.000,55152,1,T1,1,100,32.842
1733303886.308323,351001.000,55183,1,T1,1,100,32.896
1733303886.442323,351135.000,55201,1,T1,1,100,32.849
1733303886.575323,351268.000,55219,1,T1,1,100,32.899
1733303886.708324,351401.000,55253,1,T1,1,100,32.956
1733303886.841324,351534.000,55270,1,T1,1,100,32.910
1733303886.975325,351668.000,55286,1,T1,1,100,32.855
1733303887.108325,351801.000,55318,1,T1,1,100,32.866
1733303887.241325,351934.000,55335,1,T1,1,100,32.871
1733303887.375326,352068.000,55351,1,T1,1,100,32.838
1733303887.508326,352201.000,55385,1,T1,1,100,32.965
1733303887.641326,352334.000,55402,1,T1,1,100,32.985
1733303887.775327,352468.000,55419,1,T1,1,100,32.887
1733303887.908327,352601.000,55450,1,T1,1,100,32.845
1733303888.041328,352734.000,55467,1,T1,1,100,32.862
1733303888.175328,352868.000,55484,1,T1,1,100,32.798
1733303888.308328,353001.000,55501,1,T1,1,100,32.877
1733303888.441329,353134.000,55535,1,T1,1,100,32.982
1733303888.575329,353268.000,55551,1,T1,1,100,32.957
1733303888.708330,353401.000,55568,1,T1,1,100,32.946
1733303888.841330,353534.000,55600,1,T1,1,100,32.906
1733303888.975330,353668.000,55616,1,T1,1,100,32.853
1733303889.108331,353801.000,55634,1,T1,1,100,32.901
1733303889.241331,353934.000,55667,1,T1,1,100,32.851
1733303889.375332,354068.000,55683,1,T1,1,100,32.900
1733303889.508332,354201.000,55701,1,T1,1,100,32.992
1733303889.641332,354334.000,55732,1,T1,1,100,32.997
1733303889.774333,354467.000,55749,1,T1,1,100,32.963
1733303889.908333,354601.000,55766,1,T1,1,100,32.984
1733303890.041333,354734.000,55798,1,T1,1,100,32.993
1733303890.174334,354867.000,55816,1,T1,1,100,32.926
1733303890.308334,355001.000,55836,1,T1,1,100,33.003
1733303890.441335,355134.000,55853,1,T1,1,100,32.931
1733303890.574335,355267.000,55870,1,T1,1,100,32.864
1733303890.708335,355401.000,55902,1,T1,1,100,32.906
1733303890.841336,355534.000,55918,1,T1,1,100,32.924
1733303890.974336,355667.000,55935,1,T1,1,100,32.896
1733303891.108337,355801.000,55969,1,T1,1,100,32.955
1733303891.241337,355934.000,55985,1,T1,1,100,32.945
1733303891.374337,356067.000,56002,1,T1,1,100,32.976
1733303891.508338,356201.000,56036,1,T1,1,100,32.919
1733303891.641338,356334.000,56052,1,T1,1,100,32.894
1733303891.774339,356467.000,56070,1,T1,1,100,32.883
1733303891.908339,356601.000,56101,1,T1,1,100,32.914
1733303892.041339,356734.000,56119,1,T1,1,100,32.963
1733303892.174340,356867.000,56137,1,T1,1,100,33.019
1733303892.308340,357001.000,56153,1,T1,1,100,32.973
1733303892.441341,357134.000,56185,1,T1,1,100,32.953
1733303892.574341,357267.000,56202,1,T1,1,100,32.944
1733303892.707341,357400.000,56218,1,T1,1,100,32.905
1733303892.841342,357534.000,56250,1,T1,1,100,32.888
1733303892.974342,357667.000,56269,1,T1,1,100,32.845
1733303893.107342,357800.000,56286,1,T1,1,100,32.933
1733303893.241343,357934.000,56317,1,T1,1,100,33.006
1733303893.374343,358067.000,56334,1,T1,1,100,32.967
1733303893.507344,358200.000,56351,1,T1,1,100,32.879
1733303893.641344,358334.000,56382,1,T1,1,100,32.912
1733303893.774344,358467.000,56400,1,T1,1,100,32.891
1733303893.907345,358600.000,56416,1,T1,1,100,32.847
1733303894.041345,358734.000,56435,1,T1,1,100,32.934
1733303894.174346,358867.000,56467,1,T1,1,100,32.971
1733303894.307346,359000.000,56483,1,T1,1,100,32.952
1733303894.441346,359134.000,56500,1,T1,1,100,32.908
1733303894.574347,359267.000,56532,1,T1,1,100,32.889
1733303894.707347,359400.000,56550,1,T1,1,100,32.917
1733303894.841348,359534.000,56568,1,T1,1,100,32.893
1733303894.974348,359667.000,56599,1,T1,1,100,32.954
1733303895.107348,359800.000,56616,1,T1,1,100,33.015
1733303895.241349,359934.000,56633,1,T1,1,100,32.936
1733303895.374349,360067.000,56672,2,T1,1,100,32.866
1733303895.507349,360200.000,56672,2,T1,1,100,32.836
1733303895.641350,360334.000,56705,1,T1,1,100,32.752
1733303895.774350,360467.000,56722,1,T1,1,100,32.857
1733303895.907351,360600.000,56739,1,T1,1,100,32.938
1733303896.041351,360734.000,56771,1,T1,1,100,32.938
1733303896.174351,360867.000,56787,1,T1,1,100,32.938
1733303896.307352,361000.000,56804,1,T1,1,100,32.973
1733303896.441352,361134.000,56820,1,T1,1,100,32.917
1733303896.574353,361267.000,56856,1,T1,1,100,32.929
1733303896.707353,361400.000,56873,1,T1,1,100,32.969
1733303896.840353,361533.000,56890,1,T1,1,100,32.951
1733303896.974354,361667.000,56921,1,T1,1,100,32.943
1733303897.107354,361800.000,56939,1,T1,1,100,32.940
1733303897.240355,361933.000,56955,1,T1,1,100,32.903
1733303897.374355,362067.000,56989,1,T1,1,100,32.958
1733303897.507355,362200.000,57006,1,T1,1,100,33.017
1733303897.640356,362333.000,57022,1,T1,1,100,32.901
1733303897.774356,362467.000,57054,1,T1,1,100,32.993
1733303897.907357,362600.000,57071,1,T1,1,100,33.068
1733303898.040357,362733.000,57087,1,T1,1,100,32.958
1733303898.174357,362867.000,57119,1,T1,1,100,32.982
1733303898.307358,363000.000,57136,1,T1,1,100,32.957
1733303898.440358,363133.000,57155,1,T1,1,100,33.052
1733303898.574359,363267.000,57186,1,T1,1,100,32.952
1733303898.707359,363400.000,57203,1,T1,1,100,32.979
1733303898.840359,363533.000,57220,1,T1,1,100,33.062
1733303898.974360,363667.000,57237,1,T1,1,100,32.956
1733303899.107360,363800.000,57269,1,T1,1,100,32.875
1733303899.240360,363933.000,57285,1,T1,1,100,32.981
1733303899.374361,364067.000,57302,1,T1,1,100,32.956
1733303899.507361,364200.000,57336,1,T1,1,100,32.981
1733303899.640362,364333.000,57352,1,T1,1,100,33.027
1733303899.773362,364466.000,57370,1,T1,1,100,32.976
1733303899.907362,364600.000,57401,1,T1,1,100,33.025
1733303900.040363,364733.000,57417,1,T1,1,100,33.046
1733303900.173363,364866.000,57435,1,T1,1,100,32.985
1733303900.307364,365000.000,57468,1,T1,1,100,32.993
1733303900.440364,365133.000,57485,1,T1,1,100,32.997
1733303900.573364,365266.000,57507,1,T1,1,100,33.034
1733303900.707365,365400.000,57523,1,T1,1,100,33.015
1733303900.840365,365533.000,57541,1,T1,1,100,33.042
1733303900.973366,365666.000,57572,1,T1,1,100,33.018
1733303901.107366,365800.000,57591,1,T1,1,100,32.937
1733303901.240366,365933.000,57608,1,T1,1,100,32.937
1733303901.373367,366066.000,57640,1,T1,1,100,32.937
1733303901.507367,366200.000,57658,1,T1,1,100,33.044
1733303901.640368,366333.000,57675,1,T1,1,100,33.054
1733303901.773368,366466.000,57691,1,T1,1,100,32.988
1733303901.907368,366600.000,57723,1,T1,1,100,32.924
1733303902.040369,366733.000,57740,1,T1,1,100,32.861
1733303902.173369,366866.000,57759,1,T1,1,100,32.940
1733303902.307369,367000.000,57790,1,T1,1,100,32.938
1733303902.440370,367133.000,57808,1,T1,1,100,32.973
1733303902.573370,367266.000,57824,1,T1,1,100,33.095
1733303902.707371,367400.000,57856,1,T1,1,100,33.041
1733303902.840371,367533.000,57873,1,T1,1,100,32.982
1733303902.973372,367666.000,57891,1,T1,1,100,33.028
1733303903.106372,367799.000,57923,1,T1,1,100,32.977
1733303903.240372,367933.000,57940,1,T1,1,100,33.061
1733303903.373373,368066.000,57956,1,T1,1,100,33.133
1733303903.506373,368199.000,57974,1,T1,1,100,33.093
1733303903.640373,368333.000,58005,1,T1,1,100,33.005
1733303903.773374,368466.000,58022,1,T1,1,100,33.038
1733303903.906374,368599.000,58039,1,T1,1,100,32.945
1733303904.040375,368733.000,58073,1,T1,1,100,32.976
1733303904.173375,368866.000,58089,1,T1,1,100,33.025
1733303904.306376,368999.000,58106,1,T1,1,100,33.046
1733303904.440376,369133.000,58138,1,T1,1,100,32.985
1733303904.573376,369266.000,58154,1,T1,1,100,33.029
1733303904.706377,369399.000,58171,1,T1,1,100,32.977
1733303904.840377,369533.000,58205,1,T1,1,100,33.026
1733303904.973377,369666.000,58221,1,T1,1,100,33.153
1733303905.106378,369799.000,58239,1,T1,1,100,33.102
1733303905.240378,369933.000,58270,1,T1,1,100,33.079
1733303905.373379,370066.000,58286,1,T1,1,100,33.105
1733303905.506379,370199.000,58304,1,T1,1,100,33.046
1733303905.640379,370333.000,58320,1,T1,1,100,33.055
1733303905.773380,370466.000,58342,1,T1,1,100,33.059
1733303905.906380,370599.000,58375,1,T1,1,100,33.061
1733303906.039381,370732.000,58391,1,T1,1,100,33.026
1733303906.173381,370866.000,58409,1,T1,1,100,33.082
1733303906.306381,370999.000,58440,1,T1,1,100,33.107
1733303906.439382,371132.000,58457,1,T1,1,100,32.975
1733303906.573382,371266.000,58476,1,T1,1,100,33.060
1733303906.706383,371399.000,58508,1,T1,1,100,33.132
