LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1733303906.839383,371532.000,58524,1,T1,1,100,33.057
1733303906.973383,371666.000,58543,1,T1,1,100,33.096
1733303907.106384,371799.000,58560,1,T1,1,100,33.183
1733303907.239384,371932.000,58591,1,T1,1,100,33.115
1733303907.373384,372066.000,58608,1,T1,1,100,33.014
1733303907.506385,372199.000,58625,1,T1,1,100,33.077
1733303907.639385,372332.000,58656,1,T1,1,100,33.033
1733303907.773386,372466.000,58674,1,T1,1,100,33.156
1733303907.906386,372599.000,58690,1,T1,1,100,33.139
1733303908.039387,372732.000,58724,1,T1,1,100,33.131
1733303908.173387,372866.000,58741,1,T1,1,100,33.057
1733303908.306387,372999.000,58757,1,T1,1,100,33.024
1733303908.439388,373132.000,58789,1,T1,1,100,33.082
1733303908.573388,373266.000,58806,1,T1,1,100,33.142
1733303908.706388,373399.000,58822,1,T1,1,100,33.132
1733303908.839389,373532.000,58854,1,T1,1,100,33.057
1733303908.973389,373666.000,58873,1,T1,1,100,33.131
1733303909.106390,373799.000,58890,1,T1,1,100,33.092
1733303909.239390,373932.000,58907,1,T1,1,100,33.075
1733303909.373390,374066.000,58939,1,T1,1,100,33.104
1733303909.506391,374199.000,58955,1,T1,1,100,32.974
1733303909.639391,374332.000,58972,1,T1,1,100,33.060
1733303909.773391,374466.000,59004,1,T1,1,100,33.026
1733303909.906392,374599.000,59022,1,T1,1,100,33.082
1733303910.039392,374732.000,59039,1,T1,1,100,33.177
1733303910.172393,374865.000,59071,1,T1,1,100,33.006
1733303910.306393,374999.000,59087,1,T1,1,100,33.073
1733303910.439394,375132.000,59105,1,T1,1,100,33.103
1733303910.572394,375265.000,59136,1,T1,1,100,33.080
1733303910.706394,375399.000,59152,1,T1,1,100,33.035
1733303910.839395,375532.000,59177,1,T1,1,100,33.121
1733303910.972395,375665.000,59193,1,T1,1,100,33.123
1733303911.106395,375799.000,59211,1,T1,1,100,33.089
1733303911.239396,375932.000,59242,1,T1,1,100,33.074
1733303911.372396,376065.000,59258,1,T1,1,100,32.926
1733303911.506397,376199.000,59278,1,T1,1,100,33.074
1733303911.639397,376332.000,59311,1,T1,1,100,33.280
1733303911.772397,376465.000,59328,1,T1,1,100,33.157
1733303911.906398,376599.000,59345,1,T1,1,100,33.139
1733303912.039398,376732.000,59361,1,T1,1,100,33.166
1733303912.172399,376865.000,59393,1,T1,1,100,33.143
1733303912.306399,376999.000,59410,1,T1,1,100,33.026
1733303912.439399,377132.000,59427,1,T1,1,100,33.153
1733303912.572400,377265.000,59460,1,T1,1,100,33.066
1733303912.705400,377398.000,59477,1,T1,1,100,33.100
1733303912.839401,377532.000,59494,1,T1,1,100,33.185
1733303912.972401,377665.000,59525,1,T1,1,100,33.151
1733303913.106401,377799.000,59543,1,T1,1,100,33.101
1733303913.239402,377932.000,59559,1,T1,1,100,33.115
1733303913.372402,378065.000,59576,1,T1,1,100,33.120
1733303913.505403,378198.000,59593,1,T1,1,100,33.123
1733303913.639403,378332.000,59626,1,T1,1,100,33.195
1733303913.772403,378465.000,59644,1,T1,1,100,33.155
1733303913.905404,378598.000,59660,1,T1,1,100,33.138
1733303914.039404,378732.000,59692,1,T1,1,100,33.131
1733303914.172404,378865.000,59709,1,T1,1,100,33.163
1733303914.305405,378998.000,59725,1,T1,1,100,33.141
1733303914.439405,379132.000,59757,1,T1,1,100,33.097
1733303914.572406,379265.000,59774,1,T1,1,100,33.113
1733303914.705406,379398.000,59790,1,T1,1,100,33.120
1733303914.839406,379532.000,59822,1,T1,1,100,33.087
1733303914.972407,379665.000,59841,1,T1,1,100,33.144
1733303915.105407,379798.000,59858,1,T1,1,100,33.098
1733303915.239408,379932.000,59889,1,T1,1,100,33.078
1733303915.372408,380065.000,59906,1,T1,1,100,33.140
1733303915.505408,380198.000,59923,1,T1,1,100,33.096
1733303915.639409,380332.000,59940,1,T1,1,100,33.148
1733303915.772409,380465.000,59972,1,T1,1,100,33.170
1733303915.905410,380598.000,59996,1,T1,1,100,33.074
1733303916.039410,380732.000,60013,1,T1,1,100,33.032
1733303916.172410,380865.000,60030,1,T1,1,100,33.156
1733303916.305411,380998.000,60046,1,T1,1,100,33.103
1733303916.439411,381132.000,60064,1,T1,1,100,33.151
1733303916.572412,381265.000,60097,1,T1,1,100,33.172
1733303916.705412,381398.000,60113,1,T1,1,100,33.145
1733303916.838412,381531.000,60131,1,T1,1,100,33.169
1733303916.972413,381665.000,60164,1,T1,1,100,33.144
1733303917.105413,381798.000,60181,1,T1,1,100,33.204
1733303917.238413,381931.000,60198,1,T1,1,100,33.124
1733303917.372414,382065.000,60230,1,T1,1,100,33.195
1733303917.505414,382198.000,60246,1,T1,1,100,33.191
1733303917.638415,382331.000,60263,1,T1,1,100,33.154
1733303917.772415,382465.000,60279,1,T1,1,100,33.173
1733303917.905415,382598.000,60311,1,T1,1,100,33.110
1733303918.038416,382731.000,60328,1,T1,1,100,33.190
1733303918.172416,382865.000,60345,1,T1,1,100,33.188
1733303918.305417,382998.000,60376,1,T1,1,100,33.188
1733303918.438417,383131.000,60394,1,T1,1,100,33.117
1733303918.572417,383265.000,60410,1,T1,1,100,33.086
1733303918.705418,383398.000,60444,1,T1,1,100,33.144
1733303918.838418,383531.000,60461,1,T1,1,100,33.133
1733303918.972419,383665.000,60477,1,T1,1,100,33.164
1733303919.105419,383798.000,60509,1,T1,1,100,33.248
1733303919.238419,383931.000,60526,1,T1,1,100,33.214
1733303919.372420,384065.000,60542,1,T1,1,100,33.163
1733303919.505420,384198.000,60576,1,T1,1,100,33.177
1733303919.638420,384331.000,60593,1,T1,1,100,33.112
1733303919.772421,384465.000,60610,1,T1,1,100,33.048
1733303919.905421,384598.000,60627,1,T1,1,100,33.163
1733303920.038422,384731.000,60658,1,T1,1,100,33.141
1733303920.171422,384864.000,60675,1,T1,1,100,33.203
1733303920.305422,384998.000,60692,1,T1,1,100,33.230
1733303920.438423,385131.000,60724,1,T1,1,100,33.099
1733303920.571423,385264.000,60742,1,T1,1,100,33.149
1733303920.705424,385398.000,60759,1,T1,1,100,33.242
1733303920.838424,385531.000,60791,1,T1,1,100,33.247
1733303920.971424,385664.000,60807,1,T1,1,100,33.178
1733303921.105425,385798.000,60830,1,T1,1,100,33.183
1733303921.238425,385931.000,60846,1,T1,1,100,33.221
1733303921.371426,386064.000,60863,1,T1,1,100,33.131
1733303921.505426,386198.000,60899,1,T1,1,100,33.163
1733303921.638426,386331.000,60915,1,T1,1,100,33.177
1733303921.771427,386464.000,60933,1,T1,1,100,33.077
1733303921.905427,386598.000,60964,1,T1,1,100,33.210
1733303922.038428,386731.000,60980,1,T1,1,100,33.197
1733303922.171428,386864.000,60998,1,T1,1,100,33.085
1733303922.305428,386998.000,61031,1,T1,1,100,33.108
1733303922.438429,387131.000,61048,1,T1,1,100,33.189
1733303922.571429,387264.000,61065,1,T1,1,100,33.117
1733303922.704429,387397.000,61097,1,T1,1,100,33.122
1733303922.838430,387531.000,61113,1,T1,1,100,33.230
1733303922.971430,387664.000,61130,1,T1,1,100,33.206
1733303923.104431,387797.000,61164,1,T1,1,100,33.195
1733303923.238431,387931.000,61180,1,T1,1,100,33.226
1733303923.371431,388064.000,61197,1,T1,1,100,33.169
1733303923.504432,388197.000,61214,1,T1,1,100,33.286
1733303923.638432,388331.000,61245,1,T1,1,100,33.265
1733303923.771433,388464.000,61263,1,T1,1,100,33.186
1733303923.904433,388597.000,61279,1,T1,1,100,33.151
1733303924.038433,388731.000,61313,1,T1,1,100,33.136
1733303924.171434,388864.000,61330,1,T1,1,100,33.094
1733303924.304434,388997.000,61346,1,T1,1,100,33.183
1733303924.438435,389131.000,61378,1,T1,1,100,33.221
1733303924.571435,389264.000,61395,1,T1,1,100,33.202
1733303924.704435,389397.000,61411,1,T1,1,100,33.158
1733303924.838436,389531.000,61443,1,T1,1,100,33.210
1733303924.971436,389664.000,61462,1,T1,1,100,33.162
1733303925.104436,389797.000,61479,1,T1,1,100,33.106
1733303925.238437,389931.000,61510,1,T1,1,100,33.117
1733303925.371437,390064.000,61527,1,T1,1,100,33.157
1733303925.504438,390197.000,61544,1,T1,1,100,33.174
1733303925.638438,390331.000,61561,1,T1,1,100,33.253
1733303925.771438,390464.000,61595,1,T1,1,100,33.251
1733303925.904439,390597.000,61611,1,T1,1,100,33.215
1733303926.038439,390731.000,61628,1,T1,1,100,33.270
1733303926.171440,390864.000,61665,1,T1,1,100,33.259
1733303926.304440,390997.000,61681,1,T1,1,100,33.254
1733303926.438440,391131.000,61699,1,T1,1,100,33.287
1733303926.571441,391264.000,61719,1,T1,1,100,33.231
1733303926.704441,391397.000,61736,1,T1,1,100,33.171
1733303926.837442,391530.000,61768,1,T1,1,100,33.216
1733303926.971442,391664.000,61784,1,T1,1,100,33.235
1733303927.104442,391797.000,61802,1,T1,1,100,33.208
1733303927.237443,391930.000,61833,1,T1,1,100,33.196
1733303927.371443,392064.000,61849,1,T1,1,100,33.227
1733303927.504444,392197.000,61867,1,T1,1,100,33.169
1733303927.637444,392330.000,61900,1,T1,1,100,33.286
1733303927.771444,392464.000,61917,1,T1,1,100,33.301
1733303927.904445,392597.000,61934,1,T1,1,100,33.237
1733303928.037445,392730.000,61966,1,T1,1,100,33.209
1733303928.171446,392864.000,61982,1,T1,1,100,33.268
1733303928.304446,392997.000,61999,1,T1,1,100,33.222
1733303928.437446,393130.000,62031,1,T1,1,100,33.132
1733303928.571447,393264.000,62047,1,T1,1,100,33.163
1733303928.704447,393397.000,62066,1,T1,1,100,33.212
1733303928.837447,393530.000,62083,1,T1,1,100,33.234
1733303928.971448,393664.000,62114,1,T1,1,100,33.314
1733303929.104448,393797.000,62132,1,T1,1,100,33.313
1733303929.237449,393930.000,62148,1,T1,1,100,33.206
1733303929.371449,394064.000,62180,1,T1,1,100,33.160
1733303929.504449,394197.000,62197,1,T1,1,100,33.211
1733303929.637450,394330.000,62213,1,T1,1,100,33.198
1733303929.771450,394464.000,62247,1,T1,1,100,33.298
1733303929.904451,394597.000,62264,1,T1,1,100,33.271
1733303930.037451,394730.000,62280,1,T1,1,100,33.224
1733303930.170451,394863.000,62312,1,T1,1,100,33.345
1733303930.304452,394997.000,62329,1,T1,1,100,33.397
1733303930.437452,395130.000,62346,1,T1,1,100,33.172
1733303930.570452,395263.000,62379,1,T1,1,100,33.216
1733303930.704453,395397.000,62396,1,T1,1,100,33.200
1733303930.837453,395530.000,62413,1,T1,1,100,33.228
1733303930.970454,395663.000,62444,1,T1,1,100,33.312
1733303931.104454,395797.000,62462,1,T1,1,100,33.348
1733303931.237454,395930.000,62478,1,T1,1,100,33.186
1733303931.370455,396063.000,62500,1,T1,1,100,33.222
1733303931.504455,396197.000,62519,1,T1,1,100,33.344
1733303931.637456,396330.000,62552,1,T1,1,100,33.255
1733303931.770456,396463.000,62570,1,T1,1,100,33.288
1733303931.904456,396597.000,62586,1,T1,1,100,33.302
1733303932.037457,396730.000,62618,1,T1,1,100,33.237
1733303932.170457,396863.000,62635,1,T1,1,100,33.138
1733303932.304458,396997.000,62651,1,T1,1,100,33.166
1733303932.437458,397130.000,62685,1,T1,1,100,33.249
1733303932.570458,397263.000,62702,1,T1,1,100,33.250
1733303932.704459,397397.000,62718,1,T1,1,100,33.250
1733303932.837459,397530.000,62736,1,T1,1,100,33.285
1733303932.970460,397663.000,62767,1,T1,1,100,33.265
1733303933.104460,397797.000,62784,1,T1,1,100,33.257
1733303933.237460,397930.000,62801,1,T1,1,100,33.253
1733303933.370461,398063.000,62833,1,T1,1,100,33.287
1733303933.503461,398196.000,62851,1,T1,1,100,33.266
1733303933.637462,398330.000,62868,1,T1,1,100,33.363
1733303933.770462,398463.000,62900,1,T1,1,100,33.334
1733303933.903462,398596.000,62916,1,T1,1,100,33.464
1733303934.037463,398730.000,62933,1,T1,1,100,33.378
1733303934.170463,398863.000,62967,1,T1,1,100,33.270
1733303934.303463,398996.000,62983,1,T1,1,100,33.294
1733303934.437464,399130.000,63001,1,T1,1,100,33.305
1733303934.570464,399263.000,63032,1,T1,1,100,33.274
1733303934.703465,399396.000,63048,1,T1,1,100,33.260
1733303934.837465,399530.000,63066,1,T1,1,100,33.290
1733303934.970465,399663.000,63082,1,T1,1,100,33.196
1733303935.103466,399796.000,63114,1,T1,1,100,33.262
1733303935.237466,399930.000,63133,1,T1,1,100,33.362
1733303935.370467,400063.000,63149,1,T1,1,100,33.369
1733303935.503467,400196.000,63181,1,T1,1,100,33.337
1733303935.637467,400330.000,63198,1,T1,1,100,33.323
1733303935.770468,400463.000,63215,1,T1,1,100,33.353
1733303935.903468,400596.000,63246,1,T1,1,100,33.330
1733303936.036469,400729.000,63263,1,T1,1,100,33.391
1733303936.170469,400863.000,63280,1,T1,1,100,33.382
1733303936.303469,400996.000,63313,1,T1,1,100,33.378
1733303936.437470,401130.000,63334,1,T1,1,100,33.341
1733303936.570470,401263.000,63352,1,T1,1,100,33.325
1733303936.703470,401396.000,63369,1,T1,1,100,33.176
1733303936.836471,401529.000,63386,1,T1,1,100,33.183
1733303936.970471,401663.000,63417,1,T1,1,100,33.292
1733303937.103472,401796.000,63435,1,T1,1,100,33.268
1733303937.236472,401929.000,63453,1,T1,1,100,33.293
1733303937.370472,402063.000,63485,1,T1,1,100,33.269
1733303937.503473,402196.000,63502,1,T1,1,100,33.187
1733303937.636473,402329.000,63518,1,T1,1,100,33.223
1733303937.770474,402463.000,63550,1,T1,1,100,33.238
1733303937.903474,402596.000,63567,1,T1,1,100,33.280
1733303938.036474,402729.000,63583,1,T1,1,100,33.299
1733303938.170475,402863.000,63617,1,T1,1,100,33.306
1733303938.303475,402996.000,63634,1,T1,1,100,33.310
1733303938.436476,403129.000,63651,1,T1,1,100,33.276
1733303938.570476,403263.000,63668,1,T1,1,100,33.332
1733303938.703476,403396.000,63700,1,T1,1,100,33.215
1733303938.836477,403529.000,63716,1,T1,1,100,33.235
1733303938.970477,403663.000,63733,1,T1,1,100,33.385
1733303939.103478,403796.000,63765,1,T1,1,100,33.309
1733303939.236478,403929.000,63783,1,T1,1,100,33.240
1733303939.370478,404063.000,63800,1,T1,1,100,33.281
1733303939.503479,404196.000,63832,1,T1,1,100,33.263
1733303939.636479,404329.000,63848,1,T1,1,100,33.362
1733303939.770480,404463.000,63866,1,T1,1,100,33.405
1733303939.903480,404596.000,63897,1,T1,1,100,33.423
1733303940.036480,404729.000,63913,1,T1,1,100,33.325
1733303940.170481,404863.000,63931,1,T1,1,100,33.282
1733303940.303481,404996.000,63964,1,T1,1,100,33.300
1733303940.436481,405129.000,63981,1,T1,1,100,33.307
1733303940.569482,405262.000,63998,1,T1,1,100,33.416
1733303940.703482,405396.000,64014,1,T1,1,100,33.535
1733303940.836483,405529.000,64046,1,T1,1,100,33.480
1733303940.969483,405662.000,64063,1,T1,1,100,33.456
1733303941.103483,405796.000,64082,1,T1,1,100,33.374
1733303941.236484,405929.000,64113,1,T1,1,100,33.268
1733303941.369484,406062.000,64130,1,T1,1,100,33.329
1733303941.503485,406196.000,64149,1,T1,1,100,33.390
1733303941.636485,406329.000,64173,1,T1,1,100,33.382
1733303941.769485,406462.000,64189,1,T1,1,100,33.413
1733303941.903486,406596.000,64221,1,T1,1,100,33.392
1733303942.036486,406729.000,64238,1,T1,1,100,33.311
1733303942.169487,406862.000,64257,1,T1,1,100,33.277
1733303942.303487,406996.000,64288,1,T1,1,100,33.297
1733303942.436487,407129.000,64306,1,T1,1,100,33.270
1733303942.569488,407262.000,64322,1,T1,1,100,33.330
1733303942.703488,407396.000,64354,1,T1,1,100,33.426
1733303942.836488,407529.000,64371,1,T1,1,100,33.326
1733303942.969489,407662.000,64387,1,T1,1,100,33.248
1733303943.102489,407795.000,64421,1,T1,1,100,33.249
1733303943.236490,407929.000,64438,1,T1,1,100,33.250
1733303943.369490,408062.000,64454,1,T1,1,100,33.427
1733303943.502491,408195.000,64486,1,T1,1,100,33.398
1733303943.636491,408329.000,64503,1,T1,1,100,33.349
1733303943.769491,408462.000,64520,1,T1,1,100,33.293
1733303943.902492,408595.000,64553,1,T1,1,100,33.304
1733303944.036492,408729.000,64570,1,T1,1,100,33.309
1733303944.169492,408862.000,64587,1,T1,1,100,33.346
1733303944.302493,408995.000,64604,1,T1,1,100,33.434
1733303944.436493,409129.000,64636,1,T1,1,100,33.471
1733303944.569494,409262.000,64652,1,T1,1,100,33.417
1733303944.702494,409395.000,64669,1,T1,1,100,33.428
1733303944.836494,409529.000,64701,1,T1,1,100,33.398
1733303944.969495,409662.000,64719,1,T1,1,100,33.279
1733303945.102495,409795.000,64737,1,T1,1,100,33.333
1733303945.236496,409929.000,64768,1,T1,1,100,33.428
1733303945.369496,410062.000,64784,1,T1,1,100,33.433
1733303945.502496,410195.000,64802,1,T1,1,100,33.471
1733303945.636497,410329.000,64833,1,T1,1,100,33.452
1733303945.769497,410462.000,64850,1,T1,1,100,33.337
1733303945.902498,410595.000,64867,1,T1,1,100,33.394
1733303946.036498,410729.000,64901,1,T1,1,100,33.383
1733303946.169498,410862.000,64917,1,T1,1,100,33.450
1733303946.302499,410995.000,64934,1,T1,1,100,33.407
1733303946.436499,411129.000,64950,1,T1,1,100,33.460
1733303946.569499,411262.000,64984,1,T1,1,100,33.412
1733303946.702500,411395.000,65009,1,T1,1,100,33.462
1733303946.835500,411528.000,65025,1,T1,1,100,33.413
1733303946.969501,411662.000,65042,1,T1,1,100,33.427
1733303947.102501,411795.000,65074,1,T1,1,100,33.468
1733303947.235502,411928.000,65090,1,T1,1,100,33.451
1733303947.369502,412062.000,65107,1,T1,1,100,33.443
1733303947.502502,412195.000,65139,1,T1,1,100,33.369
1733303947.635503,412328.000,65155,1,T1,1,100,33.408
1733303947.769503,412462.000,65175,1,T1,1,100,33.389
1733303947.902503,412595.000,65206,1,T1,1,100,33.346
1733303948.035504,412728.000,65222,1,T1,1,100,33.433
1733303948.169504,412862.000,65240,1,T1,1,100,33.436
1733303948.302505,412995.000,65256,1,T1,1,100,33.366
1733303948.435505,413128.000,65274,1,T1,1,100,33.406
1733303948.569505,413262.000,65305,1,T1,1,100,33.460
1733303948.702506,413395.000,65323,1,T1,1,100,33.376
1733303948.835506,413528.000,65341,1,T1,1,100,33.411
1733303948.969507,413662.000,65372,1,T1,1,100,33.461
1733303949.102507,413795.000,65389,1,T1,1,100,33.412
1733303949.235507,413928.000,65406,1,T1,1,100,33.427
1733303949.368508,414061.000,65438,1,T1,1,100,33.433
1733303949.502508,414195.000,65454,1,T1,1,100,33.294
1733303949.635509,414328.000,65471,1,T1,1,100,33.340
1733303949.768509,414461.000,65505,1,T1,1,100,33.466
1733303949.902509,414595.000,65521,1,T1,1,100,33.414
1733303950.035510,414728.000,2,1,T1,1,100,33.498
1733303950.168510,414861.000,19,1,T1,1,100,33.464
1733303950.302510,414995.000,50,1,T1,1,100,33.378
1733303950.435511,415128.000,68,1,T1,1,100,33.447
1733303950.568511,415261.000,86,1,T1,1,100,33.477
1733303950.702512,415395.000,118,1,T1,1,100,33.348
1733303950.835512,415528.000,135,1,T1,1,100,33.434
1733303950.968513,415661.000,151,1,T1,1,100,33.543
1733303951.102513,415795.000,183,1,T1,1,100,33.412
1733303951.235513,415928.000,200,1,T1,1,100,33.391
1733303951.368514,416061.000,216,1,T1,1,100,33.346
1733303951.502514,416195.000,252,1,T1,1,100,33.504
1733303951.635514,416328.000,269,1,T1,1,100,33.360
1733303951.768515,416461.000,291,1,T1,1,100,33.475
1733303951.902515,416595.000,322,1,T1,1,100,33.489
1733303952.035516,416728.000,339,1,T1,1,100,33.460
1733303952.168516,416861.000,356,1,T1,1,100,33.412
1733303952.302516,416995.000,373,1,T1,1,100,33.462
1733303952.435517,417128.000,407,1,T1,1,100,33.377
1733303952.568517,417261.000,423,1,T1,1,100,33.447
1733303952.702518,417395.000,440,1,T1,1,100,33.548
1733303952.835518,417528.000,472,1,T1,1,100,33.485
1733303952.968518,417661.000,488,1,T1,1,100,33.494
1733303953.102519,417795.000,506,1,T1,1,100,33.497
1733303953.235519,417928.000,539,1,T1,1,100,33.463
1733303953.368520,418061.000,555,1,T1,1,100,33.413
1733303953.501520,418194.000,573,1,T1,1,100,33.533
1733303953.635520,418328.000,604,1,T1,1,100,33.479
1733303953.768521,418461.000,621,1,T1,1,100,33.385
1733303953.901521,418594.000,638,1,T1,1,100,33.450
1733303954.035522,418728.000,672,1,T1,1,100,33.372
1733303954.168522,418861.000,688,1,T1,1,100,33.409
1733303954.301522,418994.000,705,1,T1,1,100,33.425
1733303954.435523,419128.000,721,1,T1,1,100,33.326
1733303954.568523,419261.000,753,1,T1,1,100,33.354
1733303954.701523,419394.000,770,1,T1,1,100,33.437
1733303954.835524,419528.000,787,1,T1,1,100,33.402
1733303954.968524,419661.000,818,1,T1,1,100,33.316
1733303955.101525,419794.000,836,1,T1,1,100,33.385
1733303955.235525,419928.000,852,1,T1,1,100,33.415
1733303955.368525,420061.000,886,1,T1,1,100,33.357
1733303955.501526,420194.000,903,1,T1,1,100,33.403
1733303955.635526,420328.000,919,1,T1,1,100,33.493
1733303955.768527,420461.000,951,1,T1,1,100,33.391
1733303955.901527,420594.000,968,1,T1,1,100,33.417
1733303956.035527,420728.000,986,1,T1,1,100,33.393
1733303956.168528,420861.000,1018,1,T1,1,100,33.312
1733303956.301528,420994.000,1035,1,T1,1,100,33.383
1733303956.435529,421128.000,1052,1,T1,1,100,33.449
1733303956.568529,421261.000,1071,1,T1,1,100,33.372
1733303956.701529,421394.000,1102,1,T1,1,100,33.338
1733303956.834530,421527.000,1119,1,T1,1,100,33.430
1733303956.968530,421661.000,1139,1,T1,1,100,33.399
1733303957.101531,421794.000,1158,1,T1,1,100,33.456
1733303957.234531,421927.000,1189,1,T1,1,100,33.481
1733303957.368531,422061.000,1206,1,T1,1,100,33.385
1733303957.501532,422194.000,1223,1,T1,1,100,33.486
1733303957.634532,422327.000,1254,1,T1,1,100,33.458
1733303957.768533,422461.000,1272,1,T1,1,100,33.376
1733303957.901533,422594.000,1288,1,T1,1,100,33.304
1733303958.034533,422727.000,1305,1,T1,1,100,33.380
1733303958.168534,422861.000,1339,1,T1,1,100,33.306
1733303958.301534,422994.000,1355,1,T1,1,100,33.416
1733303958.434534,423127.000,1373,1,T1,1,100,33.499
1733303958.568535,423261.000,1404,1,T1,1,100,33.464
1733303958.701535,423394.000,1420,1,T1,1,100,33.414
1733303958.834536,423527.000,1438,1,T1,1,100,33.427
1733303958.968536,423661.000,1471,1,T1,1,100,33.362
1733303959.101536,423794.000,1488,1,T1,1,100,33.334
1733303959.234537,423927.000,1505,1,T1,1,100,33.428
1733303959.368537,424061.000,1537,1,T1,1,100,33.504
1733303959.501538,424194.000,1553,1,T1,1,100,33.396
1733303959.634538,424327.000,1570,1,T1,1,100,33.419
1733303959.767538,424460.000,1602,1,T1,1,100,33.430
1733303959.901539,424594.000,1620,1,T1,1,100,33.470
1733303960.034539,424727.000,1637,1,T1,1,100,33.522
1733303960.167539,424860.000,1654,1,T1,1,100,33.510
1733303960.301540,424994.000,1685,1,T1,1,100,33.504
1733303960.434540,425127.000,1703,1,T1,1,100,33.537
1733303960.567541,425260.000,1719,1,T1,1,100,33.622
1733303960.701541,425394.000,1751,1,T1,1,100,33.518
1733303960.834541,425527.000,1770,1,T1,1,100,33.472
1733303960.967542,425660.000,1786,1,T1,1,100,33.488
1733303961.101542,425794.000,1818,1,T1,1,100,33.424
1733303961.234543,425927.000,1835,1,T1,1,100,33.467
1733303961.367543,426060.000,1851,1,T1,1,100,33.663
1733303961.501543,426194.000,1885,1,T1,1,100,33.571
1733303961.634544,426327.000,1902,1,T1,1,100,33.531
1733303961.767544,426460.000,1921,1,T1,1,100,33.513
1733303961.901545,426594.000,1952,1,T1,1,100,33.364
1733303962.034545,426727.000,1976,1,T1,1,100,33.370
1733303962.167545,426860.000,1993,1,T1,1,100,33.444
1733303962.301546,426994.000,2024,1,T1,1,100,33.511
1733303962.434546,427127.000,2042,1,T1,1,100,33.469
1733303962.567547,427260.000,2058,1,T1,1,100,33.522
1733303962.701547,427394.000,2077,1,T1,1,100,33.510
1733303962.834547,427527.000,2109,1,T1,1,100,33.469
1733303962.967548,427660.000,2125,1,T1,1,100,33.451
1733303963.100548,427793.000,2142,1,T1,1,100,33.585
1733303963.234549,427927.000,2174,1,T1,1,100,33.501
1733303963.367549,428060.000,2190,1,T1,1,100,33.501
1733303963.500549,428193.000,2208,1,T1,1,100,33.571
1733303963.634550,428327.000,2241,1,T1,1,100,33.495
1733303963.767550,428460.000,2258,1,T1,1,100,33.569
1733303963.900550,428593.000,2275,1,T1,1,100,33.601
1733303964.034551,428727.000,2307,1,T1,1,100,33.579
1733303964.167551,428860.000,2323,1,T1,1,100,33.534
1733303964.300552,428993.000,2340,1,T1,1,100,33.586
1733303964.434552,429127.000,2374,1,T1,1,100,33.537
1733303964.567552,429260.000,2390,1,T1,1,100,33.481
1733303964.700553,429393.000,2407,1,T1,1,100,33.563
1733303964.834553,429527.000,2439,1,T1,1,100,33.563
1733303964.967554,429660.000,2455,1,T1,1,100,33.598
1733303965.100554,429793.000,2473,1,T1,1,100,33.613
1733303965.234554,429927.000,2489,1,T1,1,100,33.514
1733303965.367555,430060.000,2520,1,T1,1,100,33.506
1733303965.500555,430193.000,2540,1,T1,1,100,33.538
1733303965.634556,430327.000,2556,1,T1,1,100,33.587
1733303965.767556,430460.000,2588,1,T1,1,100,33.644
1733303965.900556,430593.000,2605,1,T1,1,100,33.704
1733303966.033557,430726.000,2621,1,T1,1,100,33.659
1733303966.167557,430860.000,2653,1,T1,1,100,33.533
1733303966.300557,430993.000,2670,1,T1,1,100,33.444
1733303966.434558,431127.000,2689,1,T1,1,100,33.546
1733303966.567558,431260.000,2722,1,T1,1,100,33.520
1733303966.700559,431393.000,2739,1,T1,1,100,33.509
1733303966.833559,431526.000,2756,1,T1,1,100,33.610
1733303966.967559,431660.000,2787,1,T1,1,100,33.654
1733303967.100560,431793.000,2810,1,T1,1,100,33.673
1733303967.233560,431926.000,2828,1,T1,1,100,33.575
1733303967.367561,432060.000,2845,1,T1,1,100,33.532
1733303967.500561,432193.000,2877,1,T1,1,100,33.585
1733303967.633561,432326.000,2893,1,T1,1,100,33.537
1733303967.767562,432460.000,2911,1,T1,1,100,33.587
1733303967.900562,432593.000,2942,1,T1,1,100,33.644
1733303968.033563,432726.000,2958,1,T1,1,100,33.633
1733303968.167563,432860.000,2976,1,T1,1,100,33.522
1733303968.300563,432993.000,3009,1,T1,1,100,33.581
1733303968.433564,433126.000,3026,1,T1,1,100,33.606
1733303968.567564,433260.000,3043,1,T1,1,100,33.546
1733303968.700565,433393.000,3075,1,T1,1,100,33.591
1733303968.833565,433526.000,3091,1,T1,1,100,33.575
1733303968.967565,433660.000,3108,1,T1,1,100,33.532
1733303969.100566,433793.000,3126,1,T1,1,100,33.585
1733303969.233566,433926.000,3158,1,T1,1,100,33.537
1733303969.367567,434060.000,3175,1,T1,1,100,33.480
1733303969.500567,434193.000,3192,1,T1,1,100,33.598
1733303969.633567,434326.000,3223,1,T1,1,100,33.613
1733303969.767568,434460.000,3241,1,T1,1,100,33.620
1733303969.900568,434593.000,3257,1,T1,1,100,33.587
1733303970.033568,434726.000,3291,1,T1,1,100,33.609
1733303970.166569,434859.000,3308,1,T1,1,100,33.618
1733303970.300569,434993.000,3324,1,T1,1,100,33.516
1733303970.433570,435126.000,3356,1,T1,1,100,33.542
1733303970.566570,435259.000,3373,1,T1,1,100,33.589
1733303970.700570,435393.000,3389,1,T1,1,100,33.539
1733303970.833571,435526.000,3423,1,T1,1,100,33.623
1733303970.966571,435659.000,3440,1,T1,1,100,33.660
