LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1733303854.346229,319039.000,49959,3,PG,1,100,12095
1733303854.386229,319079.000,49959,3,PG,1,100,12124
1733303854.426229,319119.000,49982,3,PG,1,100,12118
1733303854.466229,319159.000,49982,3,PG,1,100,12119
1733303854.506229,319199.000,49982,3,PG,1,100,12140
1733303854.546229,319239.000,49998,3,PG,1,100,12098
1733303854.586229,319279.000,49998,3,PG,1,100,12066
1733303854.626230,319319.000,49998,3,PG,1,100,12022
1733303854.666230,319359.000,50015,2,PG,1,100,12002
1733303854.706230,319399.000,50015,2,PG,1,100,11997
1733303854.746230,319439.000,50032,3,PG,1,100,11985
1733303854.786230,319479.000,50032,3,PG,1,100,12001
1733303854.826230,319519.000,50032,3,PG,1,100,12002
1733303854.866230,319559.000,50047,2,PG,1,100,11990
1733303854.906230,319599.000,50047,2,PG,1,100,11982
1733303854.946230,319639.000,50063,3,PG,1,100,11990
1733303854.986231,319679.000,50063,3,PG,1,100,12001
1733303855.026231,319719.000,50063,3,PG,1,100,12010
1733303855.066231,319759.000,50083,3,PG,1,100,12012
1733303855.106231,319799.000,50083,3,PG,1,100,12029
1733303855.146231,319839.000,50083,3,PG,1,100,12037
1733303855.186231,319879.000,50099,2,PG,1,100,12047
1733303855.226231,319919.000,50099,2,PG,1,100,12073
1733303855.266232,319959.000,50115,3,PG,1,100,12095
1733303855.306231,319999.000,50115,3,PG,1,100,12094
1733303855.346232,320039.000,50115,3,PG,1,100,12117
1733303855.386232,320079.000,50130,2,PG,1,100,12113
1733303855.426232,320119.000,50130,2,PG,1,100,12086
1733303855.466232,320159.000,50148,3,PG,1,100,12034
1733303855.506232,320199.000,50148,3,PG,1,100,12003
1733303855.546232,320239.000,50148,3,PG,1,100,12000
1733303855.586232,320279.000,50164,2,PG,1,100,11982
1733303855.626232,320319.000,50164,2,PG,1,100,11977
1733303855.666233,320359.000,50181,3,PG,1,100,11985
1733303855.706233,320399.000,50181,3,PG,1,100,11988
1733303855.746233,320439.000,50181,3,PG,1,100,11979
1733303855.786233,320479.000,50196,2,PG,1,100,11986
1733303855.826233,320519.000,50196,2,PG,1,100,11974
1733303855.866233,320559.000,50213,3,PG,1,100,11993
1733303855.906233,320599.000,50213,3,PG,1,100,11996
1733303855.946234,320639.000,50213,3,PG,1,100,12009
1733303855.986233,320679.000,50231,2,PG,1,100,12029
1733303856.026234,320719.000,50231,2,PG,1,100,12040
1733303856.066234,320759.000,50249,3,PG,1,100,12042
1733303856.106234,320799.000,50249,3,PG,1,100,12069
1733303856.146234,320839.000,50249,3,PG,1,100,12071
1733303856.186234,320879.000,50263,2,PG,1,100,12053
1733303856.226234,320919.000,50263,2,PG,1,100,12032
1733303856.266234,320959.000,50280,3,PG,1,100,11983
1733303856.306235,320999.000,50280,3,PG,1,100,11954
1733303856.346235,321039.000,50280,3,PG,1,100,11943
1733303856.386235,321079.000,50297,3,PG,1,100,11937
1733303856.426235,321119.000,50297,3,PG,1,100,11950
1733303856.466235,321159.000,50297,3,PG,1,100,11946
1733303856.506235,321199.000,50316,2,PG,1,100,11947
1733303856.546235,321239.000,50316,2,PG,1,100,11926
1733303856.586235,321279.000,50330,3,PG,1,100,11928
1733303856.626235,321319.000,50330,3,PG,1,100,11945
1733303856.666235,321359.000,50330,3,PG,1,100,11946
1733303856.706236,321399.000,50349,2,PG,1,100,11956
1733303856.746236,321439.000,50349,2,PG,1,100,11952
1733303856.786236,321479.000,50366,3,PG,1,100,11971
1733303856.826236,321519.000,50366,3,PG,1,100,11991
1733303856.866236,321559.000,50366,3,PG,1,100,12006
1733303856.906236,321599.000,50383,2,PG,1,100,12014
1733303856.946236,321639.000,50383,2,PG,1,100,12021
1733303856.992737,321685.500,50397,2,PG,1,100,12021
1733303857.039237,321732.000,50397,2,PG,1,100,12024
1733303857.079237,321772.000,50415,3,PG,1,100,11965
1733303857.119237,321812.000,50415,3,PG,1,100,11922
1733303857.159237,321852.000,50415,3,PG,1,100,11906
1733303857.199237,321892.000,50431,3,PG,1,100,11884
1733303857.239237,321932.000,50431,3,PG,1,100,11875
1733303857.279237,321972.000,50431,3,PG,1,100,11865
1733303857.319237,322012.000,50448,2,PG,1,100,11865
1733303857.359238,322052.000,50448,2,PG,1,100,11868
1733303857.399238,322092.000,50464,3,PG,1,100,11875
1733303857.439238,322132.000,50464,3,PG,1,100,11872
1733303857.479238,322172.000,50464,3,PG,1,100,11862
1733303857.519238,322212.000,50480,2,PG,1,100,11858
1733303857.559238,322252.000,50480,2,PG,1,100,11891
1733303857.599238,322292.000,50498,3,PG,1,100,11903
1733303857.639238,322332.000,50498,3,PG,1,100,11916
1733303857.679239,322372.000,50498,3,PG,1,100,11924
1733303857.719239,322412.000,50516,2,PG,1,100,11938
1733303857.759239,322452.000,50516,2,PG,1,100,11953
1733303857.799239,322492.000,50532,3,PG,1,100,11962
1733303857.839239,322532.000,50532,3,PG,1,100,11975
1733303857.879239,322572.000,50532,3,PG,1,100,11994
1733303857.919239,322612.000,50547,2,PG,1,100,11956
1733303857.959239,322652.000,50547,2,PG,1,100,11905
1733303857.999239,322692.000,50563,3,PG,1,100,11866
1733303858.039240,322732.000,50563,3,PG,1,100,11867
1733303858.079240,322772.000,50563,3,PG,1,100,11841
1733303858.119240,322812.000,50581,2,PG,1,100,11859
1733303858.159240,322852.000,50581,2,PG,1,100,11846
1733303858.199240,322892.000,50597,3,PG,1,100,11835
1733303858.239240,322932.000,50597,3,PG,1,100,11849
1733303858.279240,322972.000,50597,3,PG,1,100,11828
1733303858.319240,323012.000,50612,2,PG,1,100,11840
1733303858.359241,323052.000,50612,2,PG,1,100,11847
1733303858.399241,323092.000,50631,3,PG,1,100,11845
1733303858.439241,323132.000,50631,3,PG,1,100,11853
1733303858.479241,323172.000,50631,3,PG,1,100,11881
1733303858.519241,323212.000,50648,3,PG,1,100,11866
1733303858.559241,323252.000,50648,3,PG,1,100,11893
1733303858.599241,323292.000,50648,3,PG,1,100,11894
1733303858.639241,323332.000,50664,2,PG,1,100,11903
1733303858.679241,323372.000,50664,2,PG,1,100,11871
1733303858.719242,323412.000,50680,3,PG,1,100,11841
1733303858.759242,323452.000,50680,3,PG,1,100,11803
1733303858.799242,323492.000,50680,3,PG,1,100,11778
1733303858.839242,323532.000,50696,2,PG,1,100,11784
1733303858.879242,323572.000,50696,2,PG,1,100,11777
1733303858.919242,323612.000,50713,3,PG,1,100,11781
1733303858.959242,323652.000,50713,3,PG,1,100,11783
1733303858.999242,323692.000,50713,3,PG,1,100,11779
1733303859.039243,323732.000,50729,2,PG,1,100,11788
1733303859.079243,323772.000,50729,2,PG,1,100,11778
1733303859.119243,323812.000,50745,3,PG,1,100,11783
1733303859.159243,323852.000,50745,3,PG,1,100,11800
1733303859.199243,323892.000,50745,3,PG,1,100,11813
1733303859.239243,323932.000,50763,2,PG,1,100,11812
1733303859.279243,323972.000,50763,2,PG,1,100,11847
1733303859.319243,324012.000,50780,3,PG,1,100,11863
1733303859.359243,324052.000,50780,3,PG,1,100,11870
1733303859.399244,324092.000,50780,3,PG,1,100,11884
1733303859.439244,324132.000,50797,2,PG,1,100,11895
1733303859.479244,324172.000,50797,2,PG,1,100,11893
1733303859.519244,324212.000,50818,4,PG,1,100,11850
1733303859.559244,324252.000,50818,4,PG,1,100,11817
1733303859.599244,324292.000,50818,4,PG,1,100,11770
1733303859.639244,324332.000,50818,4,PG,1,100,11759
1733303859.679244,324372.000,50834,2,PG,1,100,11750
1733303859.719244,324412.000,50834,2,PG,1,100,11747
1733303859.759245,324452.000,50850,3,PG,1,100,11751
1733303859.799245,324492.000,50850,3,PG,1,100,11742
1733303859.839245,324532.000,50850,3,PG,1,100,11741
1733303859.879245,324572.000,50866,3,PG,1,100,11743
1733303859.919245,324612.000,50866,3,PG,1,100,11734
1733303859.959245,324652.000,50866,3,PG,1,100,11763
1733303859.999245,324692.000,50885,2,PG,1,100,11766
1733303860.039245,324732.000,50885,2,PG,1,100,11781
1733303860.079246,324772.000,50902,3,PG,1,100,11796
1733303860.119246,324812.000,50902,3,PG,1,100,11815
1733303860.159246,324852.000,50902,3,PG,1,100,11841
1733303860.199246,324892.000,50917,2,PG,1,100,11852
1733303860.239246,324932.000,50917,2,PG,1,100,11856
1733303860.279246,324972.000,50933,3,PG,1,100,11870
1733303860.319246,325012.000,50933,3,PG,1,100,11894
1733303860.359246,325052.000,50933,3,PG,1,100,11907
1733303860.399246,325092.000,50951,2,PG,1,100,11875
1733303860.439247,325132.000,50951,2,PG,1,100,11837
1733303860.479247,325172.000,50967,3,PG,1,100,11802
1733303860.519247,325212.000,50967,3,PG,1,100,11775
1733303860.559247,325252.000,50967,3,PG,1,100,11787
1733303860.599247,325292.000,50982,2,PG,1,100,11778
1733303860.639247,325332.000,50982,2,PG,1,100,11779
1733303860.683581,325376.333,50998,3,PG,1,100,11786
1733303860.727914,325420.667,50998,3,PG,1,100,11780
1733303860.772248,325465.000,50998,3,PG,1,100,11796
1733303860.812248,325505.000,51016,2,PG,1,100,11787
1733303860.852248,325545.000,51016,2,PG,1,100,11789
1733303860.892248,325585.000,51034,3,PG,1,100,11816
1733303860.932248,325625.000,51034,3,PG,1,100,11827
1733303860.972248,325665.000,51034,3,PG,1,100,11833
1733303861.012248,325705.000,51049,2,PG,1,100,11853
1733303861.052248,325745.000,51049,2,PG,1,100,11876
1733303861.092248,325785.000,51066,3,PG,1,100,11886
1733303861.132249,325825.000,51066,3,PG,1,100,11905
1733303861.172249,325865.000,51066,3,PG,1,100,11904
1733303861.212249,325905.000,51083,2,PG,1,100,11861
1733303861.252249,325945.000,51083,2,PG,1,100,11811
1733303861.292249,325985.000,51099,3,PG,1,100,11811
1733303861.332249,326025.000,51099,3,PG,1,100,11795
1733303861.372249,326065.000,51099,3,PG,1,100,11794
1733303861.412250,326105.000,51117,2,PG,1,100,11786
1733303861.452250,326145.000,51117,2,PG,1,100,11789
1733303861.492250,326185.000,51133,3,PG,1,100,11796
1733303861.532250,326225.000,51133,3,PG,1,100,11792
1733303861.572250,326265.000,51133,3,PG,1,100,11785
1733303861.612250,326305.000,51150,2,PG,1,100,11794
1733303861.652250,326345.000,51150,2,PG,1,100,11796
1733303861.692250,326385.000,51169,3,PG,1,100,11809
1733303861.732250,326425.000,51169,3,PG,1,100,11827
1733303861.772250,326465.000,51169,3,PG,1,100,11840
1733303861.812251,326505.000,51186,3,PG,1,100,11842
1733303861.852251,326545.000,51186,3,PG,1,100,11882
1733303861.892251,326585.000,51186,3,PG,1,100,11881
1733303861.932251,326625.000,51200,2,PG,1,100,11895
1733303861.972251,326665.000,51200,2,PG,1,100,11896
1733303862.012251,326705.000,51217,3,PG,1,100,11867
1733303862.052251,326745.000,51217,3,PG,1,100,11835
1733303862.092252,326785.000,51217,3,PG,1,100,11800
1733303862.132252,326825.000,51234,2,PG,1,100,11778
1733303862.172252,326865.000,51234,2,PG,1,100,11772
1733303862.212252,326905.000,51251,3,PG,1,100,11778
1733303862.252252,326945.000,51251,3,PG,1,100,11784
1733303862.292252,326985.000,51251,3,PG,1,100,11775
1733303862.332252,327025.000,51265,2,PG,1,100,11783
1733303862.372252,327065.000,51265,2,PG,1,100,11779
1733303862.412252,327105.000,51283,3,PG,1,100,11775
1733303862.452253,327145.000,51283,3,PG,1,100,11793
1733303862.492253,327185.000,51283,3,PG,1,100,11805
1733303862.532253,327225.000,51301,2,PG,1,100,11813
1733303862.572253,327265.000,51301,2,PG,1,100,11847
1733303862.612253,327305.000,51318,3,PG,1,100,11841
1733303862.652253,327345.000,51318,3,PG,1,100,11867
1733303862.692253,327385.000,51318,3,PG,1,100,11868
1733303862.732253,327425.000,51333,2,PG,1,100,11913
1733303862.772254,327465.000,51333,2,PG,1,100,11915
1733303862.812253,327505.000,51350,3,PG,1,100,11915
1733303862.852254,327545.000,51350,3,PG,1,100,11944
1733303862.892254,327585.000,51350,3,PG,1,100,11957
1733303862.932254,327625.000,51366,3,PG,1,100,11934
1733303862.972254,327665.000,51366,3,PG,1,100,11880
