LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1733303859.718245,324411.000,50836,1,EL,1,100,26403.000000
1733303859.784745,324477.500,50852,2,EL,1,100,26403.000000
1733303859.851245,324544.000,50852,2,EL,1,100,26403.000000
1733303859.918245,324611.000,50868,1,EL,1,100,26403.000000
1733303859.984745,324677.500,50887,2,EL,1,100,26403.000000
1733303860.051245,324744.000,50887,2,EL,1,100,26403.000000
1733303860.118246,324811.000,50904,1,EL,1,100,26403.000000
1733303860.184746,324877.500,50919,2,EL,1,100,26403.000000
1733303860.251246,324944.000,50919,2,EL,1,100,26403.199219
1733303860.318246,325011.000,50935,1,EL,1,100,26403.000000
1733303860.384747,325077.500,50953,2,EL,1,100,26403.000000
1733303860.451247,325144.000,50953,2,EL,1,100,26403.000000
1733303860.517247,325210.000,50969,1,EL,1,100,26403.000000
1733303860.584247,325277.000,50984,2,EL,1,100,26403.000000
1733303860.651247,325344.000,50984,2,EL,1,100,26403.000000
1733303860.718247,325411.000,51000,1,EL,1,100,26403.000000
1733303860.784748,325477.500,51018,2,EL,1,100,26403.000000
1733303860.851248,325544.000,51018,2,EL,1,100,26403.000000
1733303860.918248,325611.000,51036,1,EL,1,100,26403.000000
1733303860.984748,325677.500,51051,2,EL,1,100,26403.000000
1733303861.051248,325744.000,51051,2,EL,1,100,26403.000000
1733303861.118249,325811.000,51068,1,EL,1,100,26403.000000
1733303861.184749,325877.500,51085,2,EL,1,100,26403.000000
1733303861.251249,325944.000,51085,2,EL,1,100,26403.000000
1733303861.317749,326010.500,51101,2,EL,1,100,26403.000000
1733303861.384249,326077.000,51101,2,EL,1,100,26402.800781
1733303861.451250,326144.000,51119,1,EL,1,100,26403.000000
1733303861.517750,326210.500,51135,2,EL,1,100,26402.800781
1733303861.584250,326277.000,51135,2,EL,1,100,26403.000000
1733303861.651250,326344.000,51152,1,EL,1,100,26403.000000
1733303861.717750,326410.500,51171,2,EL,1,100,26403.000000
1733303861.784250,326477.000,51171,2,EL,1,100,26402.800781
1733303861.851251,326544.000,51188,1,EL,1,100,26403.000000
1733303861.917751,326610.500,51202,2,EL,1,100,26403.000000
1733303861.984251,326677.000,51202,2,EL,1,100,26403.000000
1733303862.051251,326744.000,51219,1,EL,1,100,26403.000000
1733303862.117752,326810.500,51236,2,EL,1,100,26403.000000
1733303862.184252,326877.000,51236,2,EL,1,100,26403.000000
1733303862.251252,326944.000,51253,1,EL,1,100,26403.000000
1733303862.317752,327010.500,51267,2,EL,1,100,26403.000000
1733303862.384252,327077.000,51267,2,EL,1,100,26403.000000
1733303862.451252,327144.000,51285,1,EL,1,100,26403.000000
1733303862.517753,327210.500,51303,2,EL,1,100,26403.000000
1733303862.584253,327277.000,51303,2,EL,1,100,26403.000000
1733303862.651253,327344.000,51320,1,EL,1,100,26403.000000
1733303862.717753,327410.500,51335,2,EL,1,100,26403.000000
1733303862.784254,327477.000,51335,2,EL,1,100,26403.000000
1733303862.851254,327544.000,51352,1,EL,1,100,26403.000000
1733303862.917754,327610.500,51368,2,EL,1,100,26403.000000
1733303862.984254,327677.000,51368,2,EL,1,100,26402.800781
1733303863.051254,327744.000,51385,1,EL,1,100,26403.000000
1733303863.117754,327810.500,51401,2,EL,1,100,26402.800781
1733303863.184255,327877.000,51401,2,EL,1,100,26403.000000
1733303863.250755,327943.500,51417,2,EL,1,100,26402.800781
1733303863.317255,328010.000,51417,2,EL,1,100,26403.000000
1733303863.384255,328077.000,51433,1,EL,1,100,26403.000000
1733303863.450755,328143.500,51453,2,EL,1,100,26403.000000
1733303863.517256,328210.000,51453,2,EL,1,100,26403.000000
1733303863.584256,328277.000,51469,1,EL,1,100,26403.000000
1733303863.650756,328343.500,51484,2,EL,1,100,26402.800781
1733303863.717256,328410.000,51484,2,EL,1,100,26402.800781
1733303863.784256,328477.000,51501,1,EL,1,100,26402.800781
1733303863.850757,328543.500,51518,2,EL,1,100,26402.599609
1733303863.917257,328610.000,51518,2,EL,1,100,26402.599609
1733303863.984257,328677.000,51534,1,EL,1,100,26402.199219
1733303864.050757,328743.500,51550,2,EL,1,100,26402.599609
1733303864.117257,328810.000,51550,2,EL,1,100,26402.599609
1733303864.184258,328877.000,51566,1,EL,1,100,26402.400391
1733303864.250758,328943.500,51583,2,EL,1,100,26402.400391
1733303864.317258,329010.000,51583,2,EL,1,100,26402.400391
1733303864.384258,329077.000,51601,1,EL,1,100,26402.400391
1733303864.450758,329143.500,51617,2,EL,1,100,26402.199219
1733303864.517259,329210.000,51617,2,EL,1,100,26402.199219
1733303864.584259,329277.000,51633,1,EL,1,100,26402.000000
1733303864.650759,329343.500,51655,2,EL,1,100,26402.599609
1733303864.717259,329410.000,51655,2,EL,1,100,26402.400391
1733303864.783759,329476.500,51672,2,EL,1,100,26402.599609
1733303864.850260,329543.000,51672,2,EL,1,100,26402.599609
1733303864.917260,329610.000,51689,2,EL,1,100,26402.400391
1733303864.984260,329677.000,51689,2,EL,1,100,26402.800781
1733303865.050260,329743.000,51705,1,EL,1,100,26403.000000
1733303865.117260,329810.000,51723,2,EL,1,100,26403.000000
1733303865.184261,329877.000,51723,2,EL,1,100,26403.000000
1733303865.251261,329944.000,51739,1,EL,1,100,26402.599609
1733303865.317761,330010.500,51756,2,EL,1,100,26402.800781
1733303865.384261,330077.000,51756,2,EL,1,100,26403.000000
1733303865.450261,330143.000,51773,1,EL,1,100,26402.800781
1733303865.517262,330210.000,51788,2,EL,1,100,26402.599609
1733303865.584262,330277.000,51788,2,EL,1,100,26403.000000
1733303865.650262,330343.000,51804,1,EL,1,100,26403.000000
1733303865.717262,330410.000,51822,2,EL,1,100,26402.800781
1733303865.784262,330477.000,51822,2,EL,1,100,26402.800781
1733303865.850262,330543.000,51838,1,EL,1,100,26402.800781
1733303865.917263,330610.000,51855,2,EL,1,100,26403.000000
1733303865.984263,330677.000,51855,2,EL,1,100,26402.400391
1733303866.050263,330743.000,51871,1,EL,1,100,26402.599609
1733303866.117263,330810.000,51889,2,EL,1,100,26402.199219
1733303866.184263,330877.000,51889,2,EL,1,100,26402.400391
1733303866.250264,330943.000,51905,1,EL,1,100,26402.000000
1733303866.317264,331010.000,51920,2,EL,1,100,26402.000000
1733303866.384264,331077.000,51920,2,EL,1,100,26402.199219
1733303866.450264,331143.000,51937,1,EL,1,100,26402.000000
1733303866.517264,331210.000,51956,2,EL,1,100,26402.400391
1733303866.584265,331277.000,51956,2,EL,1,100,26402.199219
1733303866.650265,331343.000,51972,1,EL,1,100,26402.400391
1733303866.717265,331410.000,51991,2,EL,1,100,26402.199219
1733303866.784265,331477.000,51991,2,EL,1,100,26402.199219
1733303866.850765,331543.500,52006,2,EL,1,100,26402.000000
1733303866.917266,331610.000,52006,2,EL,1,100,26402.000000
1733303866.984266,331677.000,52023,1,EL,1,100,26402.199219
1733303867.050766,331743.500,52040,2,EL,1,100,26402.000000
1733303867.117266,331810.000,52040,2,EL,1,100,26402.000000
1733303867.184266,331877.000,52057,1,EL,1,100,26402.000000
1733303867.250767,331943.500,52071,2,EL,1,100,26402.000000
1733303867.317267,332010.000,52071,2,EL,1,100,26402.000000
1733303867.384267,332077.000,52088,1,EL,1,100,26401.800781
1733303867.450767,332143.500,52107,2,EL,1,100,26401.599609
1733303867.517267,332210.000,52107,2,EL,1,100,26401.800781
1733303867.584268,332277.000,52124,1,EL,1,100,26401.800781
1733303867.650768,332343.500,52138,2,EL,1,100,26401.599609
1733303867.717268,332410.000,52138,2,EL,1,100,26401.800781
1733303867.784268,332477.000,52156,1,EL,1,100,26401.599609
1733303867.850768,332543.500,52172,2,EL,1,100,26401.800781
1733303867.917269,332610.000,52172,2,EL,1,100,26401.599609
1733303867.984269,332677.000,52189,1,EL,1,100,26401.400391
1733303868.050769,332743.500,52204,2,EL,1,100,26401.599609
1733303868.117269,332810.000,52204,2,EL,1,100,26401.400391
1733303868.183269,332876.000,52221,1,EL,1,100,26401.800781
1733303868.250270,332943.000,52237,2,EL,1,100,26401.599609
1733303868.317270,333010.000,52237,2,EL,1,100,26402.000000
1733303868.383270,333076.000,52256,1,EL,1,100,26401.599609
1733303868.450270,333143.000,52271,2,EL,1,100,26402.000000
1733303868.517270,333210.000,52271,2,EL,1,100,26402.000000
1733303868.583271,333276.000,52288,1,EL,1,100,26402.000000
1733303868.650271,333343.000,52304,2,EL,1,100,26402.000000
1733303868.717271,333410.000,52304,2,EL,1,100,26402.000000
1733303868.784271,333477.000,52322,1,EL,1,100,26402.000000
1733303868.850771,333543.500,52337,2,EL,1,100,26401.800781
1733303868.917272,333610.000,52337,2,EL,1,100,26402.000000
1733303868.983772,333676.500,52353,2,EL,1,100,26402.000000
1733303869.050272,333743.000,52353,2,EL,1,100,26402.000000
1733303869.117272,333810.000,52370,1,EL,1,100,26402.000000
1733303869.183772,333876.500,52389,2,EL,1,100,26402.000000
1733303869.250273,333943.000,52389,2,EL,1,100,26402.000000
1733303869.317273,334010.000,52405,1,EL,1,100,26402.000000
1733303869.383773,334076.500,52421,2,EL,1,100,26402.000000
1733303869.450273,334143.000,52421,2,EL,1,100,26402.000000
1733303869.517273,334210.000,52437,1,EL,1,100,26402.000000
1733303869.583773,334276.500,52454,2,EL,1,100,26402.000000
1733303869.650274,334343.000,52454,2,EL,1,100,26402.000000
1733303869.717274,334410.000,52470,1,EL,1,100,26402.000000
1733303869.783774,334476.500,52491,2,EL,1,100,26402.000000
1733303869.850274,334543.000,52491,2,EL,1,100,26402.000000
1733303869.916775,334609.500,52509,2,EL,1,100,26402.000000
1733303869.983275,334676.000,52509,2,EL,1,100,26402.000000
1733303870.050275,334743.000,52525,1,EL,1,100,26402.000000
1733303870.116775,334809.500,52542,2,EL,1,100,26402.000000
1733303870.183275,334876.000,52542,2,EL,1,100,26402.000000
1733303870.250275,334943.000,52559,1,EL,1,100,26402.000000
1733303870.316776,335009.500,52574,2,EL,1,100,26402.000000
1733303870.383276,335076.000,52574,2,EL,1,100,26402.000000
1733303870.450276,335143.000,52591,2,EL,1,100,26402.000000
1733303870.517276,335210.000,52591,2,EL,1,100,26402.000000
1733303870.583277,335276.000,52607,1,EL,1,100,26402.000000
1733303870.650277,335343.000,52626,2,EL,1,100,26402.000000
1733303870.717277,335410.000,52626,2,EL,1,100,26402.000000
1733303870.783277,335476.000,52643,1,EL,1,100,26402.000000
1733303870.850277,335543.000,52658,2,EL,1,100,26402.199219
1733303870.917277,335610.000,52658,2,EL,1,100,26402.000000
1733303870.983278,335676.000,52674,1,EL,1,100,26402.199219
1733303871.050278,335743.000,52692,2,EL,1,100,26402.199219
1733303871.117278,335810.000,52692,2,EL,1,100,26402.199219
1733303871.183278,335876.000,52708,1,EL,1,100,26402.000000
1733303871.250278,335943.000,52723,2,EL,1,100,26402.000000
1733303871.317279,336010.000,52723,2,EL,1,100,26402.000000
1733303871.383279,336076.000,52739,1,EL,1,100,26402.599609
1733303871.450279,336143.000,52759,2,EL,1,100,26402.400391
1733303871.517279,336210.000,52759,2,EL,1,100,26402.199219
1733303871.583279,336276.000,52777,1,EL,1,100,26402.400391
1733303871.649780,336342.500,52792,2,EL,1,100,26402.400391
1733303871.716280,336409.000,52792,2,EL,1,100,26402.199219
1733303871.783280,336476.000,52809,1,EL,1,100,26402.599609
1733303871.849780,336542.500,52826,2,EL,1,100,26402.000000
1733303871.916280,336609.000,52826,2,EL,1,100,26402.400391
1733303871.983280,336676.000,52842,1,EL,1,100,26402.000000
1733303872.049781,336742.500,52858,2,EL,1,100,26402.000000
1733303872.116281,336809.000,52858,2,EL,1,100,26402.199219
1733303872.183281,336876.000,52874,1,EL,1,100,26402.000000
1733303872.249781,336942.500,52893,2,EL,1,100,26402.199219
1733303872.316282,337009.000,52893,2,EL,1,100,26402.000000
1733303872.383282,337076.000,52909,1,EL,1,100,26402.000000
1733303872.449782,337142.500,52926,2,EL,1,100,26401.800781
1733303872.516282,337209.000,52926,2,EL,1,100,26402.000000
1733303872.583282,337276.000,52941,1,EL,1,100,26402.000000
1733303872.649782,337342.500,52958,2,EL,1,100,26402.000000
1733303872.716283,337409.000,52958,2,EL,1,100,26402.000000
1733303872.783283,337476.000,52975,1,EL,1,100,26402.000000
1733303872.849783,337542.500,52991,2,EL,1,100,26402.000000
1733303872.916283,337609.000,52991,2,EL,1,100,26402.000000
1733303872.983284,337676.000,53006,2,EL,1,100,26402.000000
