LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1733303906.054381,370747.000,58392,1,TH,1,100,30.704
1733303906.188381,370881.000,58410,1,TH,1,100,30.711
1733303906.321381,371014.000,58441,1,TH,1,100,30.682
1733303906.454382,371147.000,58458,1,TH,1,100,30.682
1733303906.588382,371281.000,58477,1,TH,1,100,30.601
1733303906.721383,371414.000,58509,1,TH,1,100,30.600
1733303906.854383,371547.000,58525,1,TH,1,100,30.667
1733303906.988383,371681.000,58544,1,TH,1,100,30.667
1733303907.121384,371814.000,58561,1,TH,1,100,30.769
1733303907.254384,371947.000,58592,1,TH,1,100,30.769
1733303907.388385,372081.000,58609,1,TH,1,100,30.713
1733303907.521385,372214.000,58626,1,TH,1,100,30.713
1733303907.654385,372347.000,58657,1,TH,1,100,30.820
1733303907.787386,372480.000,58675,1,TH,1,100,30.827
1733303907.921386,372614.000,58691,1,TH,1,100,30.707
1733303908.054386,372747.000,58725,1,TH,1,100,30.707
1733303908.187387,372880.000,58742,1,TH,1,100,30.610
1733303908.321387,373014.000,58758,1,TH,1,100,30.610
1733303908.454388,373147.000,58790,1,TH,1,100,30.725
1733303908.587388,373280.000,58807,1,TH,1,100,30.725
1733303908.721388,373414.000,58823,1,TH,1,100,30.745
1733303908.854389,373547.000,58855,1,TH,1,100,30.745
1733303908.988389,373681.000,58874,1,TH,1,100,30.631
1733303909.121390,373814.000,58891,1,TH,1,100,30.630
1733303909.254390,373947.000,58922,1,TH,1,100,30.709
1733303909.387390,374080.000,58940,1,TH,1,100,30.717
1733303909.521391,374214.000,58956,1,TH,1,100,30.736
1733303909.654391,374347.000,58973,1,TH,1,100,30.736
1733303909.787391,374480.000,59005,1,TH,1,100,30.760
1733303909.921392,374614.000,59023,1,TH,1,100,30.760
1733303910.054392,374747.000,59040,1,TH,1,100,30.655
1733303910.187393,374880.000,59072,1,TH,1,100,30.655
1733303910.321393,375014.000,59088,1,TH,1,100,30.701
1733303910.454393,375147.000,59106,1,TH,1,100,30.701
1733303910.587394,375280.000,59137,1,TH,1,100,30.765
1733303910.721394,375414.000,59153,1,TH,1,100,30.772
1733303910.854395,375547.000,59178,1,TH,1,100,30.718
1733303910.987395,375680.000,59194,1,TH,1,100,30.718
1733303911.121395,375814.000,59212,1,TH,1,100,30.711
1733303911.254396,375947.000,59243,1,TH,1,100,30.711
1733303911.387396,376080.000,59259,1,TH,1,100,30.739
1733303911.521397,376214.000,59279,1,TH,1,100,30.739
1733303911.654397,376347.000,59312,1,TH,1,100,30.687
1733303911.787397,376480.000,59329,1,TH,1,100,30.687
1733303911.921398,376614.000,59346,1,TH,1,100,30.708
1733303912.054398,376747.000,59378,1,TH,1,100,30.708
1733303912.187399,376880.000,59394,1,TH,1,100,30.693
1733303912.320399,377013.000,59411,1,TH,1,100,30.700
1733303912.454399,377147.000,59428,1,TH,1,100,30.697
1733303912.587400,377280.000,59461,1,TH,1,100,30.697
1733303912.720400,377413.000,59478,1,TH,1,100,30.723
1733303912.854401,377547.000,59495,1,TH,1,100,30.723
1733303912.987401,377680.000,59526,1,TH,1,100,30.723
1733303913.120401,377813.000,59544,1,TH,1,100,30.723
1733303913.254402,377947.000,59560,1,TH,1,100,30.692
1733303913.387402,378080.000,59577,1,TH,1,100,30.692
1733303913.520402,378213.000,59609,1,TH,1,100,30.760
1733303913.654403,378347.000,59627,1,TH,1,100,30.761
1733303913.787403,378480.000,59645,1,TH,1,100,30.730
1733303913.920404,378613.000,59661,1,TH,1,100,30.737
1733303914.054404,378747.000,59693,1,TH,1,100,30.737
1733303914.187404,378880.000,59710,1,TH,1,100,30.737
1733303914.320405,379013.000,59726,1,TH,1,100,30.824
1733303914.454405,379147.000,59758,1,TH,1,100,30.824
1733303914.587406,379280.000,59775,1,TH,1,100,30.699
1733303914.720406,379413.000,59791,1,TH,1,100,30.699
1733303914.853406,379546.000,59823,1,TH,1,100,30.850
1733303914.987407,379680.000,59842,1,TH,1,100,30.850
1733303915.120407,379813.000,59859,1,TH,1,100,30.783
1733303915.254408,379947.000,59890,1,TH,1,100,30.783
1733303915.387408,380080.000,59907,1,TH,1,100,30.721
1733303915.520408,380213.000,59924,1,TH,1,100,30.728
1733303915.653409,380346.000,59955,1,TH,1,100,30.731
1733303915.787409,380480.000,59973,1,TH,1,100,30.731
1733303915.920409,380613.000,59997,1,TH,1,100,30.728
1733303916.053410,380746.000,60014,1,TH,1,100,30.728
1733303916.187410,380880.000,60031,1,TH,1,100,30.772
1733303916.320411,381013.000,60047,1,TH,1,100,30.772
1733303916.453411,381146.000,60065,1,TH,1,100,30.725
1733303916.587411,381280.000,60098,1,TH,1,100,30.725
1733303916.720412,381413.000,60114,1,TH,1,100,30.759
1733303916.853412,381546.000,60132,1,TH,1,100,30.766
1733303916.987413,381680.000,60165,1,TH,1,100,30.751
1733303917.120413,381813.000,60182,1,TH,1,100,30.751
1733303917.253413,381946.000,60199,1,TH,1,100,30.718
1733303917.387414,382080.000,60231,1,TH,1,100,30.718
1733303917.520414,382213.000,60247,1,TH,1,100,30.787
1733303917.653415,382346.000,60264,1,TH,1,100,30.787
1733303917.786415,382479.000,60296,1,TH,1,100,30.866
1733303917.920415,382613.000,60312,1,TH,1,100,30.866
1733303918.053416,382746.000,60329,1,TH,1,100,30.743
1733303918.186416,382879.000,60346,1,TH,1,100,30.743
1733303918.320417,383013.000,60377,1,TH,1,100,30.771
1733303918.453417,383146.000,60395,1,TH,1,100,30.771
1733303918.587417,383280.000,60411,1,TH,1,100,30.763
1733303918.720418,383413.000,60445,1,TH,1,100,30.771
1733303918.853418,383546.000,60462,1,TH,1,100,30.824
1733303918.987419,383680.000,60478,1,TH,1,100,30.824
1733303919.120419,383813.000,60510,1,TH,1,100,30.717
1733303919.253419,383946.000,60527,1,TH,1,100,30.717
1733303919.386420,384079.000,60543,1,TH,1,100,30.867
1733303919.520420,384213.000,60577,1,TH,1,100,30.867
1733303919.653420,384346.000,60594,1,TH,1,100,30.782
1733303919.786421,384479.000,60611,1,TH,1,100,30.782
1733303919.920421,384613.000,60642,1,TH,1,100,30.814
1733303920.053422,384746.000,60659,1,TH,1,100,30.821
1733303920.186422,384879.000,60676,1,TH,1,100,30.741
1733303920.320422,385013.000,60693,1,TH,1,100,30.741
1733303920.453423,385146.000,60725,1,TH,1,100,30.744
1733303920.586423,385279.000,60743,1,TH,1,100,30.744
1733303920.720424,385413.000,60760,1,TH,1,100,30.879
1733303920.853424,385546.000,60792,1,TH,1,100,30.879
1733303920.986424,385679.000,60808,1,TH,1,100,30.785
1733303921.119425,385812.000,60831,1,TH,1,100,30.785
1733303921.253425,385946.000,60847,1,TH,1,100,30.754
1733303921.386425,386079.000,60881,1,TH,1,100,30.754
1733303921.519426,386212.000,60900,1,TH,1,100,30.761
1733303921.653426,386346.000,60916,1,TH,1,100,30.761
1733303921.786427,386479.000,60934,1,TH,1,100,30.718
1733303921.920427,386613.000,60965,1,TH,1,100,30.718
1733303922.053427,386746.000,60981,1,TH,1,100,30.759
1733303922.186428,386879.000,60999,1,TH,1,100,30.766
1733303922.319428,387012.000,61032,1,TH,1,100,30.761
1733303922.453429,387146.000,61049,1,TH,1,100,30.761
1733303922.586429,387279.000,61066,1,TH,1,100,30.766
1733303922.719429,387412.000,61098,1,TH,1,100,30.766
1733303922.853430,387546.000,61114,1,TH,1,100,30.768
1733303922.986430,387679.000,61131,1,TH,1,100,30.768
1733303923.119431,387812.000,61165,1,TH,1,100,30.746
1733303923.253431,387946.000,61181,1,TH,1,100,30.746
1733303923.386431,388079.000,61198,1,TH,1,100,30.794
1733303923.519432,388212.000,61230,1,TH,1,100,30.794
1733303923.653432,388346.000,61246,1,TH,1,100,30.702
1733303923.786433,388479.000,61264,1,TH,1,100,30.709
1733303923.919433,388612.000,61280,1,TH,1,100,30.701
1733303924.053433,388746.000,61314,1,TH,1,100,30.701
1733303924.186434,388879.000,61331,1,TH,1,100,30.765
1733303924.319434,389012.000,61347,1,TH,1,100,30.766
1733303924.453435,389146.000,61379,1,TH,1,100,30.893
1733303924.586435,389279.000,61396,1,TH,1,100,30.893
1733303924.719435,389412.000,61412,1,TH,1,100,30.804
1733303924.852436,389545.000,61444,1,TH,1,100,30.804
1733303924.986436,389679.000,61463,1,TH,1,100,30.742
1733303925.119437,389812.000,61480,1,TH,1,100,30.742
1733303925.253437,389946.000,61511,1,TH,1,100,30.875
1733303925.386437,390079.000,61528,1,TH,1,100,30.882
1733303925.519438,390212.000,61545,1,TH,1,100,30.854
1733303925.652438,390345.000,61576,1,TH,1,100,30.854
1733303925.786438,390479.000,61596,1,TH,1,100,30.726
1733303925.919439,390612.000,61612,1,TH,1,100,30.726
1733303926.052439,390745.000,61644,1,TH,1,100,30.760
1733303926.186440,390879.000,61666,1,TH,1,100,30.760
1733303926.319440,391012.000,61682,1,TH,1,100,30.839
1733303926.453440,391146.000,61700,1,TH,1,100,30.839
1733303926.586441,391279.000,61720,1,TH,1,100,30.841
1733303926.719441,391412.000,61752,1,TH,1,100,30.841
1733303926.852442,391545.000,61769,1,TH,1,100,30.703
1733303926.986442,391679.000,61785,1,TH,1,100,30.703
1733303927.119442,391812.000,61803,1,TH,1,100,30.823
1733303927.252443,391945.000,61834,1,TH,1,100,30.830
1733303927.386443,392079.000,61850,1,TH,1,100,30.828
1733303927.519444,392212.000,61868,1,TH,1,100,30.828
1733303927.652444,392345.000,61901,1,TH,1,100,30.777
1733303927.786444,392479.000,61918,1,TH,1,100,30.776
1733303927.919445,392612.000,61935,1,TH,1,100,30.843
1733303928.052445,392745.000,61967,1,TH,1,100,30.843
1733303928.185446,392878.000,61983,1,TH,1,100,30.845
1733303928.319446,393012.000,62000,1,TH,1,100,30.845
1733303928.452446,393145.000,62032,1,TH,1,100,30.779
1733303928.585447,393278.000,62048,1,TH,1,100,30.779
1733303928.719447,393412.000,62067,1,TH,1,100,30.809
1733303928.852448,393545.000,62099,1,TH,1,100,30.809
1733303928.986448,393679.000,62115,1,TH,1,100,30.871
1733303929.119448,393812.000,62133,1,TH,1,100,30.878
1733303929.252449,393945.000,62164,1,TH,1,100,30.735
1733303929.385449,394078.000,62181,1,TH,1,100,30.735
1733303929.519449,394212.000,62198,1,TH,1,100,30.842
1733303929.652450,394345.000,62214,1,TH,1,100,30.842
1733303929.785450,394478.000,62248,1,TH,1,100,30.804
1733303929.919451,394612.000,62265,1,TH,1,100,30.804
1733303930.052451,394745.000,62281,1,TH,1,100,30.827
1733303930.185452,394878.000,62313,1,TH,1,100,30.827
1733303930.319452,395012.000,62330,1,TH,1,100,30.776
1733303930.452452,395145.000,62347,1,TH,1,100,30.776
1733303930.585453,395278.000,62380,1,TH,1,100,30.755
1733303930.719453,395412.000,62397,1,TH,1,100,30.762
1733303930.852453,395545.000,62414,1,TH,1,100,30.828
1733303930.985454,395678.000,62445,1,TH,1,100,30.828
1733303931.118454,395811.000,62463,1,TH,1,100,30.811
1733303931.252455,395945.000,62479,1,TH,1,100,30.811
1733303931.385455,396078.000,62501,1,TH,1,100,30.831
1733303931.518455,396211.000,62520,1,TH,1,100,30.831
1733303931.652456,396345.000,62553,1,TH,1,100,30.905
1733303931.785456,396478.000,62571,1,TH,1,100,30.905
1733303931.918457,396611.000,62587,1,TH,1,100,30.734
1733303932.052457,396745.000,62619,1,TH,1,100,30.734
1733303932.185457,396878.000,62636,1,TH,1,100,30.898
1733303932.318458,397011.000,62652,1,TH,1,100,30.898
1733303932.452458,397145.000,62686,1,TH,1,100,30.907
1733303932.585459,397278.000,62703,1,TH,1,100,30.914
1733303932.718459,397411.000,62719,1,TH,1,100,30.831
1733303932.852459,397545.000,62751,1,TH,1,100,30.831
1733303932.985460,397678.000,62768,1,TH,1,100,30.792
1733303933.118460,397811.000,62785,1,TH,1,100,30.792
1733303933.252460,397945.000,62802,1,TH,1,100,30.792
1733303933.385461,398078.000,62834,1,TH,1,100,30.792
1733303933.518461,398211.000,62852,1,TH,1,100,30.809
1733303933.652462,398345.000,62869,1,TH,1,100,30.809
1733303933.785462,398478.000,62901,1,TH,1,100,30.863
1733303933.918462,398611.000,62917,1,TH,1,100,30.863
1733303934.052463,398745.000,62934,1,TH,1,100,30.828
1733303934.185463,398878.000,62968,1,TH,1,100,30.835
1733303934.318464,399011.000,62984,1,TH,1,100,30.914
1733303934.452464,399145.000,63002,1,TH,1,100,30.914
1733303934.585464,399278.000,63033,1,TH,1,100,30.776
1733303934.718465,399411.000,63049,1,TH,1,100,30.776
1733303934.852465,399545.000,63067,1,TH,1,100,30.868
1733303934.985466,399678.000,63098,1,TH,1,100,30.868
1733303935.118466,399811.000,63115,1,TH,1,100,30.852
1733303935.252466,399945.000,63134,1,TH,1,100,30.852
1733303935.385467,400078.000,63150,1,TH,1,100,30.796
1733303935.518467,400211.000,63182,1,TH,1,100,30.796
1733303935.651468,400344.000,63199,1,TH,1,100,30.825
1733303935.785468,400478.000,63216,1,TH,1,100,30.832
1733303935.918468,400611.000,63247,1,TH,1,100,30.826
1733303936.051469,400744.000,63264,1,TH,1,100,30.826
1733303936.185469,400878.000,63281,1,TH,1,100,30.910
1733303936.318470,401011.000,63314,1,TH,1,100,30.910
1733303936.451470,401144.000,63335,1,TH,1,100,30.898
1733303936.585470,401278.000,63353,1,TH,1,100,30.898
1733303936.718471,401411.000,63370,1,TH,1,100,30.821
1733303936.851471,401544.000,63387,1,TH,1,100,30.821
1733303936.985471,401678.000,63418,1,TH,1,100,30.855
1733303937.118472,401811.000,63436,1,TH,1,100,30.855
1733303937.251472,401944.000,63454,1,TH,1,100,30.823
1733303937.385473,402078.000,63486,1,TH,1,100,30.823
1733303937.518473,402211.000,63503,1,TH,1,100,30.867
1733303937.651473,402344.000,63519,1,TH,1,100,30.874
1733303937.785474,402478.000,63551,1,TH,1,100,30.846
1733303937.918474,402611.000,63568,1,TH,1,100,30.846
1733303938.051475,402744.000,63584,1,TH,1,100,30.922
1733303938.185475,402878.000,63618,1,TH,1,100,30.923
1733303938.318475,403011.000,63635,1,TH,1,100,30.902
1733303938.451476,403144.000,63652,1,TH,1,100,30.902
1733303938.584476,403277.000,63683,1,TH,1,100,30.895
1733303938.718477,403411.000,63701,1,TH,1,100,30.895
1733303938.851477,403544.000,63717,1,TH,1,100,30.869
1733303938.985477,403678.000,63734,1,TH,1,100,30.869
1733303939.118478,403811.000,63766,1,TH,1,100,30.861
1733303939.251478,403944.000,63784,1,TH,1,100,30.869
1733303939.384478,404077.000,63801,1,TH,1,100,30.840
1733303939.518479,404211.000,63833,1,TH,1,100,30.840
1733303939.651479,404344.000,63849,1,TH,1,100,30.906
1733303939.784480,404477.000,63867,1,TH,1,100,30.906
1733303939.918480,404611.000,63898,1,TH,1,100,30.909
1733303940.051480,404744.000,63914,1,TH,1,100,30.909
1733303940.184481,404877.000,63932,1,TH,1,100,30.899
1733303940.318481,405011.000,63965,1,TH,1,100,30.899
1733303940.451482,405144.000,63982,1,TH,1,100,30.893
1733303940.584482,405277.000,63999,1,TH,1,100,30.893
1733303940.718482,405411.000,64015,1,TH,1,100,30.909
1733303940.851483,405544.000,64047,1,TH,1,100,30.909
1733303940.984483,405677.000,64064,1,TH,1,100,30.904
1733303941.117484,405810.000,64083,1,TH,1,100,30.904
1733303941.251484,405944.000,64114,1,TH,1,100,30.809
1733303941.384484,406077.000,64131,1,TH,1,100,30.816
1733303941.518485,406211.000,64150,1,TH,1,100,30.883
1733303941.651485,406344.000,64174,1,TH,1,100,30.883
1733303941.784486,406477.000,64206,1,TH,1,100,30.898
1733303941.918486,406611.000,64222,1,TH,1,100,30.898
1733303942.051486,406744.000,64239,1,TH,1,100,30.944
1733303942.184487,406877.000,64258,1,TH,1,100,30.944
1733303942.318487,407011.000,64289,1,TH,1,100,30.839
1733303942.451488,407144.000,64307,1,TH,1,100,30.839
1733303942.584488,407277.000,64323,1,TH,1,100,30.826
1733303942.717488,407410.000,64355,1,TH,1,100,30.826
1733303942.851489,407544.000,64372,1,TH,1,100,30.888
1733303942.984489,407677.000,64388,1,TH,1,100,30.895
1733303943.117489,407810.000,64422,1,TH,1,100,30.877
1733303943.251490,407944.000,64439,1,TH,1,100,30.877
1733303943.384490,408077.000,64455,1,TH,1,100,30.946
1733303943.517491,408210.000,64487,1,TH,1,100,30.946
1733303943.651491,408344.000,64504,1,TH,1,100,30.894
1733303943.784491,408477.000,64521,1,TH,1,100,30.894
1733303943.917492,408610.000,64554,1,TH,1,100,30.854
1733303944.051492,408744.000,64571,1,TH,1,100,30.854
1733303944.184493,408877.000,64588,1,TH,1,100,30.884
1733303944.317493,409010.000,64619,1,TH,1,100,30.884
1733303944.451493,409144.000,64637,1,TH,1,100,30.849
1733303944.584494,409277.000,64653,1,TH,1,100,30.856
1733303944.717494,409410.000,64670,1,TH,1,100,30.935
1733303944.851495,409544.000,64702,1,TH,1,100,30.935
1733303944.984495,409677.000,64720,1,TH,1,100,30.937
1733303945.117495,409810.000,64738,1,TH,1,100,30.937
1733303945.250496,409943.000,64769,1,TH,1,100,30.917
1733303945.384496,410077.000,64785,1,TH,1,100,30.917
1733303945.517496,410210.000,64803,1,TH,1,100,30.975
1733303945.650497,410343.000,64834,1,TH,1,100,30.975
1733303945.784497,410477.000,64851,1,TH,1,100,30.932
1733303945.917498,410610.000,64868,1,TH,1,100,30.932
1733303946.051498,410744.000,64902,1,TH,1,100,30.927
1733303946.184498,410877.000,64918,1,TH,1,100,30.927
1733303946.317499,411010.000,64935,1,TH,1,100,30.960
1733303946.451499,411144.000,64969,1,TH,1,100,30.967
1733303946.584500,411277.000,64985,1,TH,1,100,30.896
1733303946.717500,411410.000,65010,1,TH,1,100,30.896
1733303946.850500,411543.000,65026,1,TH,1,100,30.885
1733303946.984501,411677.000,65043,1,TH,1,100,30.885
1733303947.117501,411810.000,65075,1,TH,1,100,30.831
1733303947.250502,411943.000,65091,1,TH,1,100,30.831
1733303947.384502,412077.000,65108,1,TH,1,100,30.967
1733303947.517502,412210.000,65140,1,TH,1,100,30.967
1733303947.650503,412343.000,65156,1,TH,1,100,30.859
1733303947.783503,412476.000,65176,1,TH,1,100,30.859
1733303947.917504,412610.000,65207,1,TH,1,100,30.934
1733303948.050504,412743.000,65223,1,TH,1,100,30.934
1733303948.183504,412876.000,65241,1,TH,1,100,30.923
1733303948.317505,413010.000,65257,1,TH,1,100,30.931
1733303948.450505,413143.000,65275,1,TH,1,100,30.890
1733303948.584506,413277.000,65306,1,TH,1,100,30.890
1733303948.717506,413410.000,65324,1,TH,1,100,30.890
1733303948.850506,413543.000,65342,1,TH,1,100,30.890
1733303948.984507,413677.000,65373,1,TH,1,100,30.854
1733303949.117507,413810.000,65390,1,TH,1,100,30.854
1733303949.250507,413943.000,65407,1,TH,1,100,30.928
1733303949.384508,414077.000,65439,1,TH,1,100,30.928
1733303949.517508,414210.000,65455,1,TH,1,100,30.892
1733303949.650509,414343.000,65472,1,TH,1,100,30.892
1733303949.783509,414476.000,65506,1,TH,1,100,30.887
1733303949.917509,414610.000,65522,1,TH,1,100,30.894
1733303950.050510,414743.000,3,1,TH,1,100,30.976
1733303950.183510,414876.000,35,1,TH,1,100,30.976
1733303950.317511,415010.000,51,1,TH,1,100,30.978
1733303950.450511,415143.000,69,1,TH,1,100,30.978
1733303950.583511,415276.000,87,1,TH,1,100,30.925
1733303950.717512,415410.000,119,1,TH,1,100,30.925
1733303950.850512,415543.000,136,1,TH,1,100,30.879
1733303950.983512,415676.000,152,1,TH,1,100,30.879
1733303951.117513,415810.000,184,1,TH,1,100,30.953
1733303951.250513,415943.000,201,1,TH,1,100,30.953
1733303951.383514,416076.000,217,1,TH,1,100,30.915
1733303951.517514,416210.000,253,1,TH,1,100,30.915
1733303951.650514,416343.000,270,1,TH,1,100,31.006
1733303951.783515,416476.000,292,1,TH,1,100,31.013
1733303951.917515,416610.000,323,1,TH,1,100,30.850
1733303952.050516,416743.000,340,1,TH,1,100,30.850
1733303952.183516,416876.000,357,1,TH,1,100,30.977
1733303952.316516,417009.000,390,1,TH,1,100,30.977
1733303952.450517,417143.000,408,1,TH,1,100,30.947
1733303952.583517,417276.000,424,1,TH,1,100,30.947
1733303952.717518,417410.000,456,1,TH,1,100,30.926
1733303952.850518,417543.000,473,1,TH,1,100,30.926
1733303952.983518,417676.000,489,1,TH,1,100,30.906
1733303953.116519,417809.000,507,1,TH,1,100,30.913
1733303953.250519,417943.000,540,1,TH,1,100,30.923
1733303953.383520,418076.000,556,1,TH,1,100,30.923
1733303953.516520,418209.000,574,1,TH,1,100,30.921
1733303953.650520,418343.000,605,1,TH,1,100,30.921
1733303953.783521,418476.000,622,1,TH,1,100,30.987
1733303953.916521,418609.000,639,1,TH,1,100,30.987
1733303954.050522,418743.000,673,1,TH,1,100,30.885
1733303954.183522,418876.000,689,1,TH,1,100,30.885
1733303954.316522,419009.000,706,1,TH,1,100,30.951
1733303954.449523,419142.000,738,1,TH,1,100,30.951
1733303954.583523,419276.000,754,1,TH,1,100,30.938
1733303954.716523,419409.000,771,1,TH,1,100,30.938
1733303954.850524,419543.000,788,1,TH,1,100,30.964
1733303954.983524,419676.000,819,1,TH,1,100,30.964
1733303955.116525,419809.000,837,1,TH,1,100,30.943
1733303955.249525,419942.000,853,1,TH,1,100,30.951
1733303955.383525,420076.000,887,1,TH,1,100,30.951
1733303955.516526,420209.000,904,1,TH,1,100,30.951
1733303955.650526,420343.000,920,1,TH,1,100,31.050
1733303955.783527,420476.000,952,1,TH,1,100,31.050
1733303955.916527,420609.000,969,1,TH,1,100,30.966
1733303956.049527,420742.000,987,1,TH,1,100,30.966
1733303956.183528,420876.000,1019,1,TH,1,100,30.907
1733303956.316528,421009.000,1036,1,TH,1,100,30.907
1733303956.449528,421142.000,1053,1,TH,1,100,30.953
1733303956.583529,421276.000,1086,1,TH,1,100,30.953
1733303956.716529,421409.000,1103,1,TH,1,100,30.907
1733303956.849530,421542.000,1120,1,TH,1,100,30.914
1733303956.983530,421676.000,1140,1,TH,1,100,30.978
1733303957.116530,421809.000,1159,1,TH,1,100,30.978
1733303957.249531,421942.000,1190,1,TH,1,100,30.970
1733303957.383531,422076.000,1207,1,TH,1,100,30.970
1733303957.516532,422209.000,1224,1,TH,1,100,30.957
1733303957.649532,422342.000,1255,1,TH,1,100,30.957
1733303957.783532,422476.000,1273,1,TH,1,100,30.983
1733303957.916533,422609.000,1289,1,TH,1,100,30.983
1733303958.049533,422742.000,1323,1,TH,1,100,30.937
1733303958.183534,422876.000,1340,1,TH,1,100,30.937
1733303958.316534,423009.000,1356,1,TH,1,100,30.952
1733303958.449534,423142.000,1374,1,TH,1,100,30.952
1733303958.582535,423275.000,1405,1,TH,1,100,31.026
1733303958.716535,423409.000,1421,1,TH,1,100,31.033
1733303958.849536,423542.000,1439,1,TH,1,100,30.964
1733303958.982536,423675.000,1472,1,TH,1,100,30.964
1733303959.116536,423809.000,1489,1,TH,1,100,30.946
1733303959.249537,423942.000,1506,1,TH,1,100,30.946
1733303959.383537,424076.000,1538,1,TH,1,100,31.025
1733303959.516538,424209.000,1554,1,TH,1,100,31.025
1733303959.649538,424342.000,1571,1,TH,1,100,30.949
1733303959.782538,424475.000,1603,1,TH,1,100,30.948
1733303959.916539,424609.000,1621,1,TH,1,100,31.013
1733303960.049539,424742.000,1638,1,TH,1,100,31.013
1733303960.182539,424875.000,1670,1,TH,1,100,30.956
1733303960.316540,425009.000,1686,1,TH,1,100,30.964
1733303960.449540,425142.000,1704,1,TH,1,100,31.017
1733303960.582541,425275.000,1735,1,TH,1,100,31.017
1733303960.716541,425409.000,1752,1,TH,1,100,30.887
1733303960.849541,425542.000,1771,1,TH,1,100,30.887
1733303960.982542,425675.000,1787,1,TH,1,100,31.060
1733303961.116542,425809.000,1819,1,TH,1,100,31.060
1733303961.249543,425942.000,1836,1,TH,1,100,30.935
1733303961.382543,426075.000,1852,1,TH,1,100,30.935
1733303961.516543,426209.000,1886,1,TH,1,100,31.004
1733303961.649544,426342.000,1903,1,TH,1,100,31.011
1733303961.782544,426475.000,1922,1,TH,1,100,30.922
1733303961.916545,426609.000,1953,1,TH,1,100,30.922
1733303962.049545,426742.000,1977,1,TH,1,100,31.128
1733303962.182545,426875.000,1994,1,TH,1,100,31.128
1733303962.315546,427008.000,2025,1,TH,1,100,31.027
1733303962.449546,427142.000,2043,1,TH,1,100,31.027
1733303962.582546,427275.000,2059,1,TH,1,100,31.008
1733303962.715547,427408.000,2093,1,TH,1,100,31.008
1733303962.849547,427542.000,2110,1,TH,1,100,31.029
1733303962.982548,427675.000,2126,1,TH,1,100,31.029
1733303963.116548,427809.000,2158,1,TH,1,100,31.001
1733303963.249548,427942.000,2175,1,TH,1,100,31.001
1733303963.382549,428075.000,2191,1,TH,1,100,31.054
1733303963.515549,428208.000,2209,1,TH,1,100,31.062
1733303963.649550,428342.000,2242,1,TH,1,100,30.985
1733303963.782550,428475.000,2259,1,TH,1,100,30.985
1733303963.915550,428608.000,2276,1,TH,1,100,31.016
1733303964.049551,428742.000,2308,1,TH,1,100,31.016
1733303964.182551,428875.000,2324,1,TH,1,100,31.003
1733303964.315552,429008.000,2341,1,TH,1,100,31.003
1733303964.449552,429142.000,2375,1,TH,1,100,31.025
1733303964.582552,429275.000,2391,1,TH,1,100,31.025
1733303964.715553,429408.000,2408,1,TH,1,100,30.962
1733303964.849553,429542.000,2440,1,TH,1,100,30.962
1733303964.982554,429675.000,2456,1,TH,1,100,30.992
1733303965.115554,429808.000,2474,1,TH,1,100,30.992
1733303965.248554,429941.000,2505,1,TH,1,100,31.122
1733303965.382555,430075.000,2521,1,TH,1,100,31.129
1733303965.515555,430208.000,2541,1,TH,1,100,31.012
1733303965.648556,430341.000,2557,1,TH,1,100,31.012
1733303965.782556,430475.000,2589,1,TH,1,100,30.959
1733303965.915556,430608.000,2606,1,TH,1,100,30.959
1733303966.048557,430741.000,2622,1,TH,1,100,31.058
1733303966.182557,430875.000,2654,1,TH,1,100,31.058
1733303966.315557,431008.000,2671,1,TH,1,100,30.987
1733303966.448558,431141.000,2690,1,TH,1,100,30.987
1733303966.582558,431275.000,2723,1,TH,1,100,31.024
1733303966.715559,431408.000,2740,1,TH,1,100,31.032
1733303966.848559,431541.000,2757,1,TH,1,100,30.999
1733303966.982559,431675.000,2788,1,TH,1,100,30.999
1733303967.115560,431808.000,2811,1,TH,1,100,31.059
1733303967.248560,431941.000,2829,1,TH,1,100,31.060
1733303967.382561,432075.000,2846,1,TH,1,100,31.017
1733303967.515561,432208.000,2878,1,TH,1,100,31.016
1733303967.648561,432341.000,2894,1,TH,1,100,30.976
1733303967.782562,432475.000,2912,1,TH,1,100,30.976
1733303967.915562,432608.000,2943,1,TH,1,100,31.011
1733303968.048563,432741.000,2959,1,TH,1,100,31.011
1733303968.181563,432874.000,2977,1,TH,1,100,31.034
1733303968.315563,433008.000,3010,1,TH,1,100,31.041
1733303968.448564,433141.000,3027,1,TH,1,100,30.985
1733303968.581564,433274.000,3044,1,TH,1,100,30.985
1733303968.715564,433408.000,3076,1,TH,1,100,31.092
1733303968.848565,433541.000,3092,1,TH,1,100,31.092
1733303968.982565,433675.000,3109,1,TH,1,100,31.069
1733303969.115566,433808.000,3143,1,TH,1,100,31.069
1733303969.248566,433941.000,3159,1,TH,1,100,31.016
1733303969.382566,434075.000,3176,1,TH,1,100,31.016
1733303969.515567,434208.000,3193,1,TH,1,100,31.044
1733303969.648567,434341.000,3224,1,TH,1,100,31.044
1733303969.781568,434474.000,3242,1,TH,1,100,31.067
1733303969.915568,434608.000,3258,1,TH,1,100,31.067
1733303970.048568,434741.000,3292,1,TH,1,100,31.049
1733303970.181569,434874.000,3309,1,TH,1,100,31.056
