LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1733303857.651238,322344.000,50499,2,EA,1,100,0.030203
1733303857.718239,322411.000,50517,2,EA,1,100,0.030203
1733303857.785239,322478.000,50517,2,EA,1,100,0.030203
1733303857.851239,322544.000,50533,1,EA,1,100,0.030203
1733303857.917739,322610.500,50548,2,EA,1,100,0.030203
1733303857.984239,322677.000,50548,2,EA,1,100,0.030204
1733303858.051239,322744.000,50564,1,EA,1,100,0.030203
1733303858.117740,322810.500,50582,2,EA,1,100,0.030203
1733303858.184240,322877.000,50582,2,EA,1,100,0.030203
1733303858.251240,322944.000,50598,1,EA,1,100,0.030204
1733303858.317740,323010.500,50613,2,EA,1,100,0.030204
1733303858.384241,323077.000,50613,2,EA,1,100,0.030204
1733303858.451241,323144.000,50632,1,EA,1,100,0.030204
1733303858.517741,323210.500,50649,2,EA,1,100,0.030204
1733303858.584241,323277.000,50649,2,EA,1,100,0.030204
1733303858.651241,323344.000,50665,1,EA,1,100,0.030204
1733303858.717741,323410.500,50681,2,EA,1,100,0.030204
1733303858.784242,323477.000,50681,2,EA,1,100,0.030204
1733303858.851242,323544.000,50697,1,EA,1,100,0.030204
1733303858.917742,323610.500,50714,2,EA,1,100,0.030203
1733303858.984242,323677.000,50714,2,EA,1,100,0.030203
1733303859.051243,323744.000,50730,1,EA,1,100,0.030203
1733303859.117743,323810.500,50746,2,EA,1,100,0.030203
1733303859.184243,323877.000,50746,2,EA,1,100,0.030203
1733303859.251243,323944.000,50764,1,EA,1,100,0.030203
1733303859.317743,324010.500,50781,2,EA,1,100,0.030203
1733303859.384243,324077.000,50781,2,EA,1,100,0.030203
1733303859.451244,324144.000,50798,1,EA,1,100,0.030203
1733303859.517910,324210.667,50819,3,EA,1,100,0.030203
1733303859.584578,324277.333,50819,3,EA,1,100,0.030203
1733303859.651244,324344.000,50819,3,EA,1,100,0.030203
1733303859.718245,324411.000,50835,1,EA,1,100,0.030203
1733303859.784745,324477.500,50851,2,EA,1,100,0.030203
1733303859.851245,324544.000,50851,2,EA,1,100,0.030203
1733303859.918245,324611.000,50867,1,EA,1,100,0.030203
1733303859.984745,324677.500,50886,2,EA,1,100,0.030203
1733303860.051245,324744.000,50886,2,EA,1,100,0.030203
1733303860.118246,324811.000,50903,1,EA,1,100,0.030203
1733303860.184746,324877.500,50918,2,EA,1,100,0.030203
1733303860.251246,324944.000,50918,2,EA,1,100,0.030203
1733303860.318246,325011.000,50934,1,EA,1,100,0.030203
1733303860.384747,325077.500,50952,2,EA,1,100,0.030203
1733303860.451247,325144.000,50952,2,EA,1,100,0.030203
1733303860.517247,325210.000,50968,1,EA,1,100,0.030203
1733303860.584247,325277.000,50983,2,EA,1,100,0.030203
1733303860.651247,325344.000,50983,2,EA,1,100,0.030203
1733303860.718247,325411.000,50999,1,EA,1,100,0.030203
1733303860.784748,325477.500,51017,2,EA,1,100,0.030203
1733303860.851248,325544.000,51017,2,EA,1,100,0.030203
1733303860.918248,325611.000,51035,1,EA,1,100,0.030203
1733303860.984748,325677.500,51050,2,EA,1,100,0.030203
1733303861.051248,325744.000,51050,2,EA,1,100,0.030203
1733303861.118249,325811.000,51067,1,EA,1,100,0.030203
1733303861.184749,325877.500,51084,2,EA,1,100,0.030203
1733303861.251249,325944.000,51084,2,EA,1,100,0.030203
1733303861.317749,326010.500,51100,2,EA,1,100,0.030203
1733303861.384249,326077.000,51100,2,EA,1,100,0.030203
1733303861.451250,326144.000,51118,1,EA,1,100,0.030203
1733303861.517750,326210.500,51134,2,EA,1,100,0.030203
1733303861.584250,326277.000,51134,2,EA,1,100,0.030203
1733303861.651250,326344.000,51151,1,EA,1,100,0.030203
1733303861.717750,326410.500,51170,2,EA,1,100,0.030203
1733303861.784250,326477.000,51170,2,EA,1,100,0.030203
1733303861.851251,326544.000,51187,1,EA,1,100,0.030203
1733303861.917751,326610.500,51201,2,EA,1,100,0.030203
1733303861.984251,326677.000,51201,2,EA,1,100,0.030203
1733303862.051251,326744.000,51218,1,EA,1,100,0.030203
1733303862.117752,326810.500,51235,2,EA,1,100,0.030203
1733303862.184252,326877.000,51235,2,EA,1,100,0.030203
1733303862.251252,326944.000,51252,1,EA,1,100,0.030203
1733303862.317752,327010.500,51266,2,EA,1,100,0.030203
1733303862.384252,327077.000,51266,2,EA,1,100,0.030203
1733303862.451252,327144.000,51284,1,EA,1,100,0.030203
1733303862.517753,327210.500,51302,2,EA,1,100,0.030203
1733303862.584253,327277.000,51302,2,EA,1,100,0.030203
1733303862.651253,327344.000,51319,1,EA,1,100,0.030203
1733303862.717753,327410.500,51334,2,EA,1,100,0.030203
1733303862.784254,327477.000,51334,2,EA,1,100,0.030203
1733303862.851254,327544.000,51351,1,EA,1,100,0.030203
1733303862.917754,327610.500,51367,2,EA,1,100,0.030203
1733303862.984254,327677.000,51367,2,EA,1,100,0.030203
1733303863.051254,327744.000,51384,1,EA,1,100,0.030203
1733303863.117754,327810.500,51400,2,EA,1,100,0.030203
1733303863.184255,327877.000,51400,2,EA,1,100,0.030203
1733303863.250755,327943.500,51416,2,EA,1,100,0.030203
1733303863.317255,328010.000,51416,2,EA,1,100,0.030203
1733303863.384255,328077.000,51432,1,EA,1,100,0.030203
1733303863.450755,328143.500,51452,2,EA,1,100,0.030203
1733303863.517256,328210.000,51452,2,EA,1,100,0.030203
1733303863.584256,328277.000,51468,1,EA,1,100,0.030203
1733303863.650756,328343.500,51483,2,EA,1,100,0.030203
1733303863.717256,328410.000,51483,2,EA,1,100,0.030203
1733303863.784256,328477.000,51500,1,EA,1,100,0.030203
1733303863.850757,328543.500,51517,2,EA,1,100,0.030204
1733303863.917257,328610.000,51517,2,EA,1,100,0.030204
1733303863.984257,328677.000,51533,1,EA,1,100,0.030204
1733303864.050757,328743.500,51549,2,EA,1,100,0.030204
1733303864.117257,328810.000,51549,2,EA,1,100,0.030204
1733303864.184258,328877.000,51565,1,EA,1,100,0.030204
1733303864.250758,328943.500,51582,2,EA,1,100,0.030204
1733303864.317258,329010.000,51582,2,EA,1,100,0.030204
1733303864.384258,329077.000,51600,1,EA,1,100,0.030204
1733303864.450758,329143.500,51616,2,EA,1,100,0.030204
1733303864.517259,329210.000,51616,2,EA,1,100,0.030204
1733303864.584259,329277.000,51632,1,EA,1,100,0.030204
1733303864.650759,329343.500,51654,2,EA,1,100,0.030204
1733303864.717259,329410.000,51654,2,EA,1,100,0.030204
1733303864.783759,329476.500,51671,2,EA,1,100,0.030204
1733303864.850260,329543.000,51671,2,EA,1,100,0.030204
1733303864.917260,329610.000,51688,2,EA,1,100,0.030204
1733303864.984260,329677.000,51688,2,EA,1,100,0.030203
1733303865.050260,329743.000,51704,1,EA,1,100,0.030203
1733303865.117260,329810.000,51722,2,EA,1,100,0.030203
1733303865.184261,329877.000,51722,2,EA,1,100,0.030203
1733303865.251261,329944.000,51738,1,EA,1,100,0.030204
1733303865.317761,330010.500,51755,2,EA,1,100,0.030203
1733303865.384261,330077.000,51755,2,EA,1,100,0.030203
1733303865.450261,330143.000,51772,1,EA,1,100,0.030203
1733303865.517262,330210.000,51787,2,EA,1,100,0.030204
1733303865.584262,330277.000,51787,2,EA,1,100,0.030203
1733303865.650262,330343.000,51803,1,EA,1,100,0.030203
1733303865.717262,330410.000,51821,2,EA,1,100,0.030203
1733303865.784262,330477.000,51821,2,EA,1,100,0.030203
1733303865.850262,330543.000,51837,1,EA,1,100,0.030203
1733303865.917263,330610.000,51854,2,EA,1,100,0.030203
1733303865.984263,330677.000,51854,2,EA,1,100,0.030204
1733303866.050263,330743.000,51870,1,EA,1,100,0.030204
1733303866.117263,330810.000,51888,2,EA,1,100,0.030204
1733303866.184263,330877.000,51888,2,EA,1,100,0.030204
1733303866.250264,330943.000,51904,1,EA,1,100,0.030204
1733303866.317264,331010.000,51919,2,EA,1,100,0.030204
1733303866.384264,331077.000,51919,2,EA,1,100,0.030204
1733303866.450264,331143.000,51936,1,EA,1,100,0.030204
1733303866.517264,331210.000,51955,2,EA,1,100,0.030204
1733303866.584265,331277.000,51955,2,EA,1,100,0.030204
1733303866.650265,331343.000,51971,1,EA,1,100,0.030204
1733303866.717265,331410.000,51990,2,EA,1,100,0.030204
1733303866.784265,331477.000,51990,2,EA,1,100,0.030204
1733303866.850765,331543.500,52005,2,EA,1,100,0.030204
1733303866.917266,331610.000,52005,2,EA,1,100,0.030204
1733303866.984266,331677.000,52022,1,EA,1,100,0.030204
1733303867.050766,331743.500,52039,2,EA,1,100,0.030204
1733303867.117266,331810.000,52039,2,EA,1,100,0.030204
1733303867.184266,331877.000,52056,1,EA,1,100,0.030204
1733303867.250767,331943.500,52070,2,EA,1,100,0.030204
1733303867.317267,332010.000,52070,2,EA,1,100,0.030204
1733303867.384267,332077.000,52087,1,EA,1,100,0.030204
1733303867.450767,332143.500,52106,2,EA,1,100,0.030204
1733303867.517267,332210.000,52106,2,EA,1,100,0.030204
1733303867.584268,332277.000,52123,1,EA,1,100,0.030204
1733303867.650768,332343.500,52137,2,EA,1,100,0.030204
1733303867.717268,332410.000,52137,2,EA,1,100,0.030204
1733303867.784268,332477.000,52155,1,EA,1,100,0.030204
1733303867.850768,332543.500,52171,2,EA,1,100,0.030204
1733303867.917269,332610.000,52171,2,EA,1,100,0.030204
1733303867.984269,332677.000,52188,1,EA,1,100,0.030204
1733303868.050769,332743.500,52203,2,EA,1,100,0.030204
1733303868.117269,332810.000,52203,2,EA,1,100,0.030204
1733303868.183269,332876.000,52220,1,EA,1,100,0.030204
1733303868.250270,332943.000,52236,2,EA,1,100,0.030204
1733303868.317270,333010.000,52236,2,EA,1,100,0.030204
1733303868.383270,333076.000,52255,1,EA,1,100,0.030204
1733303868.450270,333143.000,52270,2,EA,1,100,0.030204
1733303868.517270,333210.000,52270,2,EA,1,100,0.030204
1733303868.583271,333276.000,52287,1,EA,1,100,0.030204
1733303868.650271,333343.000,52303,2,EA,1,100,0.030204
1733303868.717271,333410.000,52303,2,EA,1,100,0.030204
1733303868.784271,333477.000,52321,1,EA,1,100,0.030204
1733303868.850771,333543.500,52336,2,EA,1,100,0.030204
1733303868.917272,333610.000,52336,2,EA,1,100,0.030204
1733303868.983772,333676.500,52352,2,EA,1,100,0.030204
1733303869.050272,333743.000,52352,2,EA,1,100,0.030204
1733303869.117272,333810.000,52369,1,EA,1,100,0.030204
1733303869.183772,333876.500,52388,2,EA,1,100,0.030204
1733303869.250273,333943.000,52388,2,EA,1,100,0.030204
1733303869.317273,334010.000,52404,1,EA,1,100,0.030204
1733303869.383773,334076.500,52420,2,EA,1,100,0.030204
1733303869.450273,334143.000,52420,2,EA,1,100,0.030204
1733303869.517273,334210.000,52436,1,EA,1,100,0.030204
1733303869.583773,334276.500,52453,2,EA,1,100,0.030204
1733303869.650274,334343.000,52453,2,EA,1,100,0.030204
1733303869.717274,334410.000,52469,1,EA,1,100,0.030204
1733303869.783774,334476.500,52490,2,EA,1,100,0.030204
1733303869.850274,334543.000,52490,2,EA,1,100,0.030204
1733303869.916775,334609.500,52508,2,EA,1,100,0.030204
1733303869.983275,334676.000,52508,2,EA,1,100,0.030204
1733303870.050275,334743.000,52524,1,EA,1,100,0.030204
1733303870.116775,334809.500,52541,2,EA,1,100,0.030204
1733303870.183275,334876.000,52541,2,EA,1,100,0.030204
1733303870.250275,334943.000,52558,1,EA,1,100,0.030204
1733303870.316776,335009.500,52573,2,EA,1,100,0.030204
1733303870.383276,335076.000,52573,2,EA,1,100,0.030204
1733303870.450276,335143.000,52590,2,EA,1,100,0.030204
1733303870.517276,335210.000,52590,2,EA,1,100,0.030204
1733303870.583277,335276.000,52606,1,EA,1,100,0.030204
1733303870.650277,335343.000,52625,2,EA,1,100,0.030204
1733303870.717277,335410.000,52625,2,EA,1,100,0.030204
1733303870.783277,335476.000,52642,1,EA,1,100,0.030204
1733303870.850277,335543.000,52657,2,EA,1,100,0.030204
1733303870.917277,335610.000,52657,2,EA,1,100,0.030204
1733303870.983278,335676.000,52673,1,EA,1,100,0.030204
1733303871.050278,335743.000,52691,2,EA,1,100,0.030204
1733303871.117278,335810.000,52691,2,EA,1,100,0.030204
1733303871.183278,335876.000,52707,1,EA,1,100,0.030204
1733303871.250278,335943.000,52722,2,EA,1,100,0.030204
1733303871.317279,336010.000,52722,2,EA,1,100,0.030204
1733303871.383279,336076.000,52738,1,EA,1,100,0.030204
1733303871.450279,336143.000,52758,2,EA,1,100,0.030204
1733303871.517279,336210.000,52758,2,EA,1,100,0.030204
1733303871.583279,336276.000,52776,1,EA,1,100,0.030204
1733303871.649780,336342.500,52791,2,EA,1,100,0.030204
1733303871.716280,336409.000,52791,2,EA,1,100,0.030204
1733303871.783280,336476.000,52808,1,EA,1,100,0.030204
1733303871.849780,336542.500,52825,2,EA,1,100,0.030204
1733303871.916280,336609.000,52825,2,EA,1,100,0.030204
1733303871.983280,336676.000,52841,1,EA,1,100,0.030204
1733303872.049781,336742.500,52857,2,EA,1,100,0.030204
1733303872.116281,336809.000,52857,2,EA,1,100,0.030204
1733303872.183281,336876.000,52873,1,EA,1,100,0.030204
1733303872.249781,336942.500,52892,2,EA,1,100,0.030204
1733303872.316282,337009.000,52892,2,EA,1,100,0.030204
1733303872.383282,337076.000,52908,1,EA,1,100,0.030204
1733303872.449782,337142.500,52925,2,EA,1,100,0.030204
1733303872.516282,337209.000,52925,2,EA,1,100,0.030204
1733303872.583282,337276.000,52940,1,EA,1,100,0.030204
1733303872.649782,337342.500,52957,2,EA,1,100,0.030204
1733303872.716283,337409.000,52957,2,EA,1,100,0.030204
1733303872.783283,337476.000,52974,1,EA,1,100,0.030204
1733303872.849783,337542.500,52990,2,EA,1,100,0.030204
1733303872.916283,337609.000,52990,2,EA,1,100,0.030204
1733303872.983284,337676.000,53005,2,EA,1,100,0.030204
1733303873.050284,337743.000,53005,2,EA,1,100,0.030204
1733303873.116284,337809.000,53025,1,EA,1,100,0.030204
1733303873.183284,337876.000,53041,2,EA,1,100,0.030204
1733303873.250284,337943.000,53041,2,EA,1,100,0.030204
1733303873.316284,338009.000,53058,1,EA,1,100,0.030204
1733303873.383285,338076.000,53073,2,EA,1,100,0.030204
1733303873.450285,338143.000,53073,2,EA,1,100,0.030204
1733303873.516285,338209.000,53090,1,EA,1,100,0.030204
1733303873.583285,338276.000,53106,2,EA,1,100,0.030204
1733303873.650285,338343.000,53106,2,EA,1,100,0.030204
1733303873.716286,338409.000,53123,1,EA,1,100,0.030204
1733303873.783286,338476.000,53140,2,EA,1,100,0.030204
