LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1733303873.850286,338543.000,53140,2,EA,1,100,0.030204
1733303873.916286,338609.000,53157,1,EA,1,100,0.030204
1733303873.983286,338676.000,53173,2,EA,1,100,0.030204
1733303874.050287,338743.000,53173,2,EA,1,100,0.030203
1733303874.116287,338809.000,53191,1,EA,1,100,0.030204
1733303874.183287,338876.000,53205,2,EA,1,100,0.030204
1733303874.250287,338943.000,53205,2,EA,1,100,0.030204
1733303874.316287,339009.000,53222,1,EA,1,100,0.030204
1733303874.382787,339075.500,53239,2,EA,1,100,0.030204
1733303874.449288,339142.000,53239,2,EA,1,100,0.030204
1733303874.516288,339209.000,53256,1,EA,1,100,0.030204
1733303874.582788,339275.500,53272,2,EA,1,100,0.030204
1733303874.649288,339342.000,53272,2,EA,1,100,0.030204
1733303874.716289,339409.000,53289,1,EA,1,100,0.030204
1733303874.782789,339475.500,53306,2,EA,1,100,0.030204
1733303874.849289,339542.000,53306,2,EA,1,100,0.030204
1733303874.916289,339609.000,53328,2,EA,1,100,0.030204
1733303874.983289,339676.000,53328,2,EA,1,100,0.030203
1733303875.049789,339742.500,53345,2,EA,1,100,0.030204
1733303875.116290,339809.000,53345,2,EA,1,100,0.030203
1733303875.183290,339876.000,53362,1,EA,1,100,0.030203
1733303875.249790,339942.500,53376,2,EA,1,100,0.030203
1733303875.316290,340009.000,53376,2,EA,1,100,0.030203
1733303875.383291,340076.000,53395,1,EA,1,100,0.030203
1733303875.449791,340142.500,53412,2,EA,1,100,0.030204
1733303875.516291,340209.000,53412,2,EA,1,100,0.030203
1733303875.583291,340276.000,53429,1,EA,1,100,0.030203
1733303875.649791,340342.500,53443,2,EA,1,100,0.030203
1733303875.716291,340409.000,53443,2,EA,1,100,0.030203
1733303875.783292,340476.000,53461,1,EA,1,100,0.030203
1733303875.849792,340542.500,53477,2,EA,1,100,0.030203
1733303875.916292,340609.000,53477,2,EA,1,100,0.030203
1733303875.983292,340676.000,53494,1,EA,1,100,0.030203
1733303876.049793,340742.500,53509,2,EA,1,100,0.030203
1733303876.116293,340809.000,53509,2,EA,1,100,0.030203
1733303876.183293,340876.000,53526,1,EA,1,100,0.030203
1733303876.249793,340942.500,53542,2,EA,1,100,0.030203
1733303876.316293,341009.000,53542,2,EA,1,100,0.030203
1733303876.383293,341076.000,53561,1,EA,1,100,0.030203
1733303876.449794,341142.500,53578,2,EA,1,100,0.030203
1733303876.516294,341209.000,53578,2,EA,1,100,0.030204
1733303876.583294,341276.000,53595,1,EA,1,100,0.030203
1733303876.649794,341342.500,53611,2,EA,1,100,0.030204
1733303876.716295,341409.000,53611,2,EA,1,100,0.030204
1733303876.783295,341476.000,53629,1,EA,1,100,0.030204
1733303876.849795,341542.500,53644,2,EA,1,100,0.030203
1733303876.916295,341609.000,53644,2,EA,1,100,0.030204
1733303876.983295,341676.000,53660,1,EA,1,100,0.030204
1733303877.049795,341742.500,53679,2,EA,1,100,0.030204
1733303877.116296,341809.000,53679,2,EA,1,100,0.030204
1733303877.182796,341875.500,53696,2,EA,1,100,0.030204
1733303877.249296,341942.000,53696,2,EA,1,100,0.030204
1733303877.316296,342009.000,53712,1,EA,1,100,0.030204
1733303877.382796,342075.500,53728,2,EA,1,100,0.030204
1733303877.449296,342142.000,53728,2,EA,1,100,0.030204
1733303877.516297,342209.000,53744,1,EA,1,100,0.030204
1733303877.582797,342275.500,53761,2,EA,1,100,0.030204
1733303877.649297,342342.000,53761,2,EA,1,100,0.030204
1733303877.716297,342409.000,53777,1,EA,1,100,0.030204
1733303877.782798,342475.500,53793,2,EA,1,100,0.030204
1733303877.849298,342542.000,53793,2,EA,1,100,0.030204
1733303877.916298,342609.000,53809,1,EA,1,100,0.030204
1733303877.982798,342675.500,53828,2,EA,1,100,0.030204
1733303878.049298,342742.000,53828,2,EA,1,100,0.030203
1733303878.116298,342809.000,53845,1,EA,1,100,0.030204
1733303878.182799,342875.500,53860,2,EA,1,100,0.030203
1733303878.249299,342942.000,53860,2,EA,1,100,0.030204
1733303878.316299,343009.000,53876,1,EA,1,100,0.030204
1733303878.382799,343075.500,53894,2,EA,1,100,0.030203
1733303878.449300,343142.000,53894,2,EA,1,100,0.030203
1733303878.516300,343209.000,53910,1,EA,1,100,0.030204
1733303878.582800,343275.500,53925,2,EA,1,100,0.030204
1733303878.649300,343342.000,53925,2,EA,1,100,0.030204
1733303878.716300,343409.000,53941,1,EA,1,100,0.030203
1733303878.782800,343475.500,53961,2,EA,1,100,0.030203
1733303878.849301,343542.000,53961,2,EA,1,100,0.030204
1733303878.916301,343609.000,53977,1,EA,1,100,0.030203
1733303878.982801,343675.500,53993,2,EA,1,100,0.030203
1733303879.049301,343742.000,53993,2,EA,1,100,0.030203
1733303879.116302,343809.000,54009,1,EA,1,100,0.030203
1733303879.182802,343875.500,54026,2,EA,1,100,0.030203
1733303879.249302,343942.000,54026,2,EA,1,100,0.030203
1733303879.315802,344008.500,54042,2,EA,1,100,0.030203
1733303879.382302,344075.000,54042,2,EA,1,100,0.030203
1733303879.449302,344142.000,54060,1,EA,1,100,0.030203
1733303879.515803,344208.500,54074,2,EA,1,100,0.030203
1733303879.582303,344275.000,54074,2,EA,1,100,0.030203
1733303879.649303,344342.000,54091,1,EA,1,100,0.030203
1733303879.715803,344408.500,54108,2,EA,1,100,0.030203
1733303879.782303,344475.000,54108,2,EA,1,100,0.030203
1733303879.849304,344542.000,54127,1,EA,1,100,0.030203
1733303879.915804,344608.500,54141,2,EA,1,100,0.030203
1733303879.982304,344675.000,54141,2,EA,1,100,0.030203
1733303880.049304,344742.000,54164,2,EA,1,100,0.030203
1733303880.116304,344809.000,54164,2,EA,1,100,0.030203
1733303880.182305,344875.000,54180,1,EA,1,100,0.030203
1733303880.249305,344942.000,54197,2,EA,1,100,0.030203
1733303880.316305,345009.000,54197,2,EA,1,100,0.030203
1733303880.382305,345075.000,54213,1,EA,1,100,0.030203
1733303880.449305,345142.000,54229,2,EA,1,100,0.030203
1733303880.516306,345209.000,54229,2,EA,1,100,0.030203
1733303880.582306,345275.000,54245,1,EA,1,100,0.030203
1733303880.649306,345342.000,54264,2,EA,1,100,0.030203
1733303880.716306,345409.000,54264,2,EA,1,100,0.030203
1733303880.782306,345475.000,54281,1,EA,1,100,0.030203
1733303880.848807,345541.500,54297,2,EA,1,100,0.030203
1733303880.915307,345608.000,54297,2,EA,1,100,0.030203
1733303880.982307,345675.000,54312,1,EA,1,100,0.030203
1733303881.049307,345742.000,54330,2,EA,1,100,0.030203
1733303881.116307,345809.000,54330,2,EA,1,100,0.030203
1733303881.182807,345875.500,54346,2,EA,1,100,0.030203
1733303881.249308,345942.000,54346,2,EA,1,100,0.030203
1733303881.316308,346009.000,54363,1,EA,1,100,0.030203
1733303881.382808,346075.500,54380,2,EA,1,100,0.030203
1733303881.449308,346142.000,54380,2,EA,1,100,0.030203
1733303881.515309,346208.000,54399,1,EA,1,100,0.030203
1733303881.582309,346275.000,54415,2,EA,1,100,0.030203
1733303881.649309,346342.000,54415,2,EA,1,100,0.030203
1733303881.715309,346408.000,54432,1,EA,1,100,0.030203
1733303881.782309,346475.000,54447,2,EA,1,100,0.030203
1733303881.849309,346542.000,54447,2,EA,1,100,0.030203
1733303881.915310,346608.000,54464,1,EA,1,100,0.030203
1733303881.982310,346675.000,54480,2,EA,1,100,0.030203
1733303882.049310,346742.000,54480,2,EA,1,100,0.030203
1733303882.115310,346808.000,54498,1,EA,1,100,0.030203
1733303882.182311,346875.000,54512,2,EA,1,100,0.030203
1733303882.249311,346942.000,54512,2,EA,1,100,0.030203
1733303882.315311,347008.000,54531,1,EA,1,100,0.030203
1733303882.382311,347075.000,54548,2,EA,1,100,0.030203
1733303882.449311,347142.000,54548,2,EA,1,100,0.030203
1733303882.515311,347208.000,54565,1,EA,1,100,0.030203
1733303882.582312,347275.000,54579,2,EA,1,100,0.030203
1733303882.649312,347342.000,54579,2,EA,1,100,0.030203
1733303882.715312,347408.000,54596,1,EA,1,100,0.030203
1733303882.782312,347475.000,54613,2,EA,1,100,0.030203
1733303882.849313,347542.000,54613,2,EA,1,100,0.030203
1733303882.915313,347608.000,54630,1,EA,1,100,0.030203
1733303882.982313,347675.000,54645,2,EA,1,100,0.030203
1733303883.049313,347742.000,54645,2,EA,1,100,0.030203
1733303883.115813,347808.500,54664,2,EA,1,100,0.030203
1733303883.182313,347875.000,54664,2,EA,1,100,0.030203
1733303883.249314,347942.000,54680,1,EA,1,100,0.030203
1733303883.315814,348008.500,54697,2,EA,1,100,0.030203
1733303883.382314,348075.000,54697,2,EA,1,100,0.030203
1733303883.449314,348142.000,54714,1,EA,1,100,0.030203
1733303883.515814,348208.500,54729,2,EA,1,100,0.030203
1733303883.582314,348275.000,54729,2,EA,1,100,0.030203
1733303883.649315,348342.000,54745,1,EA,1,100,0.030203
1733303883.715815,348408.500,54763,2,EA,1,100,0.030203
1733303883.782315,348475.000,54763,2,EA,1,100,0.030203
1733303883.849315,348542.000,54779,1,EA,1,100,0.030203
1733303883.915816,348608.500,54794,2,EA,1,100,0.030203
1733303883.982316,348675.000,54794,2,EA,1,100,0.030203
1733303884.049316,348742.000,54810,1,EA,1,100,0.030203
1733303884.115816,348808.500,54830,2,EA,1,100,0.030203
1733303884.182316,348875.000,54830,2,EA,1,100,0.030203
1733303884.249316,348942.000,54846,1,EA,1,100,0.030203
1733303884.315817,349008.500,54861,2,EA,1,100,0.030203
1733303884.382317,349075.000,54861,2,EA,1,100,0.030203
1733303884.449317,349142.000,54878,1,EA,1,100,0.030203
1733303884.515817,349208.500,54895,2,EA,1,100,0.030203
1733303884.582318,349275.000,54895,2,EA,1,100,0.030203
1733303884.648318,349341.000,54911,1,EA,1,100,0.030203
1733303884.715318,349408.000,54927,2,EA,1,100,0.030203
1733303884.782318,349475.000,54927,2,EA,1,100,0.030203
1733303884.849318,349542.000,54945,1,EA,1,100,0.030203
1733303884.915818,349608.500,54962,2,EA,1,100,0.030203
1733303884.982319,349675.000,54962,2,EA,1,100,0.030203
1733303885.048819,349741.500,54979,2,EA,1,100,0.030203
1733303885.115319,349808.000,54979,2,EA,1,100,0.030203
1733303885.181819,349874.500,55001,2,EA,1,100,0.030203
1733303885.248319,349941.000,55001,2,EA,1,100,0.030203
1733303885.315320,350008.000,55017,1,EA,1,100,0.030203
1733303885.381820,350074.500,55033,2,EA,1,100,0.030203
1733303885.448320,350141.000,55033,2,EA,1,100,0.030203
1733303885.515320,350208.000,55049,1,EA,1,100,0.030203
1733303885.581820,350274.500,55066,2,EA,1,100,0.030203
1733303885.648321,350341.000,55066,2,EA,1,100,0.030203
1733303885.715321,350408.000,55084,1,EA,1,100,0.030203
1733303885.781821,350474.500,55100,2,EA,1,100,0.030203
1733303885.848321,350541.000,55100,2,EA,1,100,0.030203
1733303885.915321,350608.000,55116,1,EA,1,100,0.030203
1733303885.981822,350674.500,55133,2,EA,1,100,0.030203
1733303886.048322,350741.000,55133,2,EA,1,100,0.030203
1733303886.115322,350808.000,55150,1,EA,1,100,0.030203
1733303886.181822,350874.500,55166,2,EA,1,100,0.030203
1733303886.248322,350941.000,55166,2,EA,1,100,0.030203
1733303886.315323,351008.000,55181,2,EA,1,100,0.030203
1733303886.382323,351075.000,55181,2,EA,1,100,0.030203
1733303886.448323,351141.000,55199,1,EA,1,100,0.030203
1733303886.515323,351208.000,55217,2,EA,1,100,0.030203
1733303886.582323,351275.000,55217,2,EA,1,100,0.030203
1733303886.648324,351341.000,55236,1,EA,1,100,0.030203
1733303886.715324,351408.000,55251,2,EA,1,100,0.030203
1733303886.782324,351475.000,55251,2,EA,1,100,0.030203
1733303886.848324,351541.000,55268,1,EA,1,100,0.030203
1733303886.915324,351608.000,55284,2,EA,1,100,0.030203
1733303886.982325,351675.000,55284,2,EA,1,100,0.030203
1733303887.048325,351741.000,55301,1,EA,1,100,0.030203
1733303887.115325,351808.000,55316,2,EA,1,100,0.030203
1733303887.182325,351875.000,55316,2,EA,1,100,0.030203
1733303887.248325,351941.000,55333,1,EA,1,100,0.030203
1733303887.315325,352008.000,55349,2,EA,1,100,0.030203
1733303887.382326,352075.000,55349,2,EA,1,100,0.030203
1733303887.448326,352141.000,55367,1,EA,1,100,0.030203
1733303887.514826,352207.500,55383,2,EA,1,100,0.030203
1733303887.581326,352274.000,55383,2,EA,1,100,0.030203
1733303887.648327,352341.000,55400,1,EA,1,100,0.030203
1733303887.714827,352407.500,55417,2,EA,1,100,0.030203
1733303887.781327,352474.000,55417,2,EA,1,100,0.030203
1733303887.848327,352541.000,55434,1,EA,1,100,0.030203
1733303887.915327,352608.000,55448,2,EA,1,100,0.030203
1733303887.982327,352675.000,55448,2,EA,1,100,0.030203
1733303888.048328,352741.000,55465,1,EA,1,100,0.030203
1733303888.114828,352807.500,55482,2,EA,1,100,0.030203
1733303888.181328,352874.000,55482,2,EA,1,100,0.030203
1733303888.248328,352941.000,55499,1,EA,1,100,0.030203
1733303888.314828,353007.500,55514,2,EA,1,100,0.030203
1733303888.381329,353074.000,55514,2,EA,1,100,0.030203
1733303888.448329,353141.000,55533,2,EA,1,100,0.030203
1733303888.515329,353208.000,55533,2,EA,1,100,0.030203
1733303888.581329,353274.000,55549,1,EA,1,100,0.030203
1733303888.648329,353341.000,55566,2,EA,1,100,0.030203
1733303888.715330,353408.000,55566,2,EA,1,100,0.030203
1733303888.781330,353474.000,55583,1,EA,1,100,0.030203
1733303888.848330,353541.000,55598,2,EA,1,100,0.030203
1733303888.915330,353608.000,55598,2,EA,1,100,0.030203
1733303888.981330,353674.000,55614,1,EA,1,100,0.030203
1733303889.048331,353741.000,55632,2,EA,1,100,0.030203
1733303889.115331,353808.000,55632,2,EA,1,100,0.030203
1733303889.181331,353874.000,55650,1,EA,1,100,0.030203
1733303889.248331,353941.000,55665,2,EA,1,100,0.030203
1733303889.315331,354008.000,55665,2,EA,1,100,0.030203
1733303889.381332,354074.000,55681,1,EA,1,100,0.030204
1733303889.448332,354141.000,55699,2,EA,1,100,0.030203
1733303889.515332,354208.000,55699,2,EA,1,100,0.030204
1733303889.581332,354274.000,55715,1,EA,1,100,0.030204
1733303889.648332,354341.000,55730,2,EA,1,100,0.030203
1733303889.715333,354408.000,55730,2,EA,1,100,0.030204
1733303889.781333,354474.000,55747,1,EA,1,100,0.030203
1733303889.848333,354541.000,55764,2,EA,1,100,0.030203
1733303889.915333,354608.000,55764,2,EA,1,100,0.030204
1733303889.981333,354674.000,55780,1,EA,1,100,0.030203
1733303890.048334,354741.000,55796,2,EA,1,100,0.030203
1733303890.115334,354808.000,55796,2,EA,1,100,0.030203
1733303890.181334,354874.000,55814,1,EA,1,100,0.030203
1733303890.248001,354940.667,55834,3,EA,1,100,0.030203
1733303890.314668,355007.333,55834,3,EA,1,100,0.030204
1733303890.381335,355074.000,55834,3,EA,1,100,0.030203
1733303890.448335,355141.000,55851,1,EA,1,100,0.030203
1733303890.514835,355207.500,55868,2,EA,1,100,0.030203
1733303890.581335,355274.000,55868,2,EA,1,100,0.030203
1733303890.648335,355341.000,55884,1,EA,1,100,0.030203
1733303890.714835,355407.500,55900,2,EA,1,100,0.030203
1733303890.781336,355474.000,55900,2,EA,1,100,0.030203
1733303890.848336,355541.000,55916,1,EA,1,100,0.030204
1733303890.914836,355607.500,55933,2,EA,1,100,0.030204
1733303890.981336,355674.000,55933,2,EA,1,100,0.030203
1733303891.048337,355741.000,55949,1,EA,1,100,0.030204
1733303891.114837,355807.500,55967,2,EA,1,100,0.030204
1733303891.181337,355874.000,55967,2,EA,1,100,0.030204
1733303891.248337,355941.000,55983,1,EA,1,100,0.030204
1733303891.314837,356007.500,56000,2,EA,1,100,0.030204
1733303891.381337,356074.000,56000,2,EA,1,100,0.030203
1733303891.448338,356141.000,56017,1,EA,1,100,0.030204
1733303891.514838,356207.500,56034,2,EA,1,100,0.030204
1733303891.581338,356274.000,56034,2,EA,1,100,0.030203
1733303891.648338,356341.000,56050,1,EA,1,100,0.030203
1733303891.714839,356407.500,56068,2,EA,1,100,0.030203
1733303891.781339,356474.000,56068,2,EA,1,100,0.030203
1733303891.848339,356541.000,56084,1,EA,1,100,0.030203
1733303891.914839,356607.500,56099,2,EA,1,100,0.030203
1733303891.981339,356674.000,56099,2,EA,1,100,0.030203
1733303892.048339,356741.000,56117,1,EA,1,100,0.030203
1733303892.114840,356807.500,56135,2,EA,1,100,0.030203
1733303892.181340,356874.000,56135,2,EA,1,100,0.030204
1733303892.248340,356941.000,56151,1,EA,1,100,0.030203
1733303892.314840,357007.500,56167,2,EA,1,100,0.030203
1733303892.381341,357074.000,56167,2,EA,1,100,0.030203
1733303892.447841,357140.500,56183,2,EA,1,100,0.030203
1733303892.514341,357207.000,56183,2,EA,1,100,0.030203
1733303892.581341,357274.000,56200,1,EA,1,100,0.030203
1733303892.647841,357340.500,56216,2,EA,1,100,0.030203
1733303892.714341,357407.000,56216,2,EA,1,100,0.030203
1733303892.781342,357474.000,56234,1,EA,1,100,0.030203
1733303892.847842,357540.500,56248,2,EA,1,100,0.030203
1733303892.914342,357607.000,56248,2,EA,1,100,0.030203
1733303892.981342,357674.000,56267,1,EA,1,100,0.030203
1733303893.047842,357740.500,56284,2,EA,1,100,0.030203
1733303893.114342,357807.000,56284,2,EA,1,100,0.030203
1733303893.181343,357874.000,56301,1,EA,1,100,0.030203
1733303893.247843,357940.500,56315,2,EA,1,100,0.030203
1733303893.314343,358007.000,56315,2,EA,1,100,0.030203
1733303893.381343,358074.000,56332,1,EA,1,100,0.030203
1733303893.447844,358140.500,56349,2,EA,1,100,0.030203
1733303893.514344,358207.000,56349,2,EA,1,100,0.030203
1733303893.581344,358274.000,56366,1,EA,1,100,0.030203
1733303893.647844,358340.500,56380,2,EA,1,100,0.030203
1733303893.714344,358407.000,56380,2,EA,1,100,0.030203
1733303893.781344,358474.000,56398,1,EA,1,100,0.030203
1733303893.847845,358540.500,56414,2,EA,1,100,0.030203
1733303893.914345,358607.000,56414,2,EA,1,100,0.030203
1733303893.981345,358674.000,56433,1,EA,1,100,0.030203
1733303894.047845,358740.500,56449,2,EA,1,100,0.030203
1733303894.114346,358807.000,56449,2,EA,1,100,0.030203
1733303894.181346,358874.000,56465,1,EA,1,100,0.030203
1733303894.247846,358940.500,56481,2,EA,1,100,0.030203
1733303894.314346,359007.000,56481,2,EA,1,100,0.030203
1733303894.381346,359074.000,56498,1,EA,1,100,0.030203
1733303894.447846,359140.500,56514,2,EA,1,100,0.030203
1733303894.514347,359207.000,56514,2,EA,1,100,0.030203
1733303894.580847,359273.500,56530,2,EA,1,100,0.030203
1733303894.647347,359340.000,56530,2,EA,1,100,0.030203
1733303894.714347,359407.000,56548,1,EA,1,100,0.030203
1733303894.781348,359474.000,56566,2,EA,1,100,0.030203
1733303894.848348,359541.000,56566,2,EA,1,100,0.030203
1733303894.914348,359607.000,56582,1,EA,1,100,0.030203
1733303894.981348,359674.000,56597,2,EA,1,100,0.030203
1733303895.048348,359741.000,56597,2,EA,1,100,0.030203
1733303895.114348,359807.000,56614,1,EA,1,100,0.030203
1733303895.180849,359873.500,56631,2,EA,1,100,0.030203
1733303895.247349,359940.000,56631,2,EA,1,100,0.030203
1733303895.314349,360007.000,56647,1,EA,1,100,0.030203
1733303895.381016,360073.667,56670,3,EA,1,100,0.030203
1733303895.447683,360140.333,56670,3,EA,1,100,0.030203
1733303895.514350,360207.000,56670,3,EA,1,100,0.030203
1733303895.581350,360274.000,56688,1,EA,1,100,0.030203
1733303895.647850,360340.500,56703,2,EA,1,100,0.030203
1733303895.714350,360407.000,56703,2,EA,1,100,0.030203
1733303895.781350,360474.000,56720,1,EA,1,100,0.030203
1733303895.847851,360540.500,56737,2,EA,1,100,0.030203
1733303895.914351,360607.000,56737,2,EA,1,100,0.030203
1733303895.981351,360674.000,56753,1,EA,1,100,0.030203
1733303896.047851,360740.500,56769,2,EA,1,100,0.030203
1733303896.114351,360807.000,56769,2,EA,1,100,0.030203
1733303896.181352,360874.000,56785,1,EA,1,100,0.030203
1733303896.247852,360940.500,56802,2,EA,1,100,0.030203
1733303896.314352,361007.000,56802,2,EA,1,100,0.030203
1733303896.381352,361074.000,56818,1,EA,1,100,0.030203
1733303896.447852,361140.500,56839,2,EA,1,100,0.030203
1733303896.514353,361207.000,56839,2,EA,1,100,0.030203
1733303896.581353,361274.000,56854,1,EA,1,100,0.030203
1733303896.647853,361340.500,56871,2,EA,1,100,0.030203
1733303896.714353,361407.000,56871,2,EA,1,100,0.030203
1733303896.781353,361474.000,56888,1,EA,1,100,0.030203
1733303896.847853,361540.500,56904,2,EA,1,100,0.030203
1733303896.914354,361607.000,56904,2,EA,1,100,0.030203
1733303896.980854,361673.500,56919,2,EA,1,100,0.030203
1733303897.047354,361740.000,56919,2,EA,1,100,0.030203
1733303897.114354,361807.000,56937,1,EA,1,100,0.030203
1733303897.180855,361873.500,56953,2,EA,1,100,0.030203
1733303897.247355,361940.000,56953,2,EA,1,100,0.030203
1733303897.314355,362007.000,56970,1,EA,1,100,0.030203
1733303897.380855,362073.500,56987,2,EA,1,100,0.030203
1733303897.447355,362140.000,56987,2,EA,1,100,0.030203
1733303897.514355,362207.000,57004,1,EA,1,100,0.030203
1733303897.580856,362273.500,57020,2,EA,1,100,0.030203
1733303897.647356,362340.000,57020,2,EA,1,100,0.030203
1733303897.714356,362407.000,57037,1,EA,1,100,0.030203
1733303897.780856,362473.500,57052,2,EA,1,100,0.030203
1733303897.847357,362540.000,57052,2,EA,1,100,0.030203
1733303897.914357,362607.000,57069,1,EA,1,100,0.030203
1733303897.980857,362673.500,57085,2,EA,1,100,0.030203
1733303898.047357,362740.000,57085,2,EA,1,100,0.030203
1733303898.114357,362807.000,57103,1,EA,1,100,0.030203
1733303898.180857,362873.500,57117,2,EA,1,100,0.030203
1733303898.247358,362940.000,57117,2,EA,1,100,0.030203
1733303898.314358,363007.000,57134,1,EA,1,100,0.030203
1733303898.380858,363073.500,57153,2,EA,1,100,0.030203
1733303898.447358,363140.000,57153,2,EA,1,100,0.030203
1733303898.514359,363207.000,57170,1,EA,1,100,0.030203
1733303898.580859,363273.500,57184,2,EA,1,100,0.030203
1733303898.647359,363340.000,57184,2,EA,1,100,0.030203
1733303898.714359,363407.000,57201,1,EA,1,100,0.030203
1733303898.780859,363473.500,57218,2,EA,1,100,0.030203
1733303898.847359,363540.000,57218,2,EA,1,100,0.030203
1733303898.914360,363607.000,57235,1,EA,1,100,0.030203
1733303898.980860,363673.500,57250,2,EA,1,100,0.030203
1733303899.047360,363740.000,57250,2,EA,1,100,0.030203
1733303899.114360,363807.000,57267,1,EA,1,100,0.030203
1733303899.180860,363873.500,57283,2,EA,1,100,0.030203
1733303899.247360,363940.000,57283,2,EA,1,100,0.030203
1733303899.313861,364006.500,57300,2,EA,1,100,0.030203
1733303899.380361,364073.000,57300,2,EA,1,100,0.030203
1733303899.447361,364140.000,57319,1,EA,1,100,0.030203
1733303899.513861,364206.500,57334,2,EA,1,100,0.030203
1733303899.580362,364273.000,57334,2,EA,1,100,0.030203
1733303899.647362,364340.000,57350,1,EA,1,100,0.030203
1733303899.713862,364406.500,57368,2,EA,1,100,0.030203
1733303899.780362,364473.000,57368,2,EA,1,100,0.030203
1733303899.847362,364540.000,57384,1,EA,1,100,0.030203
1733303899.913862,364606.500,57399,2,EA,1,100,0.030203
1733303899.980363,364673.000,57399,2,EA,1,100,0.030203
1733303900.047363,364740.000,57415,1,EA,1,100,0.030203
1733303900.113863,364806.500,57433,2,EA,1,100,0.030203
1733303900.180363,364873.000,57433,2,EA,1,100,0.030203
1733303900.247364,364940.000,57451,1,EA,1,100,0.030203
1733303900.313864,365006.500,57466,2,EA,1,100,0.030203
1733303900.380364,365073.000,57466,2,EA,1,100,0.030203
1733303900.447364,365140.000,57483,1,EA,1,100,0.030203
1733303900.514031,365206.667,57505,3,EA,1,100,0.030203
1733303900.580698,365273.333,57505,3,EA,1,100,0.030203
1733303900.647365,365340.000,57505,3,EA,1,100,0.030203
1733303900.714365,365407.000,57521,1,EA,1,100,0.030203
1733303900.780865,365473.500,57539,2,EA,1,100,0.030203
1733303900.847365,365540.000,57539,2,EA,1,100,0.030203
1733303900.914366,365607.000,57555,1,EA,1,100,0.030203
1733303900.980866,365673.500,57570,2,EA,1,100,0.030203
1733303901.047366,365740.000,57570,2,EA,1,100,0.030203
1733303901.113366,365806.000,57589,1,EA,1,100,0.030203
1733303901.180366,365873.000,57606,2,EA,1,100,0.030203
1733303901.247366,365940.000,57606,2,EA,1,100,0.030203
1733303901.313367,366006.000,57622,1,EA,1,100,0.030203
1733303901.380367,366073.000,57638,2,EA,1,100,0.030203
1733303901.447367,366140.000,57638,2,EA,1,100,0.030203
1733303901.513367,366206.000,57656,1,EA,1,100,0.030203
1733303901.580367,366273.000,57673,2,EA,1,100,0.030203
1733303901.647368,366340.000,57673,2,EA,1,100,0.030203
1733303901.714368,366407.000,57689,1,EA,1,100,0.030203
1733303901.780868,366473.500,57706,2,EA,1,100,0.030203
1733303901.847368,366540.000,57706,2,EA,1,100,0.030203
1733303901.913868,366606.500,57721,2,EA,1,100,0.030203
1733303901.980369,366673.000,57721,2,EA,1,100,0.030203
1733303902.047369,366740.000,57738,1,EA,1,100,0.030203
1733303902.113869,366806.500,57757,2,EA,1,100,0.030203
1733303902.180369,366873.000,57757,2,EA,1,100,0.030203
1733303902.247369,366940.000,57774,1,EA,1,100,0.030203
1733303902.313869,367006.500,57788,2,EA,1,100,0.030203
1733303902.380370,367073.000,57788,2,EA,1,100,0.030203
1733303902.447370,367140.000,57806,1,EA,1,100,0.030203
1733303902.513870,367206.500,57822,2,EA,1,100,0.030203
1733303902.580370,367273.000,57822,2,EA,1,100,0.030203
1733303902.647371,367340.000,57839,1,EA,1,100,0.030203
1733303902.713871,367406.500,57854,2,EA,1,100,0.030203
1733303902.780371,367473.000,57854,2,EA,1,100,0.030203
1733303902.847371,367540.000,57871,1,EA,1,100,0.030203
1733303902.913871,367606.500,57889,2,EA,1,100,0.030203
1733303902.980371,367673.000,57889,2,EA,1,100,0.030203
1733303903.047372,367740.000,57906,1,EA,1,100,0.030203
1733303903.113872,367806.500,57921,2,EA,1,100,0.030203
1733303903.180372,367873.000,57921,2,EA,1,100,0.030203
1733303903.247372,367940.000,57938,1,EA,1,100,0.030203
1733303903.313873,368006.500,57954,2,EA,1,100,0.030203
1733303903.380373,368073.000,57954,2,EA,1,100,0.030203
1733303903.447373,368140.000,57972,1,EA,1,100,0.030203
1733303903.513873,368206.500,57987,2,EA,1,100,0.030203
1733303903.580373,368273.000,57987,2,EA,1,100,0.030203
1733303903.646873,368339.500,58003,2,EA,1,100,0.030203
1733303903.713374,368406.000,58003,2,EA,1,100,0.030203
1733303903.780374,368473.000,58020,1,EA,1,100,0.030203
1733303903.846874,368539.500,58037,2,EA,1,100,0.030203
1733303903.913374,368606.000,58037,2,EA,1,100,0.030203
1733303903.980375,368673.000,58055,1,EA,1,100,0.030203
1733303904.046875,368739.500,58071,2,EA,1,100,0.030203
1733303904.113375,368806.000,58071,2,EA,1,100,0.030203
1733303904.180375,368873.000,58087,1,EA,1,100,0.030203
1733303904.246875,368939.500,58104,2,EA,1,100,0.030203
1733303904.313375,369006.000,58104,2,EA,1,100,0.030203
1733303904.380376,369073.000,58120,1,EA,1,100,0.030203
1733303904.446876,369139.500,58136,2,EA,1,100,0.030203
1733303904.513376,369206.000,58136,2,EA,1,100,0.030203
1733303904.580376,369273.000,58152,1,EA,1,100,0.030203
1733303904.646876,369339.500,58169,2,EA,1,100,0.030203
1733303904.713377,369406.000,58169,2,EA,1,100,0.030203
